"ID"	"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"
"warble_52"	52	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-16	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_53"	53	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-17	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_54"	54	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-18	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_57"	57	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-21	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_58"	58	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-22	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_60"	60	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-24	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_63"	63	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-27	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_68"	68	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-01	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_69"	69	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-02	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_73"	73	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-06	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_80"	80	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-13	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_83"	83	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-16	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_84"	84	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-17	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_85"	85	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-18	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_87"	87	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-20	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_88"	88	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-21	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_89"	89	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-22	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_90"	90	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-23	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_93"	93	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-26	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_94"	94	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-27	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_95"	95	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-28	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_96"	96	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-29	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_97"	97	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-30	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_100"	100	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-02	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_101"	101	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-03	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_103"	103	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-05	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_104"	104	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-06	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_106"	106	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-08	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_107"	107	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-09	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_108"	108	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-10	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_109"	109	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-11	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_110"	110	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-12	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"warble_111"	111	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-13	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
