"Taxa"	"marshmallow24"	"marshmallow37"	"marshmallow41"	"marshmallow44"	"marshmallow49"	"marshmallow53"	"marshmallow60"	"marshmallow70"
"Metabolism|Nucleotide metabolism|Pyrimidine metabolism"	0.0111991247607463	0.0115021665654875	0.0113927610943282	0.011664372990765	0.0110942798505626	0.0113116451061072	0.0112482640017433	0.0101797033894228
"Metabolism|Carbohydrate metabolism|Starch and sucrose metabolism"	0.0119036112117512	0.0110054802551484	0.00934923234341735	0.0117002994210731	0.0124553207022897	0.0118153424414066	0.00985654013564479	0.0107046657753199
"Metabolism|Carbohydrate metabolism|Pyruvate metabolism"	0.0110825317019465	0.00997949146335886	0.00997142094792451	0.0114962214886792	0.0112078846672266	0.0112172516586476	0.0109581364261592	0.0100823877077287
"Metabolism|Carbohydrate metabolism|Fructose and mannose metabolism"	0.00913214306848537	0.00742549435699983	0.00711123782428954	0.00940816123395049	0.0104153311642953	0.00929053075502682	0.0121483869523663	0.00654172095904674
"Metabolism|Carbohydrate metabolism|Glyoxylate and dicarboxylate metabolism"	0.00811054109522613	0.00829727428925286	0.00838523776226563	0.0089353886988956	0.00879352120822932	0.00846385210271989	0.00879933953861097	0.00900973879944919
"Metabolism|Amino acid metabolism|Cysteine and methionine metabolism"	0.00897294863712533	0.00913375398352391	0.00849822810325986	0.0092221608238543	0.00875300473791342	0.0089681481303807	0.0075316914683153	0.00760965768970711
"Metabolism|Energy metabolism|Carbon fixation pathways in prokaryotes"	0.00798923571229183	0.0075438057405404	0.00760404364020017	0.00855664297967834	0.00824668449607247	0.00807863121350886	0.00762233387326921	0.00778330643879541
"Metabolism|Amino acid metabolism|Glycine, serine and threonine metabolism"	0.00781642176448945	0.00815432819237062	0.00805984896837879	0.00797667675925903	0.00774776713862504	0.00787200636154271	0.00730128409619308	0.00787508278415902
"Metabolism|Carbohydrate metabolism|Propanoate metabolism"	0.00746029446196063	0.00708443378289613	0.00670422064195953	0.0081955671935432	0.00814500397190955	0.00775272361403868	0.00826482210934857	0.00720164898668014
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Escherichia coli"	0.00687980769827634	0.00688506989913732	0.00795091948923092	0.0060125316705618	0.00615920343955737	0.00669071233580748	0.00806859252066367	0.0102003466704976
"Metabolism|Energy metabolism|Methane metabolism"	0.00775753358798797	0.00672097838265639	0.00648438159345894	0.0075688851646576	0.00773705919289519	0.00768013061014831	0.00762641041731952	0.00650842700112484
"Metabolism|Energy metabolism|Oxidative phosphorylation"	0.00628836753565232	0.00800684103715274	0.00945582936932549	0.00631030790044153	0.00605359669686582	0.00617655716714436	0.00682912349846472	0.00883523613400386
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Pseudomonas aeruginosa"	0.00486081365404113	0.00841180681539236	0.0105590586596913	0.00485235006422981	0.00484254772877513	0.00492841959459173	0.00478667238305965	0.0132529907517406
"Metabolism|Carbohydrate metabolism|Galactose metabolism"	0.0072723642548026	0.00631259417022069	0.00551472237929675	0.00623438441846058	0.00686174822940113	0.00705075873621812	0.00694270770095518	0.00888511621647074
"Metabolism|Amino acid metabolism|Alanine, aspartate and glutamate metabolism"	0.00654882212993077	0.00701454507438509	0.00684552730737595	0.0066439182892568	0.00650148654116652	0.00658837978275993	0.00668184804495969	0.00718721811578107
"Metabolism|Global and overview maps|Fatty acid metabolism"	0.00632640689518169	0.00650175409014416	0.00709288368398211	0.00672465464952036	0.00615634639284076	0.00656175337416676	0.00630234792455122	0.00730598785407734
"Metabolism|Carbohydrate metabolism|Butanoate metabolism"	0.00703270462089244	0.0058150639731371	0.00557793540808199	0.00725880328919439	0.00695419467217776	0.00704444074284489	0.00820811374011775	0.00471707681835407
"Metabolism|Global and overview maps|2-Oxocarboxylic acid metabolism"	0.00706078557981404	0.0065764577118351	0.00594576854256205	0.00679019106027761	0.00658682289754468	0.00696966993390907	0.00581671606128658	0.00596623776476051
"Genetic Information Processing|Translation|Aminoacyl-tRNA biosynthesis"	0.006655109850774	0.00694340902390338	0.00687059410877236	0.00687567267805123	0.00627130243329457	0.00665142665162861	0.00522551765502103	0.00568198528646735
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Vibrio cholerae"	0.00506591904671851	0.00646436141519747	0.00746072432869846	0.00552806906577939	0.00557200625572001	0.00535709606450821	0.00620473215799815	0.0082232122485977
"Metabolism|Carbohydrate metabolism|Pentose phosphate pathway"	0.00632939826832918	0.00601833089431889	0.00585990253422533	0.00609436764122808	0.00645584423945733	0.00638028365339743	0.00646664273630717	0.00542415833303417
"Metabolism|Carbohydrate metabolism|Citrate cycle (TCA cycle)"	0.00534626567506102	0.00573330421722423	0.00618079601524577	0.0060384804379489	0.00575395847340511	0.00549570665762198	0.00556317530882203	0.00649010497878118
"Environmental Information Processing|Membrane transport|Bacterial secretion system"	0.00477405558261834	0.00641785626763241	0.00737498385821751	0.00553370805007172	0.005307460760173	0.00495461595585827	0.0066876358550735	0.00553367038608762
"Cellular Processes|Cell growth and death|Cell cycle - Caulobacter"	0.00498420973355455	0.00659046806774275	0.00759708670475231	0.00507248744933639	0.00490472093520378	0.00500754591409352	0.00377606362787071	0.00836361229931805
"Metabolism|Glycan biosynthesis and metabolism|Peptidoglycan biosynthesis"	0.00607281666285447	0.00610677548640221	0.00591413676794324	0.00619872151557521	0.00582309705349985	0.00600102162176279	0.00492065757751138	0.00501925919572522
"Metabolism|Amino acid metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis"	0.00568403229158854	0.00609338812412983	0.00571044551857037	0.00629208177977987	0.00597723266296409	0.0058076603609036	0.004918188166857	0.00513261478532755
"Human Diseases|Drug resistance: Antimicrobial|beta-Lactam resistance"	0.00544065463322092	0.0054651230919482	0.00546915693226702	0.00539802097633735	0.0056787948254986	0.00536326223256397	0.0074047779545013	0.00531482526357289
"Metabolism|Metabolism of cofactors and vitamins|Porphyrin and chlorophyll metabolism"	0.00499119714235141	0.00534698271604196	0.00535354690485512	0.00700832621254371	0.00720643473521318	0.0056560896282679	0.00476412246080503	0.00466731865940267
"Genetic Information Processing|Replication and repair|Homologous recombination"	0.00507550639133821	0.00610429332469093	0.00628413252136334	0.00557983535598173	0.00509130680552253	0.00521606840835936	0.00495163897871479	0.00543086406147951
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine degradation"	0.00542356666925869	0.00457830473856817	0.00431358810254041	0.00609828499735884	0.00547372822406833	0.00571739013276711	0.0044957817069195	0.00492092877238908
"Metabolism|Amino acid metabolism|Lysine biosynthesis"	0.00554546779093895	0.00498183070179969	0.0048251370750286	0.00503991782156026	0.004724954439154	0.00537760596799771	0.00400614716901235	0.00486754038352845
"Metabolism|Lipid metabolism|Fatty acid biosynthesis"	0.00440040978755288	0.00503686731235345	0.00557672022709533	0.00466790457740797	0.00441707260596142	0.00460393181811664	0.00426644341302921	0.00639217573087216
"Metabolism|Energy metabolism|Sulfur metabolism"	0.00458465487055106	0.00466269460261295	0.00498920885928847	0.00454414333380919	0.00481128646636481	0.00463567022645182	0.00609296095859432	0.00413356684003444
"Genetic Information Processing|Replication and repair|Mismatch repair"	0.00454149243793698	0.0051415650295189	0.00528704641745267	0.0047211138507743	0.00441043344112346	0.00453778693647697	0.00420863668892543	0.00476447664832945
"Cellular Processes|Cell motility|Bacterial chemotaxis"	0.0037790118648196	0.00530898515718188	0.00647649072808731	0.00309422137968354	0.00352721765954317	0.00337987689585553	0.00484283418216219	0.00593702196824695
"Genetic Information Processing|Folding, sorting and degradation|RNA degradation"	0.00407215736747271	0.00493408879124811	0.00540668795682622	0.00426293023161416	0.0037940033398252	0.00408357246286528	0.00384208489324647	0.00527252321617762
"Metabolism|Glycan biosynthesis and metabolism|Lipopolysaccharide biosynthesis"	0.00387865514959859	0.0040750225089711	0.00485087384948256	0.00451025934349596	0.0040317161308067	0.00404631768489962	0.00501355636863153	0.00433241616679507
"Metabolism|Energy metabolism|Carbon fixation in photosynthetic organisms"	0.00419250464038881	0.00429558030078184	0.0044959743913252	0.00424377326277157	0.00428939237550544	0.00434047941166306	0.00427841487894025	0.0039346584480814
"Metabolism|Metabolism of cofactors and vitamins|Folate biosynthesis"	0.00340213203936185	0.00426595797167795	0.00451960191902234	0.00443730701772618	0.00434703080532737	0.00378047707764763	0.00419888798483545	0.00410542502215589
"Metabolism|Amino acid metabolism|Arginine and proline metabolism"	0.00432694668895388	0.00395342483643932	0.003812183703289	0.00433920752745043	0.00432102309969885	0.00425625104491467	0.00458112128842228	0.00340353825665336
"Metabolism|Carbohydrate metabolism|Pentose and glucuronate interconversions"	0.00466328937979861	0.00328507338451499	0.0026778811882763	0.00377393113594319	0.00428139477510696	0.00442910548755794	0.00503621208122366	0.00409813226857772
"Metabolism|Energy metabolism|Nitrogen metabolism"	0.00403563238771605	0.00412795994977851	0.00430653522795466	0.00389439696608092	0.00396361835494276	0.0039583034884225	0.00409465130123451	0.00383422415002977
"Metabolism|Metabolism of cofactors and vitamins|Biotin metabolism"	0.0035434456269701	0.00391567416309296	0.00465765342246502	0.00362614470317157	0.00343526286361045	0.0036315831681772	0.00398236404959254	0.00535441604232413
"Metabolism|Metabolism of cofactors and vitamins|Nicotinate and nicotinamide metabolism"	0.00381512770687815	0.00421273239768766	0.00413382401764423	0.0039283634228527	0.00390986837508511	0.00384653387970293	0.0046198588818129	0.00358439948450273
"Genetic Information Processing|Replication and repair|DNA replication"	0.00370959504485647	0.0045162937698011	0.00473830092744375	0.00386406785258003	0.00354857318587603	0.00372497240885	0.00343544452179571	0.004280623370901
"Human Diseases|Drug resistance: Antimicrobial|Cationic antimicrobial peptide (CAMP) resistance"	0.00317515664351905	0.00349122297718442	0.00407586122462863	0.00348543594895882	0.00367993364477968	0.00327381982045097	0.00542953342923415	0.00474857403064149
"Metabolism|Lipid metabolism|Fatty acid degradation"	0.00428998133593916	0.00358146916373334	0.00346948093978808	0.00426767528727341	0.00393385488477463	0.00425994302261169	0.00430293227332208	0.00290372583745294
"Metabolism|Metabolism of cofactors and vitamins|Pantothenate and CoA biosynthesis"	0.00404639408108098	0.00373218231488904	0.00356721482912381	0.00417067889867848	0.00405079646600176	0.00413927200152303	0.00382430778597576	0.00327885448725147
"Metabolism|Amino acid metabolism|Arginine biosynthesis"	0.00390847125657725	0.00405545332579782	0.00369338546265657	0.00387832690626458	0.00391902792417003	0.00395321398132011	0.00368239357513483	0.00361685271460275
"Genetic Information Processing|Folding, sorting and degradation|Protein export"	0.00371954772251063	0.00394609914960181	0.00407039803865424	0.0040230409204732	0.00378980356807295	0.00376991051327162	0.00342121629548671	0.00371260450523304
"Metabolism|Metabolism of other amino acids|Selenocompound metabolism"	0.00365364882754198	0.00400236933600242	0.00394986065238643	0.00373055619185967	0.003699714394063	0.00366792361038962	0.003863451130893	0.00340898992895229
"Metabolism|Metabolism of terpenoids and polyketides|Terpenoid backbone biosynthesis"	0.0037671372274612	0.0038245622227093	0.00389662229317462	0.00398231517194637	0.00364049077620146	0.00382810603825305	0.00316326276114933	0.00314093946729833
"Metabolism|Amino acid metabolism|Histidine metabolism"	0.00406018406599279	0.00362163653215529	0.00356679321345002	0.00382363961301469	0.00363164686591238	0.0039589625426685	0.00279942177691233	0.00377833172678948
"Metabolism|Lipid metabolism|Glycerophospholipid metabolism"	0.00271083692290331	0.00361615826439284	0.00404122488794575	0.00283098122275519	0.00296908142699246	0.00268391451730373	0.00403014334805056	0.00402777108878988
"Metabolism|Metabolism of cofactors and vitamins|One carbon pool by folate"	0.00350476483197984	0.00337248939816259	0.003516769362739	0.00336116104039562	0.00304150729973922	0.00343994617714767	0.00282124842584044	0.00374051944601853
"Metabolism|Metabolism of cofactors and vitamins|Thiamine metabolism"	0.00311310543200433	0.00344403196356835	0.00342722949165458	0.00321805620914646	0.00303582223985174	0.00316031270508285	0.00272738189520868	0.00325611351386401
"Cellular Processes|Cell motility|Flagellar assembly"	0.00179429169391831	0.00384765353247432	0.0051839794141522	0.00198802795643576	0.00233906669173709	0.00174379194797452	0.00458133746537889	0.00322915929083151
"Metabolism|Amino acid metabolism|Phenylalanine metabolism"	0.00327501454908724	0.00273022736759453	0.00249891456629253	0.00326850280309599	0.00318637699274935	0.0032834517459831	0.00340300777395495	0.00228318093666721
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine biosynthesis"	0.00319301929549889	0.00301653138537359	0.00279164225748741	0.00295793803287255	0.00286472514980823	0.00312801546413044	0.00266014694477964	0.00269343105252767
"Metabolism|Lipid metabolism|Glycerolipid metabolism"	0.00276347267563482	0.00270142697279449	0.0023767517413994	0.00314705967686035	0.0034192670753834	0.00288557476598489	0.00305874165263417	0.00209283286858027
"Metabolism|Xenobiotics biodegradation and metabolism|Benzoate degradation"	0.00343993744307648	0.00217422817340089	0.00201120067909483	0.00333660092399285	0.00291257967690194	0.0034594841199355	0.00293931261495534	0.00147033228175724
"Metabolism|Biosynthesis of other secondary metabolites|Streptomycin biosynthesis"	0.002592850816296	0.00267327662743497	0.0027472781522344	0.00218718798607375	0.00219273917964819	0.00247983919608657	0.00177223196126435	0.003567539448098
"Metabolism|Amino acid metabolism|Tyrosine metabolism"	0.00253758241464346	0.00240231455170023	0.00198213925670959	0.00259755494093735	0.00270402740742377	0.00246369037656046	0.00318898002970843	0.00184432826588654
"Genetic Information Processing|Replication and repair|Base excision repair"	0.00238288342686427	0.00249163464955512	0.00258589517846171	0.00248577117472209	0.00237959392597399	0.00238410863086875	0.00231163921049654	0.00222011354573719
"Metabolism|Global and overview maps|Degradation of aromatic compounds"	0.00259811656876524	0.00209084579109474	0.00179086384793743	0.00255854280961448	0.0027746306603557	0.00255911022487161	0.00324096179427003	0.00156462949643309
"Metabolism|Metabolism of cofactors and vitamins|Riboflavin metabolism"	0.00239846560551276	0.00210697244070877	0.00218078693806599	0.00243175568841655	0.00222297639062247	0.00239040527613932	0.00260641934204113	0.00231821318864297
"Metabolism|Glycan biosynthesis and metabolism|Other glycan degradation"	0.00244498276868634	0.00147578625348773	0.00159927444708183	0.00128459435659328	0.00118446774549654	0.00216849368979941	0.00104171900521129	0.00724672697188665
"Genetic Information Processing|Replication and repair|Nucleotide excision repair"	0.00228757203020372	0.0025642751290472	0.00240903748748406	0.00230515168879936	0.00217732166877508	0.00225751487976203	0.00202528763325143	0.00215317116855051
"Metabolism|Metabolism of other amino acids|beta-Alanine metabolism"	0.00216909062068074	0.00194491205600486	0.0018334950010452	0.00275214556945654	0.00271506293065705	0.00238320593953512	0.00282816218987332	0.00145979406598286
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - other enzymes"	0.00214421031716959	0.00218986609202201	0.00217241724728569	0.00223713428993588	0.00220458543128117	0.0021695878671447	0.00234352992952466	0.00228504893557525
"Genetic Information Processing|Folding, sorting and degradation|Sulfur relay system"	0.00146251241007148	0.00264340688697331	0.00319791831832838	0.00199726867434618	0.00206075342850073	0.0015741873931822	0.00237108116323125	0.00235376475386133
"Metabolism|Lipid metabolism|Sphingolipid metabolism"	0.00205175660318688	0.00147739488527078	0.00152947470359198	0.00128019656074419	0.00120666311766511	0.00192290641070526	0.00108556828195598	0.00595771611428289
"Metabolism|Carbohydrate metabolism|C5-Branched dibasic acid metabolism"	0.00221803503824316	0.00200606717653456	0.00189751963364638	0.00207477767030485	0.00201807745352574	0.00219189986897795	0.00194230502429783	0.001824712810512
"Metabolism|Metabolism of other amino acids|Glutathione metabolism"	0.00134168330925491	0.00229022153460048	0.00262362157260089	0.00180465781243299	0.00180124323863643	0.00148552777737779	0.00254984844236702	0.00208872822401322
"Metabolism|Amino acid metabolism|Lysine degradation"	0.00193403278636328	0.00150899227193794	0.00153717657258258	0.00214854907672382	0.00211870112856192	0.00200405637109861	0.00302979999164853	0.00107996332367863
"Human Diseases|Drug resistance: Antimicrobial|Vancomycin resistance"	0.00201855832756266	0.00191794846029856	0.0018433117501239	0.002038763951814	0.00210496665586447	0.00198096498934986	0.00154380740377112	0.00165587063042248
"Metabolism|Energy metabolism|Photosynthesis"	0.00179378055259478	0.00203176374676941	0.00200134446961043	0.00187965446123566	0.00174415016783741	0.00176726451029745	0.00151139482331403	0.00173648222925592
"Metabolism|Biosynthesis of other secondary metabolites|Prodigiosin biosynthesis"	0.00149161932877155	0.00186094199475467	0.00212857595291875	0.00155535111426873	0.00157863183176079	0.00156483921329419	0.00174301990021998	0.00223243539614048
"Human Diseases|Infectious diseases: Bacterial|Pertussis"	0.00189150776442262	0.00109690917218921	0.00129252169890886	0.00124056115181515	0.00123624550132623	0.00175458642449541	0.00262967883191684	0.00288932746747692
"Metabolism|Biosynthesis of other secondary metabolites|Monobactam biosynthesis"	0.00157656736568462	0.00175740233267408	0.00182421311098981	0.00161050838455747	0.00155887776507861	0.00163065954405856	0.00180033783866599	0.00202221806076814
"Metabolism|Metabolism of cofactors and vitamins|Ubiquinone and other terpenoid-quinone biosynthesis"	0.000702482354213397	0.00182535134242389	0.00234476054117033	0.00146422480289075	0.00154772074976582	0.000938916724985424	0.00255388986454049	0.0019170184634522
"Metabolism|Lipid metabolism|Biosynthesis of unsaturated fatty acids"	0.00134744631686232	0.00168610684668139	0.00187571277643959	0.00136379287213869	0.00142864615794535	0.0013826777940939	0.00176294973295737	0.00190978936059249
"Metabolism|Carbohydrate metabolism|Ascorbate and aldarate metabolism"	0.00169897690761117	0.00124004630435202	0.00125420683822826	0.001364383512808	0.00161748087122925	0.00164115853099074	0.00274119796939755	0.00106036906414178
"Metabolism|Metabolism of other amino acids|Cyanoamino acid metabolism"	0.00169779888507737	0.00137236187783799	0.00120841865106124	0.00114861451476204	0.00114672887375186	0.00155835456538533	0.00102328510027153	0.0029518915401632
"Metabolism|Metabolism of cofactors and vitamins|Vitamin B6 metabolism"	0.00125589967097094	0.00165554704422089	0.00170474548661303	0.00147606851977592	0.00138009201673133	0.00133397655163309	0.00149976746302505	0.00164092799377737
"Metabolism|Amino acid metabolism|Tryptophan metabolism"	0.00156111255952545	0.00110413984537173	0.00103451173959966	0.00155360859735098	0.00150050261653577	0.0015343166017982	0.00194530271489314	0.00097429554236225
"Metabolism|Biosynthesis of other secondary metabolites|Novobiocin biosynthesis"	0.00129278909122198	0.00153390251744007	0.00141272384820034	0.00157199748260606	0.00146668173700867	0.00135733177403514	0.00108355221532645	0.00123008301289532
"Metabolism|Xenobiotics biodegradation and metabolism|Chloroalkane and chloroalkene degradation"	0.00132679878272093	0.00143659423106695	0.00132360456785565	0.00128312710614942	0.00143602379920089	0.00124952544803744	0.00148908293518469	0.00113062677397832
"Cellular Processes|Cell growth and death|Necroptosis"	0.0011713799897819	0.00145792758571516	0.00158871347797389	0.00125683391092079	0.0011897988192125	0.00118946711449026	0.00113384567110966	0.00143789341504317
"Metabolism|Metabolism of terpenoids and polyketides|Polyketide sugar unit biosynthesis"	0.00131268230865378	0.00138388115514217	0.00150892865286458	0.00109862375384436	0.000939435244855706	0.00128450677747677	0.000930048760829398	0.0018885784896921
"Human Diseases|Drug resistance: Antineoplastic|Antifolate resistance"	0.00126881568531698	0.00132069638291318	0.00132943014002884	0.00125977077818886	0.00114078080536283	0.00125168454239153	0.00101225508214452	0.00124460410925675
"Metabolism|Carbohydrate metabolism|Inositol phosphate metabolism"	0.00135874692057864	0.00121013265611885	0.00120746674525718	0.00100704625047539	0.00119869056065343	0.00125071676173793	0.00117602030898878	0.00141905465163085
"Metabolism|Metabolism of other amino acids|Taurine and hypotaurine metabolism"	0.00123628090459929	0.00126707927453946	0.00122014897358699	0.00121554762849253	0.00118595193424253	0.00121423031641786	0.00133397040078694	0.00108775538312049
"Human Diseases|Cardiovascular diseases|Fluid shear stress and atherosclerosis"	0.0010320087164717	0.00116693892414435	0.00135401695117901	0.00102280536543935	0.0009299712644378	0.0010633658128564	0.00106055950895752	0.00197413770792966
"Metabolism|Biosynthesis of other secondary metabolites|Tropane, piperidine and pyridine alkaloid biosynthesis"	0.00116657216720179	0.00129277087719537	0.00118739228351428	0.00131672863562429	0.00125103753038144	0.00118165888421692	0.00111085840126233	0.00103246811252321
"Cellular Processes|Transport and catabolism|Peroxisome"	0.00124706149841968	0.00114404541077531	0.00108348745208673	0.00101073192835178	0.000953130199234315	0.00118582758644405	0.00120707963395974	0.00149956649593502
"Genetic Information Processing|Transcription|RNA polymerase"	0.00119339165944929	0.0011922883885957	0.00110305721980458	0.00125913116423191	0.00118440774071123	0.00119711102906439	0.000976954918680963	0.000821957668033757
"Organismal Systems|Endocrine system|Glucagon signaling pathway"	0.000911071036650184	0.00125549905429786	0.00116224064824196	0.00117218875179705	0.00113929880998221	0.000986722242859404	0.000929560156179321	0.00107416108719681
"Human Diseases|Infectious diseases: Bacterial|Legionellosis"	0.00100538337341997	0.00126798968006314	0.00121939239240682	0.00108464842485934	0.0010292453578779	0.00101596695394484	0.000949990968025422	0.000929681462077919
"Cellular Processes|Transport and catabolism|Lysosome"	0.00107504601630378	0.000623478708729122	0.000746338196339493	0.000520641647386573	0.00039825740850532	0.000910530217579131	0.000386888673797689	0.00363822200307364
"Organismal Systems|Endocrine system|PPAR signaling pathway"	0.00117827909393929	0.00102830546510124	0.000963048352318215	0.00109269298802403	0.000950612634390057	0.00116942189301142	0.000859326466984015	0.00102736109040355
"Metabolism|Metabolism of other amino acids|D-Glutamine and D-glutamate metabolism"	0.00110749397326311	0.00103906546688316	0.00105278925438996	0.00108341175343318	0.000985455787339663	0.00109869110053707	0.0009410351077436	0.000959020496707987
"Human Diseases|Drug resistance: Antineoplastic|Platinum drug resistance"	0.000755285921194063	0.00130497923823751	0.00154310472169897	0.000943982854024345	0.000889631943111035	0.000797048879174119	0.000939225340746809	0.00101297171627709
"Human Diseases|Cancers: Overview|Central carbon metabolism in cancer"	0.000894364772300044	0.0010262167703241	0.000985562791449601	0.00103624719908618	0.00100483194730591	0.000959755060823426	0.000951046347958915	0.00131837051582077
"Organismal Systems|Aging|Longevity regulating pathway - worm"	0.000827522044611617	0.00117990345576312	0.00127260231166328	0.000925245166178376	0.000889070601752393	0.000824912283421702	0.00107040373264887	0.00114920398791934
"Environmental Information Processing|Signal transduction|MAPK signaling pathway - plant"	0.00081973444521937	0.0011958547075947	0.00135771235763878	0.00097246487510624	0.000904611268398522	0.00085744201466687	0.000788005782546738	0.00107846995750416
"Metabolism|Xenobiotics biodegradation and metabolism|Aminobenzoate degradation"	0.00103226480861755	0.000872797065332002	0.000750159315210893	0.00109313475732655	0.00111523924859618	0.00103435180061455	0.00125280021845727	0.000460407837516095
"Organismal Systems|Immune system|NOD-like receptor signaling pathway"	0.000865076661278163	0.000871364848233925	0.00104115779353215	0.000811155300621861	0.000700945386532026	0.000883214996778691	0.000664273649018151	0.00168255518817553
"Human Diseases|Infectious diseases: Bacterial|Tuberculosis"	0.000751744348901749	0.00109424955459051	0.0012210093570799	0.0008866131450169	0.00080714744203698	0.000781569564014188	0.0008691268117415	0.00107060011609902
"Human Diseases|Infectious diseases: Bacterial|Salmonella infection"	0.000925581070749649	0.000842209982817116	0.00106100528916261	0.000769225988637563	0.000686925543681031	0.000883625139114506	0.00107867236288209	0.0011834473652233
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of siderophore group nonribosomal peptides"	0.000653577749955643	0.000738663136308451	0.000939733038507192	0.000597542096209625	0.00079997225401814	0.000848561203963278	0.00213705425587515	0.000565512414173541
"Metabolism|Xenobiotics biodegradation and metabolism|Nitrotoluene degradation"	0.000638012439311805	0.000984407213619931	0.0011299001290716	0.000844168666283968	0.000944321809996907	0.000659583121607284	0.00110649542530438	0.000818048828025382
"Metabolism|Biosynthesis of other secondary metabolites|Phenylpropanoid biosynthesis"	0.000985278005562705	0.000744547742797794	0.000562049622713032	0.000505061764487661	0.000589420997973076	0.000886228313813753	0.000590727811373069	0.00222367866663757
"Metabolism|Glycan biosynthesis and metabolism|Glycosaminoglycan degradation"	0.000865432834912548	0.000586156003876241	0.000690183693214734	0.000587641315779071	0.000463211589737977	0.000794520746290259	0.000448081755297313	0.00248439290469631
"Metabolism|Glycan biosynthesis and metabolism|Glycosphingolipid biosynthesis - globo and isoglobo series"	0.000774493744730357	0.000647599562620428	0.000613874186679546	0.00061755389962416	0.000598054052304469	0.000743212845756806	0.000396827034767683	0.00195767514898761
"Metabolism|Xenobiotics biodegradation and metabolism|Naphthalene degradation"	0.00093029887046706	0.000704912280787668	0.000511929086864116	0.000759973002507914	0.000881883108558987	0.000834317789683269	0.000963671428898729	0.000565296679496965
"Metabolism|Biosynthesis of other secondary metabolites|Isoquinoline alkaloid biosynthesis"	0.000730363935726921	0.00089345394628347	0.000759880338100361	0.000866822673853408	0.00079860163036978	0.000760727346702977	0.000589219462201314	0.000636149504401444
