"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"Cellular Processes|Transport and catabolism"	0.00177490518126627	0.00199513546659428	0.00333165050997444	0.00309701374304484	0.00427081854028315	0.00389466306219453	0.00435836985501861	0.00116701904385255
"Human Diseases|Cancers: Overview"	0.0025057352331335	0.00249445358559228	0.00306743056040622	0.00254145780593616	0.00301010298796982	0.00269933178542576	0.00307349312149436	0.00228159472439567
"Human Diseases|Drug resistance: Antineoplastic"	0.00193770703857963	0.00214901914742269	0.00263785361582404	0.00198332731278478	0.00239025769619207	0.00190869823299132	0.00232885740713792	0.00203094014749795
"Organismal Systems|Immune system"	0.0016072109731189	0.00165207258878884	0.00189771313295382	0.00187852555823597	0.00229144490037807	0.00215781622142139	0.00223177949245362	0.00146611937643341
"Organismal Systems|Aging"	0.00153084396460594	0.00157859313085264	0.00227516582155872	0.00164090563449851	0.00227770881066473	0.00188668593442534	0.00230474057697595	0.00134585671413529
"Human Diseases|Endocrine and metabolic diseases"	0.00138127377387869	0.00153265295808627	0.00204674893522263	0.00152637733106136	0.00192455490533454	0.00154992336930312	0.0019065222999946	0.00149332896465105
"Organismal Systems|Environmental adaptation"	0.00103706472555968	0.00107091994044318	0.00191733012842362	0.00128069536042392	0.00187608143944756	0.00147042608632035	0.00186912906070277	0.000863910745127888
"Human Diseases|Cardiovascular diseases"	0.000989978357195614	0.00110506889006042	0.00172269312826298	0.00134297919416592	0.00188387948230912	0.00158572215825782	0.00187344794847262	0.000842001526699927
"Organismal Systems|Nervous system"	0.000825669234832108	0.000867437187463511	0.00134429816884892	0.00108397912278491	0.00136978872788782	0.00127645393827229	0.00140837233662185	0.0006585675157935
"Genetic Information Processing|Transcription"	0.00124862446584332	0.00128655097124313	0.000965866929479332	0.00112109688319724	0.000871310110331757	0.000994662251534301	0.000857890949346861	0.00139262248348152
"Human Diseases|Neurodegenerative diseases"	0.000557364346865369	0.000703226712014681	0.0018202405220911	0.000593552707452145	0.00159841991829612	0.000680318779036542	0.00156397520483053	0.000381480885035476
"Human Diseases|Cancers: Specific types"	0.000530094715723061	0.0005493191654995	0.00093593973687758	0.000584662642954438	0.000839573759749526	0.000583039147023541	0.000865881013783502	0.000506906135428765
"Organismal Systems|Digestive system"	0.000387996658515123	0.000416164857216314	0.001041899200509	0.000528496742707528	0.000805936299398749	0.000647317460967562	0.000892700843108585	0.000341296344624292
"Human Diseases|Infectious diseases: Viral"	0.00028943943351517	0.000385804184851893	0.000886415156894046	0.00034182406372614	0.000748444702623691	0.000358591494152325	0.000720700226411383	0.00028989069319671
"Human Diseases|Infectious diseases: Parasitic"	0.000119900781382415	0.000146780090623032	0.00049074115478696	0.000158573378660377	0.000428243426111919	0.000195750509669424	0.000446163936470954	4.906229880687e-05
"Human Diseases|Immune diseases"	0.000225306987619778	0.000222233895761385	0.000304468543022731	0.000208123935892998	0.000298367235179157	0.000247110015078555	0.000311096983135807	0.000163218267501379
"Organismal Systems|Excretory system"	0.000131356945549914	0.000133018718370274	0.000217018022706359	0.000213774944297342	0.00015697152976919	0.000208098684229636	0.000193051078359946	0.000104642006149566
"Human Diseases|Substance dependence"	4.34677121675857e-05	8.76370115706721e-05	0.000422297078757249	6.13436536009311e-05	0.000282904155896459	7.35897451132751e-05	0.000292532983128839	3.0925149011882e-05
"Organismal Systems|Circulatory system"	1.95430213492089e-05	6.91481378080372e-05	0.000395858044788163	4.25985963117274e-05	0.000272435246146976	5.13992241315624e-05	0.000277249756821261	1.43199421747723e-05
"Environmental Information Processing|Signaling molecules and interaction"	2.23363587166582e-05	3.61364462882701e-05	0.000124717370732637	3.84083134428796e-05	0.000101471938403284	4.95470958082324e-05	9.59731033676731e-05	1.53751044187579e-05
"Metabolism|Chemical structure transformation maps"	6.70046446258591e-06	2.30318707853868e-05	0.000105127275354741	1.41027594080502e-05	8.52761280182034e-05	1.68193137657213e-05	7.99787770444157e-05	4.63780614216935e-06
"Organismal Systems|Development"	4.3572960865328e-06	5.87297883758468e-06	2.20526727274757e-05	1.63842288847343e-05	2.00460776251061e-05	2.92950648472946e-05	1.86577846582262e-05	1.82812993434718e-06
