index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
23,NR_041508.1,1,1461,5,1444,98.8364,4.52635,32.1,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,4.526351813826146,0.8929846273231172,0.19728573121413495,0.15
24,NR_041590.1,1,1342,364,1311,97.69,342.475,38.5,7.42,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,342.4746646795827,73.91051403865316,0.2158130853498416,11.02
25,NR_041666.1,1,1521,1,963,63.3136,0.633136,27.8,1.0,742743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,0.6331360946745562,0.4821074492789597,0.7614594292349924,0.03
26,NR_041953.1,1,1492,1,1439,96.4477,0.964477,40.4,39.0,95300,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas vancouverensis,0.9644772117962467,0.18515911591395368,0.19197873588854683,0.03
27,NR_042058.1,1,1569,1,1498,95.4748,0.954748,43.1,60.0,1255,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,0.9547482472912683,0.20792206515204648,0.21777684928141586,0.03
28,NR_042093.1,1,1546,1,1468,94.9547,0.949547,38.0,53.0,2749,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium gallinarum,0.9495472186287193,0.21894818150237622,0.2305816679854725,0.03
29,NR_042152.1,1,1456,1,1406,96.5659,0.965659,30.9,1.0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.9656593406593407,0.18216522659966672,0.18864336410321106,0.03
30,NR_043142.1,1,1465,1,1428,97.4744,0.974744,35.0,12.0,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9747440273037543,0.15695516616958377,0.16102193167957998,0.03
31,NR_043224.1,1,1455,2,1434,98.5567,1.75739,27.8,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,1.7573883161512027,0.46126290038835016,0.26247067659955003,0.06
32,NR_043231.1,1,1396,368,1385,99.212,356.64,38.2,2.54,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,356.6404011461318,50.63355936845891,0.14197370574320334,11.14
33,NR_043657.1,1,1553,8,1477,95.1062,5.52672,35.9,1.0,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,5.526722472633613,3.3101239793434947,0.598930739825288,0.24
34,NR_043681.1,1,1420,5,1420,100.0,4.91972,37.7,48.2,358743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,4.919718309859155,0.27949401493797277,0.05681097927453784,0.15
35,NR_043793.1,1,1481,1,1478,99.7974,0.997974,41.4,1.0,160453,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,0.9979743416610398,0.04497689365470266,0.045068186402310306,0.03
36,NR_043810.1,1,1428,1,1378,96.4986,0.964986,39.7,59.0,376733,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus halophilus,0.9649859943977591,0.18387958743935154,0.19055156085877648,0.03
37,NR_044270.1,1,1454,1,1433,98.5557,0.985557,38.3,1.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa,0.9855570839064649,0.11934871080511766,0.12109771494113125,0.03
38,NR_044473.1,1,1399,54,1398,99.9285,51.9721,35.3,4.24,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,51.97212294496069,4.444854670687102,0.08552382351966407,1.63
39,NR_044644.2,1,1469,1,1437,97.8216,0.978216,41.9,1.0,39484,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Agathobaculum,Agathobaculum desmolans,0.9782164737916951,0.14602575069031185,0.1492775419374169,0.03
40,NR_044657.2,1,1470,1,1385,94.2177,0.942177,32.5,60.0,2153,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,0.9421768707482994,0.23348811782724946,0.24781771350617812,0.03
41,NR_044972.1,1,1506,1,1408,93.4927,0.934927,30.0,31.0,44749,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Sporobacter,Sporobacter termitidis,0.9349269588313412,0.2467366303593988,0.26391006059748195,0.03
42,NR_074515.1,1,1510,1,1441,95.4305,0.954305,32.4,24.0,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0.9543046357615894,0.20889278606170533,0.21889528588006596,0.03
43,NR_074535.1,1,1512,2,1437,95.0397,1.89616,40.8,3.0,28118,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,1.8961640211640212,0.43862017515851864,0.2313197435785421,0.06
44,NR_074809.1,1,1535,1,1444,94.0717,0.940717,37.7,1.0,585394,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia hominis,0.9407166123778502,0.23623129083205202,0.2511184428166204,0.03
45,NR_075022.1,1,1563,8,1502,96.0972,7.47281,36.7,0.125,768486,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,7.472808701215611,1.711524986192764,0.22903369464206252,0.24
46,NR_102980.1,1,1552,18,1495,96.3273,16.2964,28.3,2.06,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,16.29639175257732,3.648273996736536,0.22387004756188136,0.54
47,NR_104559.2,1,1553,1,1481,95.3638,0.953638,38.5,1.0,1353,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum,0.9536381197681906,0.21033531253830434,0.22056093205400853,0.03
48,NR_104568.1,1,1473,2,1473,100.0,1.99457,42.3,60.0,1249,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides,1.9945689069925323,0.07352051277618007,0.03686035238914678,0.06
49,NR_104741.1,1,1497,1,1421,94.9232,0.949232,38.2,24.0,39493,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tarantellae,0.9492317969271877,0.2195973718564216,0.23134219962636393,0.03
50,NR_104803.1,1,1521,3,1451,95.3978,2.82774,38.1,1.0,39482,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,2.8277449046679815,0.647296587141988,0.22890911626202368,0.09
51,NR_104823.1,1,1504,2,1464,97.3404,1.88032,39.0,0.0,35703,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,1.8803191489361701,0.39831435143684274,0.2118333750215741,0.06
52,NR_104932.1,1,1529,2,1462,95.6181,1.83519,29.4,16.5,182337,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae,1.8351863963374755,0.4748015374022406,0.2587211513499736,0.06
53,NR_104943.1,1,1440,1,1417,98.4028,0.984028,35.1,3.0,221276,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,[Curtobacterium] plantarum,0.9840277777777777,0.12541145316260563,0.12744706602269026,0.03
54,NR_104948.1,1,1413,2,1407,99.5754,1.98797,39.3,11.0,1056810,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Prolinoborus,Prolinoborus fasciculus,1.9879688605803256,0.14280543686202987,0.07183484595444935,0.06
55,NR_112933.1,1,1473,17,1472,99.9321,16.5791,38.9,59.9,246787,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,16.57909029192125,2.1988503636830323,0.13262792619897246,0.51
56,NR_112944.1,1,1461,1,1417,96.9884,0.969884,30.9,37.0,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,0.9698836413415469,0.17096599080820993,0.17627474422780148,0.03
57,NR_112945.1,1,1477,2,1445,97.8334,1.95328,42.1,4.5,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,1.953283683141503,0.29652067081864564,0.15180624984372257,0.06
58,NR_113075.1,1,1485,2,1437,96.7677,1.87744,33.7,0.0,28118,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,1.8774410774410775,0.4150912250709642,0.22109414247861614,0.06
59,NR_113094.1,1,1494,2,1481,99.1299,1.73025,17.3,1.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,1.7302543507362784,0.46317326467061964,0.26769085393342584,0.06
60,NR_113097.1,1,1480,15,1460,98.6486,13.4858,33.7,25.0,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,13.485810810810811,2.1884975020429644,0.1622814922102103,0.45
61,NR_113109.1,1,1476,1,1405,95.1897,0.951897,26.2,0.0,840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella loescheii,0.9518970189701897,0.2140563656909141,0.22487344893935174,0.03
63,NR_113165.1,1,1466,2,1426,97.2715,1.93042,34.9,9.5,147207,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,1.9304229195088676,0.34552540769836665,0.17898948681477228,0.06
64,NR_113188.1,1,1473,1,1392,94.501,0.94501,32.8,60.0,572010,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,0.945010183299389,0.22803780323887657,0.24130724437562154,0.03
65,NR_113231.1,1,1491,6,1452,97.3843,5.79745,39.2,21.5,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,5.797451374916164,0.9778864742528307,0.1686752352048786,0.18
66,NR_113256.1,1,1482,7,1482,100.0,6.96221,39.3,0.0,1354,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,6.96221322537112,0.1942522160598115,0.027900928881628283,0.21
67,NR_113271.1,1,1490,1,1442,96.7785,0.967785,36.6,1.0,742725,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,0.9677852348993289,0.17662930732551527,0.18250878496187084,0.03
68,NR_113274.1,1,1478,1,1426,96.4817,0.964817,40.7,0.0,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.9648173207036536,0.1843036643009013,0.19102441503277148,0.03
69,NR_113305.1,1,1174,1,875,74.5315,0.745315,43.4,0.0,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.7453151618398637,0.4358695861783194,0.5848124504838251,0.03
70,NR_113325.1,1,1477,1,1382,93.568,0.93568,44.2,0.0,1559,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tertium,0.9356804333107651,0.24540442971206805,0.26227376460544466,0.03
71,NR_113350.1,1,1475,1,1462,99.1186,0.991186,29.1,0.0,1288,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,0.9911864406779661,0.09349763175087061,0.09432900604140503,0.03
72,NR_113357.1,1,1465,37,1461,99.727,34.4334,29.6,10.2,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,34.43344709897611,5.107569725962344,0.14833164136256982,1.12
73,NR_113393.1,1,1528,2,1479,96.7932,1.92343,42.0,6.5,2741,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger,1.9234293193717278,0.3673309726418559,0.1909771099682735,0.06
74,NR_113410.1,1,1390,4,1380,99.2806,3.92158,38.9,16.5,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3.92158273381295,0.4330251864322369,0.11042102534228752,0.12
75,NR_113574.1,1,1485,6,1482,99.798,5.96296,40.0,0.0,1354,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,5.962962962962963,0.312544296551031,0.0524142609122847,0.18
76,NR_113578.1,1,1462,25,1459,99.7948,24.5848,40.0,2.84,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,24.58481532147743,1.2614927926080484,0.05131186775708668,0.76
77,NR_113614.1,1,1465,2,1462,99.7952,1.98976,40.7,0.0,548,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,1.9897610921501707,0.11932877043009497,0.05997140606521068,0.06
78,NR_113899.1,1,1484,3,1481,99.7978,2.88275,39.6,0.0,1140002,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,2.8827493261455523,0.3401621749884457,0.1179992210572355,0.09
79,NR_113905.1,1,1484,2,1481,99.7978,1.9845,39.0,0.0,71451,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,1.9845013477088949,0.13897692604370956,0.07003115730012394,0.06
80,NR_113907.1,1,1484,1,1480,99.7305,0.997305,41.7,1.0,44007,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pseudoavium,0.9973045822102425,0.05186487402550046,0.05200504936070452,0.03
81,NR_113933.1,1,1483,1,1471,99.1908,0.991908,36.5,0.0,160454,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,0.9919082939986514,0.08961945160093447,0.09035054162079253,0.03
82,NR_114015.1,1,1486,1,1472,99.0579,0.990579,43.0,38.0,417368,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0.990578734858681,0.09663741211116489,0.09755651793287434,0.03
83,NR_114074.1,1,1462,2,1451,99.2476,1.85021,35.4,27.5,40216,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,1.8502051983584131,0.3774939324301192,0.2040281438864452,0.06
84,NR_114078.1,1,1469,2,1463,99.5916,1.98434,41.1,1.0,55211,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia persicina,1.9843430905377808,0.15361203094373843,0.07741203206049803,0.06
85,NR_114452.1,1,1507,1,1457,96.6821,0.966821,36.7,7.0,1354,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,0.966821499668215,0.17916190268241375,0.18531021780535178,0.03
86,NR_114453.1,1,1500,1,1467,97.8,0.978,42.6,1.0,71451,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,0.978,0.14673225129141185,0.15003297678058472,0.03
87,NR_114743.1,1,1535,4,1482,96.5472,3.80912,40.9,0.0,1354,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,3.8091205211726384,0.7544186709629553,0.19805586795418786,0.12
88,NR_114807.1,1,1456,2,1319,90.5907,1.42514,26.9,0.5,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,1.4251373626373627,0.6579359438459405,0.4616649321637057,0.06
89,NR_115211.1,1,1485,2,1452,97.7778,1.83973,38.3,0.0,253257,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,1.8397306397306397,0.42325899325896243,0.23006574121140527,0.06
90,NR_115702.1,1,1341,2,1341,100.0,1.99702,41.7,38.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,1.9970171513795676,0.05455429040078367,0.02731788776230429,0.06
91,NR_115763.1,1,1481,3,1481,100.0,2.94531,38.7,1.0,1140002,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,2.945307224848076,0.22745638906721447,0.07722671073098225,0.09
92,NR_116181.1,1,1435,1,1388,96.7247,0.967247,32.5,1.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9672473867595819,0.17805047467661098,0.18407956135514175,0.03
93,NR_116860.1,1,1455,2,1447,99.4502,1.90241,22.0,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,1.9024054982817868,0.31485633582927774,0.16550432392760084,0.06
94,NR_116936.1,1,1428,8,1425,99.7899,7.94468,38.8,32.8,604330,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parafannyhessea,Parafannyhessea umbonata,7.94467787114846,0.4207557786201829,0.05296070972848137,0.24
95,NR_117552.1,1,1452,28,1452,100.0,27.6102,40.0,28.4,882211,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas deceptionensis,27.610192837465565,0.5795558709777477,0.020990649155891487,0.85
96,NR_118574.1,1,1439,8,1430,99.3746,7.70257,35.8,19.5,1334046,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia huakuii,7.7025712300208475,0.906129830725917,0.11763991577179671,0.24
97,NR_118643.1,1,1390,7,1372,98.705,6.71799,38.0,23.3,1432052,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,6.717985611510791,0.9001441208149652,0.1339901829013495,0.21
98,NR_118730.1,1,1478,3,1451,98.1732,2.93437,40.5,4.67,1512,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,2.9343707713125844,0.4135762788172848,0.14094206596540165,0.09
99,NR_121703.1,1,1542,2,1463,94.8768,1.89235,41.1,38.0,614,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,1.8923476005188067,0.44570901138893787,0.23553231513425024,0.06
100,NR_121773.2,1,1532,5,1419,92.624,4.50587,37.9,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,4.5058746736292425,1.3888017023594041,0.308220224252442,0.15
101,NR_125570.1,1,1395,149,1366,97.9211,137.887,38.4,1.17,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,137.88673835125448,36.41217598570549,0.26407308216217745,4.51
