index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
12,NR_029356.1,1,1550,5,1461,94.2581,4.67613,37.0,2.4,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,4.676129032258064,1.1932175374997624,0.2551720727269084,0.3
13,NR_036821.1,1,1437,1,1424,99.0953,0.990953,33.1,1.0,997349,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella profusa,0.9909533750869868,0.09471550230102606,0.09558018034169553,0.06
14,NR_037086.1,1,1479,2,1432,96.8222,1.9263,36.6,0.0,1559,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tertium,1.9263015551048006,0.36319778578771406,0.1885466918848821,0.12
15,NR_040866.1,1,1425,1,1399,98.1754,0.981754,38.5,1.0,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0.9817543859649123,0.1338853642299162,0.1363735840083135,0.06
17,NR_041342.1,1,1488,14,1469,98.7231,13.4671,36.9,9.36,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,13.467069892473118,2.2093501898566825,0.16405574542176474,0.85
18,NR_041343.1,1,1492,82,1481,99.2627,77.8753,37.3,19.4,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,77.87533512064343,14.021991263329653,0.18005689788181292,5.0
19,NR_041464.1,1,1492,1,1424,95.4424,0.954424,44.1,1.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,0.9544235924932976,0.20863454435516154,0.2185974299002114,0.06
20,NR_041508.1,1,1461,6,1443,98.768,5.34976,34.2,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,5.349760438056126,1.217529616571318,0.22758582008836944,0.37
21,NR_041590.1,1,1342,101,1305,97.2429,94.5283,38.6,7.96,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,94.52831594634873,20.48291742003133,0.21668552131677438,6.16
22,NR_041666.1,1,1521,1,1358,89.2834,0.892834,19.8,1.0,742743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,0.8928336620644313,0.3094263441355104,0.3465666196098022,0.06
23,NR_041668.1,1,1484,1,770,51.8868,0.518868,37.6,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.5188679245283019,0.4998123033493385,0.9632746210005433,0.06
24,NR_042152.1,1,1456,3,1431,98.283,2.62569,23.3,0.0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,2.6256868131868134,0.6264498307976472,0.23858513043195767,0.18
25,NR_042499.1,1,1368,1,1362,99.5614,0.995614,40.8,1.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.9956140350877193,0.0661053901882681,0.06639660336090364,0.06
26,NR_043231.1,1,1396,172,1385,99.212,165.655,38.1,2.8,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,165.65544412607449,23.796979848504673,0.14365347286982996,10.49
27,NR_043657.1,1,1553,8,1488,95.8146,6.27173,20.0,5.0,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,6.271732131358661,2.338236768578434,0.3728215299386353,0.49
28,NR_043680.1,1,1395,1,1371,98.2796,0.982796,40.6,1.0,358742,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster aldenensis,0.9827956989247312,0.1300786010426245,0.13235568815059168,0.06
29,NR_043681.1,1,1420,3,1420,100.0,2.93169,39.8,26.3,358743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,2.9316901408450704,0.2578902089543915,0.08796639363805812,0.18
30,NR_044473.1,1,1399,24,1398,99.9285,22.7813,34.3,4.67,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,22.781272337383847,2.600356162361187,0.11414446585119074,1.46
31,NR_044657.2,1,1470,1,1424,96.8707,0.968707,37.3,60.0,2153,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,0.9687074829931973,0.1741663880121462,0.1797925494226509,0.06
32,NR_074376.1,1,1497,2,1447,96.66,1.92518,37.2,0.0,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,1.925183700734803,0.36893090095664316,0.1916341286370905,0.12
33,NR_074515.1,1,1510,9,1450,96.0265,8.59073,38.2,15.0,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,8.590728476821193,1.7650367336377042,0.20545833085051904,0.55
34,NR_074535.1,1,1512,8,1438,95.1058,7.5873,40.5,2.75,28118,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,7.587301587301587,1.7357677273261904,0.22877273393629707,0.49
35,NR_075022.1,1,1563,1,1422,90.9789,0.909789,42.3,0.0,768486,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,0.9097888675623801,0.2865756926357577,0.31499142587179274,0.06
36,NR_102980.1,1,1552,3,1523,98.1314,2.67848,26.5,1.0,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,2.678479381443299,0.659484789695893,0.24621611585470912,0.18
37,NR_104741.1,1,1497,30,1447,96.66,28.0134,39.4,8.43,39493,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tarantellae,28.013360053440213,6.175125450615264,0.22043501525112194,1.83
38,NR_104803.1,1,1521,3,1451,95.3978,2.84484,37.1,1.0,39482,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,2.8448389217619985,0.6383479837665632,0.22438809413194885,0.18
39,NR_112835.1,1,1485,2,1445,97.3064,1.93872,38.5,18.0,574930,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii,1.9387205387205386,0.33387334080130265,0.172213237613732,0.12
41,NR_112901.1,1,1469,2,1432,97.4813,1.85568,28.4,0.5,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,1.8556841388699796,0.4171110561155288,0.22477481343863234,0.12
42,NR_112933.1,1,1473,1,1172,79.5655,0.795655,23.3,36.0,246787,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,0.7956551255940258,0.4033590218974418,0.506952081275539,0.06
43,NR_112940.1,1,1459,1,1444,98.9719,0.989719,38.9,45.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9897189856065799,0.10090735399663729,0.10195556058247493,0.06
44,NR_112944.1,1,1461,2,1451,99.3155,1.97331,36.7,46.5,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,1.9733059548254621,0.19924331555483332,0.10096929726868244,0.12
45,NR_112945.1,1,1477,12,1468,99.3907,11.478,37.4,7.83,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,11.477995937711578,1.6675881330698243,0.14528565283690972,0.73
46,NR_112946.1,1,1489,1,1339,89.9261,0.899261,15.7,4.0,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0.8992612491605104,0.3010836023446941,0.33481216123319607,0.06
47,NR_112947.1,1,1465,1,1448,98.8396,0.988396,42.0,54.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.9883959044368601,0.10713204397659407,0.10838980968626402,0.06
48,NR_113021.1,1,1476,6,1437,97.3577,5.58198,36.6,40.0,29363,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,5.581978319783198,1.078945066478735,0.19329080205396443,0.37
49,NR_113073.1,1,1481,1,1363,92.0324,0.920324,34.2,0.0,487174,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9203241053342336,0.27088224781637826,0.29433353559505226,0.06
50,NR_113094.1,1,1494,1,1439,96.3186,0.963186,28.5,1.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0.963186077643909,0.18836774515526652,0.19556734625571104,0.06
51,NR_113097.1,1,1480,74,1479,99.9324,70.3608,36.6,30.2,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,70.3608108108108,11.684647412025678,0.1660675492134942,4.51
52,NR_113108.1,1,1490,1,1415,94.9664,0.949664,30.5,0.0,840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella loescheii,0.9496644295302014,0.2187098630006989,0.23030225856610695,0.06
53,NR_113115.1,1,1280,1,1096,85.625,0.85625,12.8,1.0,997352,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,0.85625,0.35097318070346056,0.40989568549309263,0.06
54,NR_113208.1,1,1489,1,1211,81.3298,0.813298,12.2,1.0,871327,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chinchillae,0.8132975151108126,0.3898034288876698,0.4792876181781505,0.06
55,NR_113231.1,1,1491,5,1452,97.3843,4.75654,35.1,18.4,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,4.7565392354124745,0.8578980643968087,0.1803618181071125,0.3
56,NR_113271.1,1,1490,2,1451,97.3826,1.90134,28.8,1.0,742725,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,1.9013422818791947,0.37598968613614026,0.19774960548635684,0.12
57,NR_113273.1,1,1469,1,1246,84.8196,0.848196,40.5,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,0.8481960517358748,0.3589529501106237,0.4231957333166182,0.06
58,NR_113274.1,1,1478,1,1416,95.8051,0.958051,34.9,0.0,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.9580514208389715,0.2005395364555289,0.20932022237377948,0.06
59,NR_113325.1,1,1477,4,1437,97.2918,3.82532,39.4,0.25,1559,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tertium,3.825321597833446,0.7008188069417792,0.1832051996200014,0.24
60,NR_113357.1,1,1465,21,1442,98.43,18.9297,26.3,12.1,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,18.929692832764506,3.22619046119764,0.17043015381705404,1.28
61,NR_113384.1,1,1469,2,1430,97.3451,1.93941,42.6,50.0,856,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,1.9394145677331518,0.33179379586672125,0.17107935631035925,0.12
62,NR_113410.1,1,1390,9,1378,99.1367,8.84964,40.2,2.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,8.849640287769784,0.9454429446109776,0.10683405357363294,0.55
63,NR_113932.1,1,1483,1,1475,99.4606,0.994606,39.0,3.0,160453,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,0.9946055293324343,0.07327339702542846,0.07367081206014264,0.06
64,NR_114807.1,1,1456,1,1121,76.9918,0.769918,41.8,0.0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.7699175824175825,0.4210299840845142,0.5468507197386732,0.06
65,NR_115211.1,1,1485,1,1381,92.9966,0.929966,16.4,1.0,253257,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,0.92996632996633,0.255289722729555,0.2745150168380805,0.06
66,NR_115702.1,1,1341,16,1341,100.0,15.6629,35.6,26.2,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,15.662938105891126,0.8184659950005441,0.052254946643293165,0.98
67,NR_116181.1,1,1435,1,1407,98.0488,0.980488,39.2,9.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9804878048780488,0.1383647740393807,0.14111830188096042,0.06
68,NR_116860.1,1,1455,3,1447,99.4502,2.94021,33.6,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,2.9402061855670105,0.33358329042923734,0.1134557474461291,0.18
69,NR_116936.1,1,1428,5,1426,99.8599,4.88515,36.0,27.4,604330,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parafannyhessea,Parafannyhessea umbonata,4.88515406162465,0.3754607224517955,0.07685749880463932,0.3
70,NR_117792.1,1,1377,1,1149,83.4423,0.834423,12.5,1.0,796942,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum,0.8344226579520697,0.3718358426844416,0.4456205007628164,0.06
71,NR_117867.1,1,1372,1,1258,91.691,0.91691,27.8,1.0,871664,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia stercoris,0.9169096209912536,0.2761194267893446,0.30114137802462704,0.06
72,NR_118643.1,1,1390,13,1379,99.2086,12.4489,36.0,31.0,1432052,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,12.448920863309352,1.7724947095923114,0.1423813942633676,0.79
73,NR_118766.2,1,1481,1,1421,95.9487,0.959487,30.7,1.0,215,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,0.9594868332207968,0.1972260501564197,0.20555368070489624,0.06
74,NR_119068.1,1,1470,1,1388,94.4218,0.944218,31.1,1.0,36832,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora aerotolerans,0.9442176870748299,0.22957896517896703,0.24314198761749392,0.06
75,NR_121773.2,1,1532,12,1465,95.6266,10.6671,33.9,1.5,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,10.667101827676241,3.2755274835218393,0.3070681743211025,0.73
76,NR_125570.1,1,1395,212,1364,97.7778,195.158,38.4,1.26,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,195.1584229390681,52.90150825546798,0.27106956214738814,12.93
77,NR_125571.1,1,1436,6,1433,99.7911,5.55501,30.6,8.5,796944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,5.555013927576602,0.8749928420698555,0.15751406809731885,0.37
78,NR_133027.1,1,1519,229,1519,100.0,219.348,38.5,5.79,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,219.34825543120473,34.47435866056454,0.1571672343269532,13.96
79,NR_133762.1,1,1409,1,1406,99.7871,0.997871,43.4,60.0,1096246,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella effluvii,0.9978708303761533,0.04611014243283643,0.04620852822750109,0.06
80,NR_134080.1,1,1566,8,1490,95.1469,7.30268,25.8,4.75,879612,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,7.302681992337165,1.8060120994277282,0.24730805768658817,0.49
81,NR_135720.1,1,1439,2,1428,99.2356,1.95066,40.1,60.0,1155073,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus diestrammenae,1.9506601806810284,0.24947353862308624,0.12789184968956932,0.12
82,NR_135861.1,1,1487,2,1419,95.427,1.87357,36.6,15.5,1591088,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter himalayensis,1.8735709482178884,0.44948852214229024,0.23991006189001635,0.12
83,NR_144607.1,1,1378,1,1273,92.3803,0.923803,21.9,1.0,1796615,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia caecimuris,0.9238026124818578,0.2654099941676334,0.28730162762215145,0.06
84,NR_144696.1,1,1478,3,1429,96.6847,2.76725,37.1,0.333,1414720,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saudiense,2.767253044654939,0.6233631496634694,0.22526423843584542,0.18
85,NR_144737.1,1,1480,3,1430,96.6216,2.83446,33.1,3.0,1776384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Emergencia,Emergencia timonensis,2.8344594594594597,0.6000014466782015,0.21168108249910328,0.18
86,NR_144746.1,1,1494,12,1471,98.4605,11.1218,32.8,32.6,1841864,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Marseilla,Marseilla massiliensis,11.12182061579652,2.1816117369689776,0.196155990312449,0.73
87,NR_144750.1,1,1493,14,1464,98.0576,13.2847,36.7,51.1,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,13.284661754855994,2.689471423469361,0.2024493715458181,0.85
88,NR_145844.1,1,1489,5,1443,96.9107,4.80994,41.0,17.4,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,4.809939556749496,0.8969830311505983,0.18648530206412187,0.3
89,NR_147368.1,1,1492,2,1418,95.0402,1.64678,22.5,4.5,1871023,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella,Millionella massiliensis,1.6467828418230563,0.5725995633836003,0.34770799697530796,0.12
90,NR_147381.1,1,1497,4,1456,97.2612,3.87776,41.2,60.0,1852381,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,3.8777555110220443,0.6615031388829746,0.1705891815517335,0.24
91,NR_147396.1,1,1453,6,1448,99.6559,5.8596,38.0,11.8,1917870,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium pacaense,5.859600825877495,0.7048428348344752,0.12028854111046423,0.37
92,NR_147399.1,1,1472,2,1421,96.5353,1.90693,35.3,6.0,1871016,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella phocaeensis,1.906929347826087,0.39218168268195996,0.20566135978191843,0.12
93,NR_147405.1,1,1511,1,1300,86.0357,0.860357,12.0,1.0,1903261,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,Mailhella massiliensis,0.8603573792190602,0.34673062145005334,0.40300766847002356,0.06
94,NR_156078.1,1,1412,1,1381,97.8045,0.978045,40.9,0.0,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,0.9780453257790368,0.1465874638206223,0.14987798618010043,0.06
95,NR_156079.1,1,1412,1,1360,96.3173,0.963173,40.4,0.0,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,0.9631728045325779,0.1884040658181038,0.1956077506876195,0.06
96,NR_159117.1,1,1417,1,1388,97.9534,0.979534,30.5,38.0,1912896,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,0.9795342272406493,0.1416371502733505,0.1445964279087447,0.06
97,NR_165727.1,1,1535,1,1397,91.0098,0.910098,16.3,17.0,2358141,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Anaerotignum faecicola,0.9100977198697069,0.2861349292655048,0.3144002265014673,0.06
98,NR_170508.1,1,1542,7,1429,92.6719,6.2808,38.2,10.3,2518971,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,6.280804150453956,1.9943807827465805,0.31753589746982214,0.43
99,NR_170509.1,1,1538,37,1493,97.0741,33.7295,37.8,13.9,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,33.7295188556567,9.188316810280616,0.27241173672240704,2.26
