index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
10,NR_025416.1,1,1533,3,1407,91.7808,2.74103,39.6,0.667,112901,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Sporomusa malonica,2.741030658838878,0.8287385312853311,0.3023455898287512,0.01
11,NR_025450.1,1,1531,1,1439,93.9909,0.939909,29.3,1.0,157592,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sterolibacterium,Sterolibacterium denitrificans,0.9399085564990203,0.23773383699746203,0.2529329426289884,0.0
12,NR_025513.1,1,1442,1,1405,97.4341,0.974341,39.7,0.0,178901,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter malorum,0.9743411927877947,0.15817010522904393,0.16233543896105435,0.0
13,NR_025567.1,1,1498,7,1472,98.2644,6.27303,25.1,6.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.273030707610147,1.3684415313930354,0.2181467930218971,0.03
14,NR_025651.1,1,1497,1,821,54.843,0.54843,34.9,1.0,160404,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Anaerotignum lactatifermentans,0.5484301937207748,0.49781528783170154,0.9077094834154169,0.0
15,NR_025670.1,1,1483,1,1228,82.8051,0.828051,34.5,1.0,411467,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus,0.8280512474713418,0.3774631816644843,0.4558451941436728,0.0
16,NR_025694.1,1,1446,1,1295,89.5574,0.895574,19.2,1.0,218208,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,0.8955739972337483,0.30591818068716564,0.3415889492460552,0.0
17,NR_025746.1,1,1406,18,1387,98.6486,17.2582,38.7,1.06,247157,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfofabaceae,Desulfofaba,Desulfofaba fastidiosa,17.258179231863444,3.0920954139534347,0.1791669545443449,0.09
18,NR_025795.1,1,1524,1,1096,71.916,0.71916,13.9,1.0,259354,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum alkenivorans,0.7191601049868767,0.44955696067271206,0.6251138759719098,0.0
19,NR_025796.1,1,1435,2,1391,96.9338,1.87944,29.6,1.0,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.8794425087108013,0.4092238068993201,0.2177368049315997,0.01
20,NR_025919.1,1,1440,4,1422,98.75,3.7875,35.2,2.0,35791,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae,3.7875,0.5684397039368501,0.15008309014834326,0.02
21,NR_026077.1,1,1475,13,1470,99.661,12.2197,35.2,1.08,60036,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Citrifermentans,Citrifermentans pelophilum,12.219661016949152,1.974194068170136,0.16155882437588498,0.06
22,NR_026100.1,1,1499,4,1449,96.6644,3.73249,34.2,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,3.7324883255503667,0.7861143980530017,0.21061402728890966,0.02
23,NR_026151.1,1,1473,5,1366,92.7359,4.45893,30.4,1.2,36835,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,[Clostridium] colinum,4.4589273591310254,1.3687518873392355,0.30696886876533097,0.02
24,NR_026154.1,1,1494,4,1370,91.7001,3.3929,25.9,1.0,35816,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter acidigallici,3.392904953145917,1.1435379444853564,0.33703801322965526,0.02
25,NR_026314.1,1,1458,1,1366,93.69,0.9369,27.2,1.0,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.9368998628257887,0.2432264076270791,0.2596076883750229,0.0
26,NR_026407.1,1,1481,1,1298,87.6435,0.876435,26.7,1.0,57664,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas thiophila,0.8764348413234301,0.3291959655862066,0.37560803161261325,0.0
27,NR_026409.1,1,1495,6,1453,97.1906,5.48696,25.9,1.0,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,5.48695652173913,1.1340818612965127,0.20668686854056886,0.03
28,NR_026493.1,1,1488,2100,1486,99.8656,2025.72,38.0,10.3,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2025.719758064516,320.13946412302835,0.1580373903391786,10.33
29,NR_026494.1,1,1499,36,1461,97.465,33.4803,31.8,0.0833,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,33.48032021347565,6.3141061821954185,0.1885915708671754,0.18
30,NR_028018.1,1,1440,1,1405,97.5694,0.975694,38.2,1.0,783,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,0.9756944444444444,0.15404958804610777,0.15788712226789695,0.0
31,NR_028726.1,1,1502,7,1436,95.6059,5.97936,27.9,2.29,94868,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,5.979360852197071,1.787580253351056,0.2989584167167672,0.03
32,NR_028730.1,1,1489,78,1487,99.8657,74.4782,37.6,1.91,84981,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfofabaceae,Desulfofaba,Desulfofaba gelida,74.47817327065144,12.677543981071418,0.17021824548517867,0.38
33,NR_028757.1,1,1461,1,1305,89.3224,0.893224,15.5,1.0,109258,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum,Desulfacinum hydrothermale,0.893223819301848,0.3089342216318321,0.3458642895050626,0.0
34,NR_028896.1,1,1515,115,1513,99.868,108.619,35.4,1.47,90730,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina cetonica,108.61914191419142,20.729579961800017,0.1908464714090292,0.57
35,NR_028910.1,1,1500,1,1414,94.2667,0.942667,22.5,4.0,109325,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Pelospora,Pelospora glutarica,0.9426666666666667,0.23255596546552967,0.24670010480784618,0.0
36,NR_028991.1,1,1536,5,1411,91.862,4.41146,34.7,10.0,204936,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Sporomusa aerivorans,4.411458333333333,1.388636603941698,0.31477948991358445,0.02
38,NR_029238.1,1,1537,3,1471,95.7059,2.68835,23.0,6.0,29542,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea acetylenica,2.6883539362394275,0.7358568982129488,0.273720245051622,0.01
40,NR_029355.1,1,1435,1,995,69.338,0.69338,15.5,13.0,84026,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,unclassified Oscillospiraceae genus,[Clostridium] methylpentosum,0.6933797909407665,0.4612510336560459,0.665221339996408,0.0
41,NR_029356.1,1,1550,3,1454,93.8065,2.76645,33.0,1.0,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,2.766451612903226,0.7483381562123055,0.2705046973248772,0.01
42,NR_036774.1,1,1414,8,1414,100.0,7.9024,38.7,6.12,33990,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,7.902404526166903,0.5023172239699116,0.06356511139193262,0.04
43,NR_036800.1,1,1481,37,1451,97.9743,35.3984,36.3,2.19,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,35.39837947332883,5.5849070324677825,0.1577729578461571,0.18
44,NR_036847.1,1,1546,1,1475,95.4075,0.954075,41.2,1.0,198483,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus brunensis,0.9540750323415266,0.20939012581116567,0.21946924373156754,0.0
45,NR_036928.1,1,1431,1,1407,98.3229,0.983229,33.5,1.0,154046,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi,0.9832285115303984,0.12845908787024077,0.13065028766333656,0.0
46,NR_036948.1,1,1454,3,1421,97.7304,2.8989,31.0,0.0,257363,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi,2.8988995873452543,0.4852527451358808,0.16739205016075223,0.01
47,NR_036969.1,1,1504,500,1496,99.4681,475.814,37.2,14.5,159728,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio cuneatus,475.81449468085106,77.95682328539607,0.16383868956679223,2.46
48,NR_036970.1,1,1503,21,1462,97.2721,19.2575,33.2,21.4,466107,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio litoralis,19.25748502994012,3.6325347143568276,0.18862975662238501,0.1
49,NR_037068.1,1,1441,1,1412,97.9875,0.979875,34.0,1.0,29375,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,0.9798750867453158,0.14047631649838443,0.1433614533103201,0.0
50,NR_037125.1,1,1508,36,1465,97.1485,33.9218,36.5,1.0,83564,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina ovata,33.92175066312998,7.357167533746126,0.2168864339228439,0.18
51,NR_040930.1,1,1399,3,1377,98.4274,2.9035,28.0,1.0,158822,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,2.9035025017869907,0.4279010536198942,0.14737409503058396,0.01
53,NR_041577.1,1,1538,1,1466,95.3186,0.953186,44.1,14.0,40324,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,0.953185955786736,0.21130906671605892,0.2216871382055243,0.0
54,NR_041690.1,1,1484,1,1399,94.2722,0.942722,28.8,1.0,544644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,0.942722371967655,0.23245066561939254,0.24657382972064226,0.0
55,NR_041691.1,1,1486,127,1471,98.9906,120.368,37.5,21.7,544645,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,120.36810228802153,23.25087374700051,0.19316474468763248,0.62
56,NR_041849.1,1,1529,8,1498,97.9725,7.40288,33.3,1.25,897,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,7.402877697841727,1.7929156944088376,0.24219172159652907,0.04
57,NR_041853.1,1,1523,2,1446,94.9442,1.89691,40.4,1.0,2296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulforapulum,Desulforapulum autotrophicum,1.896913985554826,0.44011667887025335,0.23201720384887362,0.01
58,NR_041882.1,1,1525,372,1495,98.0328,346.117,35.2,15.0,180332,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Robinsoniella,Robinsoniella peoriensis,346.11737704918033,81.58220492910581,0.23570675828134938,1.83
60,NR_042422.1,1,1502,1,1392,92.6764,0.926764,16.4,0.0,465817,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,0.9267643142476698,0.2606097428840776,0.2812039036004918,0.0
61,NR_042930.1,1,1533,13,1450,94.5858,10.7906,34.1,2.54,258515,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetanaerobacterium,Acetanaerobacterium elongatum,10.790606653620353,3.350089116133965,0.3104634636098034,0.06
63,NR_043142.1,1,1465,1,1350,92.1502,0.921502,32.5,1.0,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9215017064846417,0.26904594678107746,0.291964675580947,0.0
64,NR_043154.1,1,1523,2,1449,95.1412,1.8805,32.5,40.0,294710,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum acetatigenes,1.8804990151017729,0.4500334494419695,0.23931597189249984,0.01
65,NR_043515.1,1,1386,1,950,68.5426,0.685426,39.7,11.0,331696,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0.6854256854256854,0.4645137194490482,0.677701068585664,0.0
66,NR_043551.1,1,1438,9,1427,99.235,8.53964,35.2,5.56,341220,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis,8.539638386648122,1.2132533636461869,0.14207315447257465,0.04
67,NR_043576.1,1,1508,1,1232,81.6976,0.816976,18.1,1.0,345632,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii,0.8169761273209549,0.3868143686147279,0.47347083431088444,0.0
68,NR_043578.1,1,1535,1,1443,94.0065,0.940065,36.4,1.0,340467,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,Desulfatirhabdium butyrativorans,0.9400651465798046,0.23744345856205992,0.2525819188446029,0.0
69,NR_043681.1,1,1420,81,1420,100.0,74.6296,35.9,10.8,358743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,74.62957746478874,10.987825851644807,0.1472315163090534,0.4
70,NR_043705.1,1,1495,52,1480,98.9967,47.1933,33.1,2.62,980445,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba alkanexedens,47.1933110367893,8.966139378890562,0.18998750420162414,0.26
71,NR_043971.1,1,1554,553,1534,98.713,514.666,37.7,5.62,396322,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiferula,Desulfatiferula olefinivorans,514.6660231660231,121.95468970073286,0.23695889025375239,2.72
72,NR_044032.1,1,1484,4,1439,96.9677,3.69609,35.1,1.0,407188,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter seleniigenes,3.6960916442048517,0.8904745533891311,0.24092328846480776,0.02
73,NR_044385.1,1,1500,17,1466,97.7333,15.9033,39.6,1.53,1449981,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia nematodiphila,15.903333333333334,2.6472616452417017,0.16645954591752474,0.08
75,NR_044570.1,1,1394,1,1226,87.9484,0.879484,12.8,1.0,544911,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia niastensis,0.8794835007173601,0.3256813809470247,0.37030982466570345,0.0
76,NR_044680.2,1,1503,13,1467,97.6048,12.0446,32.9,1.0,859321,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina variabilis,12.04457751164338,2.562145471785019,0.21272190488277543,0.06
77,NR_044972.1,1,1506,114,1478,98.1408,104.463,35.0,17.3,44749,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Sporobacter,Sporobacter termitidis,104.46281540504648,24.384168079555533,0.2334243815371796,0.56
78,NR_074394.1,1,1499,1,1405,93.7292,0.937292,29.0,0.0,257363,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi,0.9372915276851234,0.2425187749636735,0.2587442303704958,0.0
79,NR_074446.1,1,1506,1,540,35.8566,0.358566,27.7,1.0,882,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,0.35856573705179284,0.479738648389751,1.33793778606475,0.0
80,NR_074484.2,1,1498,80,1466,97.8638,75.1535,37.9,12.2,33990,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,75.15353805073431,17.23492218096895,0.22932948505144332,0.39
82,NR_074535.1,1,1512,11,1465,96.8915,10.0754,32.7,1.09,28118,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,10.075396825396826,2.3152309494679857,0.22979054717051295,0.05
83,NR_074784.2,1,1529,1,1279,83.6494,0.836494,12.5,0.0,272559,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,0.8364944408109876,0.3699472954916528,0.44225912025546293,0.0
84,NR_074869.1,1,1539,66,1463,95.0617,62.1943,39.4,4.27,465817,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,62.19428200129955,14.558051804920668,0.2340737980481305,0.32
85,NR_074916.1,1,1544,3,1466,94.9482,2.76036,31.7,1.0,316067,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geotalea,Geotalea daltonii,2.760362694300518,0.7161384696909873,0.2594363672461014,0.01
86,NR_074945.1,1,1548,1,1422,91.8605,0.918605,32.3,1.0,651182,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,0.9186046511627907,0.2735296663531214,0.29776647223251196,0.0
87,NR_074955.1,1,1549,5,1478,95.4164,4.4816,29.5,4.4,880072,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Syntrophales,Syntrophaceae,Desulfobacca,Desulfobacca acetoxidans,4.481601032924467,1.1627080207419405,0.25944032326840477,0.02
88,NR_075007.1,1,1555,2,1462,94.0193,1.80386,22.4,1.0,404380,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Citrifermentans,Citrifermentans bemidjiense,1.8038585209003215,0.5267471686809371,0.2920113537607334,0.01
89,NR_075013.1,1,1558,183,1529,98.1386,164.515,33.7,5.03,338963,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea carbinolica,164.51540436456997,43.49570240101035,0.2643868066276812,0.9
90,NR_102852.1,1,1519,30,1478,97.3009,27.7564,33.0,0.633,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,27.756418696510863,6.0176439586203525,0.21680188731901512,0.15
91,NR_104737.1,1,1521,112,1493,98.1591,103.482,36.6,7.81,1732,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium oxidoreducens,103.48191978961209,25.575169814662527,0.2471462634889178,0.55
92,NR_104759.1,1,1524,168,1475,96.7848,157.906,38.6,50.8,933080,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter vibrioformis,157.90616797900262,33.132611064767254,0.20982467935750948,0.83
93,NR_104786.1,1,1513,33,1407,92.9941,28.5763,34.4,1.12,225195,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter massiliensis,28.57633840052875,9.612032008641295,0.3363633182781543,0.16
94,NR_104800.1,1,1522,11,1455,95.5979,9.83509,31.1,1.45,290055,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena fissicatena,9.835085413929042,2.5135538488919518,0.2555701087590053,0.05
95,NR_104803.1,1,1521,2433,1490,97.9619,2281.44,37.8,17.8,39482,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,2281.436554898093,521.3763390546394,0.2285298435914332,11.97
96,NR_104815.1,1,1460,26,1455,99.6575,25.3466,38.1,10.2,917,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas marina,25.346575342465755,3.1925453862056674,0.12595568999244106,0.13
97,NR_104818.1,1,1460,2,1438,98.4932,1.91507,36.2,5.5,52441,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas aestuarii,1.915068493150685,0.3285255793787727,0.171547691664166,0.01
98,NR_104842.1,1,1458,1,1359,93.2099,0.932099,17.8,1.0,39495,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium uniforme,0.9320987654320988,0.25166266297433026,0.26999570464795697,0.0
99,NR_104846.1,1,1426,1,1359,95.3015,0.953015,38.6,1.0,745368,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Gemmiger,Gemmiger formicilis,0.9530154277699859,0.2116800526126578,0.2221160816965784,0.0
100,NR_104899.1,1,1480,6,1453,98.1757,5.50135,32.5,1.0,384636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella xylanolytica,5.501351351351351,1.1074757638324184,0.2013097679282706,0.03
