"ID"	"Function"
"njc85"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc86"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc87"	"L-Leucine (Leucine) -- Consumption"
"njc88"	"L-Lysine (Lysine, D-Lysine) -- Consumption"
"njc89"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc90"	"L-Methionine (D-Methionine) -- Consumption"
"njc91"	"L-Ornithine (Ornithine) -- Production"
"njc92"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc93"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc94"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc95"	"L-Sorbose (Sorbose) -- Consumption"
"njc96"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc97"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc98"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc99"	"Lactose -- Consumption"
"njc100"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc101"	"Lipoic acid (Lipoate) -- Consumption"
"njc102"	"Lithocholic acid -- Production"
"njc103"	"Maltose -- Consumption"
"njc104"	"Mannan -- Macromolecule"
"njc105"	"Melibiose -- Consumption"
"njc106"	"Menaquinone (Vitamin K2) -- Production"
"njc107"	"Methanol -- Consumption"
"njc108"	"Methanol -- Production"
"njc109"	"Methylamine (Monomethylamine) -- Consumption"
"njc110"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc111"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc112"	"N-Acetyl-D-mannosamine -- Consumption"
"njc113"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc114"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc115"	"N2 -- Consumption"
"njc116"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc117"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc118"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc119"	"Nitrate (NO3-) -- Consumption"
"njc120"	"Nitrite (NO2-) -- Consumption"
"njc121"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc122"	"Pectin -- Macromolecule"
"njc123"	"Phenylacetate -- Production"
"njc124"	"Phenylethylamine -- Production"
"njc125"	"Polypeptide -- Macromolecule"
"njc126"	"Propanoate (Propionate) -- Consumption"
"njc127"	"Propanoate (Propionate) -- Production"
"njc128"	"Putrescine -- Production"
"njc129"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc130"	"Pyruvate -- Consumption"
"njc131"	"Pyruvate -- Production"
"njc132"	"Raffinose -- Consumption"
"njc133"	"Riboflavin (Vitamin B2) -- Consumption"
"njc134"	"Riboflavin (Vitamin B2) -- Production"
"njc135"	"Spermidine -- Production"
"njc136"	"Stachyose -- Consumption"
"njc137"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc138"	"Succinate -- Consumption"
"njc139"	"Succinate -- Production"
"njc140"	"Sucrose -- Consumption"
"njc141"	"Taurochenodeoxycholate -- Consumption"
"njc142"	"Taurocholate -- Consumption"
"njc143"	"Taurodeoxycholate -- Consumption"
"njc144"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc145"	"Thymidine -- Consumption"
"njc146"	"Trehalose -- Consumption"
"njc147"	"Triglyceride -- Macromolecule"
"njc148"	"Trimethylamine -- Production"
"njc149"	"Tyramine -- Consumption"
"njc150"	"Tyramine -- Production"
"njc151"	"Urea -- Consumption"
"njc152"	"Urea -- Production"
"njc153"	"Uridine -- Consumption"
"njc154"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc155"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc156"	"XOS (Xylooligosaccharide) -- Consumption"
"njc157"	"Xylan -- Macromolecule"
