"Taxa"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"Metabolism|Biosynthesis of other secondary metabolites"	0.0125676767258835	0.0122117012431709	0.0144054305307342	0.0122642277547683	0.0120495419747059	0.0131925795622582	0.0119995252988657
"Genetic Information Processing|Folding, sorting and degradation"	0.0104115257965662	0.0115889887975835	0.0147117626594681	0.0111975139374932	0.0110548759055956	0.0128720646720684	0.0107836856385644
"Human Diseases|Drug resistance: Antimicrobial"	0.010923154950917	0.0105621615299058	0.0111839274636222	0.0110652406308987	0.0107355995006769	0.010766333320848	0.0116493241239864
"Metabolism|Metabolism of terpenoids and polyketides"	0.00983781952808694	0.0093952101061942	0.00954634452530063	0.0097876246658342	0.00925898747435523	0.00924335499356488	0.0101200113065913
"Cellular Processes|Cell growth and death"	0.00750705880027664	0.00728434881499598	0.0122180082566219	0.00761979477666752	0.00673245664588354	0.00977346349758999	0.00692232818043997
"Cellular Processes|Cell motility"	0.00598449608861785	0.00482504318615507	0.0125204390619817	0.00677119174701821	0.00434624432540594	0.00902364954968806	0.00666134919105816
"Human Diseases|Infectious diseases: Bacterial"	0.00478967146108551	0.00459337259554959	0.00558414114142948	0.00461125495292718	0.00414328367943194	0.00519322556388298	0.004979568350871
"Organismal Systems|Endocrine system"	0.0039316535124314	0.00396620679901022	0.00505432320463689	0.00392933726682509	0.00396268811681111	0.00437173925571327	0.00384363886481378
"Human Diseases|Cancers: Overview"	0.00251182951897796	0.00251438104599892	0.00315281541968621	0.00241514476392466	0.00240665351727392	0.00287281539748918	0.00273321313769936
"Human Diseases|Drug resistance: Antineoplastic"	0.00200839265318284	0.00230860966837847	0.00315454602653034	0.00219764810598277	0.00208044849993925	0.00260590649229208	0.00207280800199649
"Organismal Systems|Aging"	0.00152292592639385	0.00148933231198698	0.00242803415411554	0.00164061031474032	0.00147330395781484	0.00190099468034232	0.00163582300115067
"Human Diseases|Endocrine and metabolic diseases"	0.00146878009703413	0.00164735910192443	0.00228596866218883	0.00158085051173375	0.00158394887531799	0.00190752408167316	0.00158555352893233
"Organismal Systems|Immune system"	0.00160141498993376	0.00149825104873176	0.00191344457440406	0.00154848876956912	0.00152323934277667	0.00176402805434112	0.00147024948700063
"Cellular Processes|Transport and catabolism"	0.00186351232118871	0.00134173504017475	0.00211204630246682	0.00148724563324684	0.00119637955737254	0.00186183875484927	0.00140481240327344
"Organismal Systems|Environmental adaptation"	0.00123349802348789	0.00106578119817405	0.00196178244108483	0.00119599242648553	0.00098202225118538	0.00157393912385183	0.00113955941692379
"Genetic Information Processing|Transcription"	0.00115181462133116	0.00134824543993141	0.00112957811764102	0.0012464107461657	0.00130372818159154	0.00113176320987068	0.00119262673902764
"Human Diseases|Cardiovascular diseases"	0.00110466626442773	0.00103694210138468	0.00164569232978271	0.00102179963281069	0.000934579425682407	0.00142447280271053	0.0010240091325976
"Human Diseases|Neurodegenerative diseases"	0.000624515706574522	0.000735976573965774	0.00211352063900967	0.000769967857598817	0.000555063859399207	0.00146135535791103	0.000784970967271422
"Organismal Systems|Nervous system"	0.000945586588461838	0.000827155351170858	0.00120016360916918	0.000806377128452903	0.000712941773674291	0.00106236242487267	0.000873764277990496
"Human Diseases|Cancers: Specific types"	0.000609153001391211	0.000590305363438209	0.0010517784836721	0.000670647640343099	0.000601783528679506	0.000802087747531366	0.000705765582551455
"Organismal Systems|Digestive system"	0.000495357259916552	0.000402675507922339	0.00102940628171864	0.000529985075248494	0.000429029502900275	0.000640845826606477	0.000428686149468036
"Human Diseases|Infectious diseases: Viral"	0.000381379519590897	0.000465287278040641	0.00105624724048475	0.000439712629030698	0.000384681828317442	0.000777366866252605	0.000419713004515152
"Human Diseases|Infectious diseases: Parasitic"	0.000122514792153941	0.000124267031681158	0.000525854015734461	0.000153828142619051	8.43159462840627e-05	0.000285763305484506	0.00014890866186506
"Human Diseases|Immune diseases"	0.000177758077207612	0.000183989722450278	0.00029014806742881	0.000174896524436699	0.000166165256871121	0.000230262048907035	0.000181193275361099
"Human Diseases|Substance dependence"	8.52090689919544e-05	0.000106803482566454	0.000460173108978524	0.00012943632997752	7.89547503665168e-05	0.000257337268826801	8.66972509478714e-05
"Organismal Systems|Excretory system"	0.000212015911489389	0.000146563960138128	0.000168494141460621	0.000163856257360037	9.23809211433258e-05	0.000128176145075007	0.000171494651866215
"Organismal Systems|Circulatory system"	5.59085527028994e-05	9.64855082081824e-05	0.000428456530756925	8.81879769875276e-05	5.54097615849317e-05	0.000250577325269249	7.21966957363783e-05
"Environmental Information Processing|Signaling molecules and interaction"	5.22508792401188e-05	5.03874749201815e-05	0.000140680979582869	5.19449837785233e-05	3.69877972468699e-05	0.000117120475634154	4.31331390112035e-05
"Metabolism|Chemical structure transformation maps"	1.7897072111693e-05	3.18667733531611e-05	0.000129098737007571	2.90045326313068e-05	1.83035248478753e-05	8.36132824497179e-05	2.38742650447801e-05
"Organismal Systems|Development"	2.1473092651836e-05	1.27324831031604e-05	1.07312144932123e-05	4.11849305515778e-06	9.13393431531961e-06	3.27852574646977e-05	9.26002285688336e-06
