"ID"	"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"
"warble_14"	14	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-11-08	5100	2000	2000	2000
"culi_15"	15	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-09	5100	2000	2000	2000
"warble_15"	15	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-11-09	5100	2000	2000	2000
"warble_20"	20	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-11-14	5100	2000	2000	2000
"culi_21"	21	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-15	5100	2000	2000	2000
"culi_25"	25	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-19	5100	2000	2000	2000
"culi_27"	27	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-21	5100	2000	2000	2000
"culi_28"	28	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	6	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-22	5100	2000	2000	2000
"culi_29"	29	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-23	4826.53571	1618.96429	2005.1413	1816.25337
"culi_30"	30	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-24	4826.53571	1618.96429	2005.1413	1816.25337
"culi_32"	32	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-26	4826.53571	1618.96429	2005.1413	1816.25337
"warble_33"	33	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"no"	"F"	6	2023-11-27	5100	2000	2000	2000
"culi_36"	36	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-30	4826.53571	1618.96429	2005.1413	1816.25337
"culi_38"	38	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-02	4826.53571	1618.96429	2005.1413	1816.25337
"culi_39"	39	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-03	4826.53571	1618.96429	2005.1413	1816.25337
"culi_42"	42	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-06	4826.53571	1618.96429	2005.1413	1816.25337
"warble_42"	42	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-06	5100	2000	2000	2000
"culi_43"	43	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-07	4826.53571	1618.96429	2005.1413	1816.25337
"warble_43"	43	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-07	5100	2000	2000	2000
"warble_45"	45	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-09	5100	2000	2000	2000
"culi_46"	46	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-10	4826.53571	1618.96429	2005.1413	1816.25337
"culi_48"	48	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-12	4826.53571	1618.96429	2005.1413	1816.25337
"warble_49"	49	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-13	5100	2000	2000	2000
"culi_50"	50	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-14	5100	2000	2000	2000
"warble_50"	50	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-14	5100	2000	2000	2000
"culi_51"	51	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	5.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-15	5100	2000	2000	2000
"culi_52"	52	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-16	5100	2000	2000	2000
"warble_52"	52	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-16	5100	2000	2000	2000
"warble_53"	53	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-17	5100	2000	2000	2000
"culi_54"	54	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-18	5100	2000	2000	2000
"warble_54"	54	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-18	5100	2000	2000	2000
"culi_55"	55	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-19	5100	2000	2000	2000
"warble_57"	57	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-21	5100	2000	2000	2000
"culi_58"	58	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-22	5100	2000	2000	2000
"warble_58"	58	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-22	5100	2000	2000	2000
"culi_59"	59	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"no"	"M"	10	2023-12-23	5100	2000	2000	2000
"warble_60"	60	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-24	5100	2000	2000	2000
"culi_61"	61	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-25	5100	2000	2000	2000
"culi_62"	62	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-26	5100	2000	2000	2000
"warble_63"	63	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	6	2023-12-27	5100	2000	2000	2000
"culi_64"	64	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-28	5100	2000	2000	2000
"culi_65"	65	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-29	5100	2000	2000	2000
"culi_68"	68	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-01	5100	2000	2000	2000
"warble_68"	68	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-01	5100	2000	2000	2000
"warble_69"	69	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-02	5100	2000	2000	2000
"warble_73"	73	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-06	5100	2000	2000	2000
"culi_74"	74	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-07	5100	2000	2000	2000
"culi_75"	75	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-08	5100	2000	2000	2000
"culi_77"	77	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-10	5100	2000	2000	2000
"warble_80"	80	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-13	5100	2000	2000	2000
"culi_81"	81	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-14	5100	2000	2000	2000
"culi_82"	82	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-15	5100	2000	2000	2000
"culi_83"	83	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	0	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-16	5100	2000	2000	2000
"warble_83"	83	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-16	5100	2000	2000	2000
"culi_84"	84	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-17	5100	2000	2000	2000
"warble_84"	84	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-17	5100	2000	2000	2000
"culi_85"	85	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-18	5100	2000	2000	2000
"warble_85"	85	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-18	5100	2000	2000	2000
"culi_86"	86	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-19	5100	2000	2000	2000
"culi_87"	87	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-20	5100	2000	2000	2000
"warble_87"	87	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-20	5100	2000	2000	2000
"culi_88"	88	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"health: coprophagy observed"	"yes"	"M"	11	2024-01-21	5100	2000	2000	2000
"warble_88"	88	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-21	5100	2000	2000	2000
"culi_89"	89	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"food: removing cauliflower and broccoli from diet rotation"	"yes"	"M"	11	2024-01-22	5100	2000	2000	2000
"warble_89"	89	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-22	5100	2000	2000	2000
"culi_90"	90	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-23	5100	2000	2000	2000
"warble_90"	90	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-23	5100	2000	2000	2000
"culi_91"	91	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-24	5100	2000	2000	2000
"culi_92"	92	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-25	4826.53571	1618.96429	2005.1413	1816.25337
"culi_93"	93	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-26	4826.53571	1618.96429	2005.1413	1816.25337
"warble_93"	93	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-26	5100	2000	2000	2000
"warble_94"	94	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-27	5100	2000	2000	2000
"culi_95"	95	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-28	4826.53571	1618.96429	2005.1413	1816.25337
"warble_95"	95	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-28	5100	2000	2000	2000
"culi_96"	96	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-29	4826.53571	1618.96429	2005.1413	1816.25337
"warble_96"	96	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-29	5100	2000	2000	2000
"warble_97"	97	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-01-30	5100	2000	2000	2000
"culi_99"	99	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-01	4826.53571	1618.96429	2005.1413	1816.25337
"culi_100"	100	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-02	4826.53571	1618.96429	2005.1413	1816.25337
"warble_100"	100	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-02	5100	2000	2000	2000
"warble_101"	101	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-03	5100	2000	2000	2000
"culi_103"	103	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-05	4826.53571	1618.96429	2005.1413	1816.25337
"warble_103"	103	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-05	5100	2000	2000	2000
"warble_104"	104	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-06	5100	2000	2000	2000
"culi_105"	105	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-07	4826.53571	1618.96429	2005.1413	1816.25337
"culi_106"	106	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-08	4826.53571	1618.96429	2005.1413	1816.25337
"warble_106"	106	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-08	5100	2000	2000	2000
"culi_107"	107	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-09	4826.53571	1618.96429	2005.1413	1816.25337
"warble_107"	107	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-09	5100	2000	2000	2000
"culi_108"	108	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"old"	"n"	"anestrus"	"health: left biscuit and some gum"	"yes"	"M"	11	2024-02-10	4826.53571	1618.96429	2005.1413	1816.25337
"warble_108"	108	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-10	5100	2000	2000	2000
"culi_109"	109	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-11	4826.53571	1618.96429	2005.1413	1816.25337
"warble_109"	109	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-11	5100	2000	2000	2000
"warble_110"	110	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-12	5100	2000	2000	2000
"culi_111"	111	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-13	4826.53571	1618.96429	2005.1413	1816.25337
"warble_111"	111	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-13	5100	2000	2000	2000
"warble_112"	112	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-14	5100	2000	2000	2000
"culi_113"	113	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-15	4826.53571	1618.96429	2005.1413	1816.25337
"culi_114"	114	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-16	4826.53571	1618.96429	2005.1413	1816.25337
"warble_114"	114	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-16	5100	2000	2000	2000
"culi_115"	115	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-17	4826.53571	1618.96429	2005.1413	1816.25337
"culi_116"	116	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-18	4826.53571	1618.96429	2005.1413	1816.25337
"culi_117"	117	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-19	4826.53571	1618.96429	2005.1413	1816.25337
"warble_117"	117	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-19	5100	2000	2000	2000
"culi_118"	118	"culi"	"oatgel"	60342.85714	90	29904.58333	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	"food: removing tomato from diet rotation"	"yes"	"M"	11	2024-02-20	4826.53571	1618.96429	2005.1413	1816.25337
"warble_118"	118	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-20	5100	2000	2000	2000
"culi_119"	119	"culi"	"oatgel"	60342.85714	90	29904.58333	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-21	4826.53571	1618.96429	2005.1413	1816.25337
"warble_119"	119	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-21	5100	2000	2000	2000
"culi_120"	120	"culi"	"oatgel"	60342.85714	90	29904.58333	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-22	4826.53571	1618.96429	2005.1413	1816.25337
"warble_120"	120	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-22	5100	2000	2000	2000
"culi_121"	121	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-23	4826.53571	1618.96429	2005.1413	1816.25337
"warble_121"	121	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-23	5100	2000	2000	2000
"culi_122"	122	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-24	4826.53571	1618.96429	2005.1413	1816.25337
"warble_122"	122	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-24	5100	2000	2000	2000
"culi_123"	123	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_123"	123	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-25	5100	2000	2000	2000
"culi_125"	125	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-27	4826.53571	1618.96429	2005.1413	1816.25337
"warble_125"	125	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-27	5100	2000	2000	2000
"culi_126"	126	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-28	4826.53571	1618.96429	2005.1413	1816.25337
"warble_126"	126	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-28	5100	2000	2000	2000
"culi_127"	127	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-29	4826.53571	1618.96429	2005.1413	1816.25337
"warble_127"	127	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-29	5100	2000	2000	2000
"culi_128"	128	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-01	4826.53571	1618.96429	2005.1413	1816.25337
"culi_129"	129	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-02	4826.53571	1618.96429	2005.1413	1816.25337
"culi_133"	133	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.33333333333333	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-06	4826.53571	1618.96429	2005.1413	1816.25337
