"Taxa"	"korra21"	"korra29"	"korra44"	"korra48"	"korra58"
"Metabolism|Energy metabolism|Carbon fixation pathways in prokaryotes"	0.00799243902016784	0.00789426301558822	0.00802742064764585	0.00820248986743468	0.00774781382556576
"Metabolism|Carbohydrate metabolism|Propanoate metabolism"	0.00815472329919978	0.00847164297484867	0.00670254436794505	0.00808190022140567	0.00759398910506474
"Metabolism|Amino acid metabolism|Glycine, serine and threonine metabolism"	0.00759989099254156	0.00734205151084648	0.00841831647372203	0.00769565846182573	0.00768103512022421
"Metabolism|Energy metabolism|Methane metabolism"	0.00763343846219056	0.00745180752612958	0.00701993261759786	0.00771636211131024	0.00713414882374819
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Escherichia coli"	0.00703399596982674	0.00818924802701001	0.00659234229046847	0.0068370481356561	0.00820442501292409
"Metabolism|Energy metabolism|Oxidative phosphorylation"	0.00646826922830304	0.00620925963294416	0.00892524241006303	0.00676156427187308	0.00828306518919514
"Metabolism|Carbohydrate metabolism|Butanoate metabolism"	0.00748243425737466	0.00789347515762472	0.00547781862139183	0.00713856985876619	0.00700524805517729
"Metabolism|Carbohydrate metabolism|Galactose metabolism"	0.0069835339771778	0.00734517741459605	0.0065961321132818	0.00677082680765701	0.00686271216526643
"Metabolism|Amino acid metabolism|Alanine, aspartate and glutamate metabolism"	0.00663465813418033	0.00647406012509546	0.00715566001831397	0.00670135481197882	0.00686128942886671
"Environmental Information Processing|Membrane transport|Bacterial secretion system"	0.00596477483879709	0.00664156477218232	0.00671156958217092	0.00599376725784301	0.00758082642738016
"Human Diseases|Drug resistance: Antimicrobial|beta-Lactam resistance"	0.00651459341732827	0.00723999874599538	0.00577614226616758	0.00608672797501231	0.00717280683294546
"Metabolism|Global and overview maps|Fatty acid metabolism"	0.00626739930916222	0.005961176277505	0.00693530898038331	0.00640914730640969	0.00659476521775084
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Vibrio cholerae"	0.00592080645575421	0.00645585608467589	0.00646137950478091	0.00607270092326991	0.00698743146413795
"Metabolism|Carbohydrate metabolism|Pentose phosphate pathway"	0.00646057145326366	0.00652355675160786	0.00597267667934862	0.00638869736966185	0.00621831379377481
"Genetic Information Processing|Translation|Aminoacyl-tRNA biosynthesis"	0.00593755567125202	0.00518070552692057	0.00731247264096732	0.00622451851906883	0.00586341866960111
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Pseudomonas aeruginosa"	0.00482233447245347	0.00440589509958241	0.00824328707515071	0.00559422506367723	0.0069351315064158
"Metabolism|Carbohydrate metabolism|Citrate cycle (TCA cycle)"	0.00574784570900232	0.00594852267493378	0.0061613667713885	0.00590299831091336	0.00613839884197298
"Metabolism|Global and overview maps|2-Oxocarboxylic acid metabolism"	0.00620591505319402	0.00610108925750018	0.00563179455429105	0.00618989294739689	0.00536558135445268
"Genetic Information Processing|Replication and repair|Homologous recombination"	0.00517191403877193	0.00473832319937702	0.00680720901872265	0.00540574093605469	0.00587044623169451
"Metabolism|Metabolism of cofactors and vitamins|Porphyrin and chlorophyll metabolism"	0.00587319066178593	0.00608762758272984	0.00494902038924671	0.00623235795824634	0.00482996968396428
"Metabolism|Glycan biosynthesis and metabolism|Peptidoglycan biosynthesis"	0.00548835463028412	0.00467757504656038	0.00644313654805137	0.00572707020596306	0.00518147691999394
"Metabolism|Amino acid metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis"	0.00546880404030086	0.00521125073300246	0.0058023803841543	0.00567457093796257	0.00511436528067599
"Metabolism|Energy metabolism|Sulfur metabolism"	0.00532379472070623	0.00598189425249746	0.00447433644505706	0.00512054627734336	0.00579226901829695
"Cellular Processes|Cell growth and death|Cell cycle - Caulobacter"	0.00445068263292003	0.00350800689962819	0.0068451348440257	0.00508864478767134	0.00500031997480607
"Metabolism|Glycan biosynthesis and metabolism|Lipopolysaccharide biosynthesis"	0.00458578528161711	0.0051958497635503	0.00451165189897608	0.00450978971042315	0.00543208653668415
"Metabolism|Lipid metabolism|Fatty acid biosynthesis"	0.00443328211486513	0.00414692139044371	0.005774427271842	0.00465208068735903	0.00502951535253313
"Human Diseases|Drug resistance: Antimicrobial|Cationic antimicrobial peptide (CAMP) resistance"	0.0044372062192781	0.00541770960459056	0.00402798904395165	0.00440055307473762	0.00553929667470876
"Genetic Information Processing|Replication and repair|Mismatch repair"	0.00443509343351245	0.004047307375252	0.00564673634495551	0.00462655897585864	0.00482852803973
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine degradation"	0.00502516876393526	0.00458480958792298	0.00419618041705013	0.0051277242377471	0.00386220562899819
"Cellular Processes|Cell motility|Bacterial chemotaxis"	0.00403105781436331	0.00415407637379461	0.00504865532493612	0.0039438713992256	0.00536503822445791
"Metabolism|Amino acid metabolism|Lysine biosynthesis"	0.00450337339598096	0.00382321697116263	0.00509981141120336	0.00460819327167721	0.00407654262839615
"Metabolism|Metabolism of cofactors and vitamins|Folate biosynthesis"	0.00426272077779052	0.00445715171767075	0.00429149325514584	0.00440525329299591	0.00455609869228274
"Metabolism|Metabolism of cofactors and vitamins|Nicotinate and nicotinamide metabolism"	0.00424537466011642	0.00449636698378565	0.00428290593186245	0.00417264075677797	0.00469044226257943
"Metabolism|Energy metabolism|Carbon fixation in photosynthetic organisms"	0.00431940105887753	0.00424766173256526	0.00445422849527063	0.00440457452198327	0.00444157080905129
"Genetic Information Processing|Folding, sorting and degradation|RNA degradation"	0.00396268544758017	0.00354424078008343	0.00548753947226107	0.00415182752779327	0.00467568508072707
"Metabolism|Amino acid metabolism|Arginine and proline metabolism"	0.00436465738484958	0.00464286606664458	0.00369039549045177	0.00422148185999003	0.00415679898759731
"Metabolism|Carbohydrate metabolism|Pentose and glucuronate interconversions"	0.00465592396304616	0.00495461130727433	0.00290970529129779	0.00420050725844453	0.00397414502112927
"Cellular Processes|Cell motility|Flagellar assembly"	0.00353315402025499	0.00473220270224262	0.00363234812177816	0.00315968027114158	0.0055782909844666
"Metabolism|Metabolism of cofactors and vitamins|Biotin metabolism"	0.00378440203286301	0.00389777858103036	0.00447818416465443	0.00380976195775648	0.00455634727768143
"Metabolism|Energy metabolism|Nitrogen metabolism"	0.00399530251968504	0.00393676506780774	0.00413687779712711	0.0039525479245362	0.00411526998501918
"Genetic Information Processing|Replication and repair|DNA replication"	0.00361476342904909	0.00320566737142714	0.00500701643351142	0.00382539029617602	0.00416160965235559
"Metabolism|Metabolism of other amino acids|Selenocompound metabolism"	0.00379422313127058	0.00383453783590035	0.0038425397160744	0.00373464308208613	0.00391952101475023
"Metabolism|Metabolism of cofactors and vitamins|Pantothenate and CoA biosynthesis"	0.00395393732564787	0.00400249645027642	0.00355068324905556	0.00395446757705243	0.00364169484198655
"Metabolism|Lipid metabolism|Glycerophospholipid metabolism"	0.00337735760962849	0.00380599938928766	0.00386710318327176	0.00344135718887072	0.0044287753247823
"Genetic Information Processing|Folding, sorting and degradation|Protein export"	0.00364363837862577	0.00352966263009694	0.00414016214172306	0.00381590267592825	0.00376687612214343
"Metabolism|Amino acid metabolism|Arginine biosynthesis"	0.00380674628123886	0.00377215292450756	0.0037516763271914	0.00378160603473293	0.00358535701034021
"Metabolism|Lipid metabolism|Fatty acid degradation"	0.0040503765785321	0.00387893761411784	0.00317052728960774	0.00390257544287783	0.00356974586596029
"Metabolism|Metabolism of terpenoids and polyketides|Terpenoid backbone biosynthesis"	0.00347879528928366	0.00324381171129261	0.00396212300035433	0.00356930717964368	0.00344503128856709
"Metabolism|Metabolism of cofactors and vitamins|One carbon pool by folate"	0.0030792835474426	0.00274538694808685	0.00390944745928194	0.00318184506384391	0.0032455222654091
"Metabolism|Amino acid metabolism|Histidine metabolism"	0.00323702337833579	0.00294912095932175	0.00348043140999114	0.00340894851798622	0.00282200101264352
"Metabolism|Metabolism of cofactors and vitamins|Thiamine metabolism"	0.002936607825105	0.00274584436817909	0.00351820307068296	0.00306595039627403	0.00305058774302332
"Metabolism|Lipid metabolism|Glycerolipid metabolism"	0.00319762029001022	0.00341412181269291	0.0025895022639927	0.00313776543981321	0.00285494798865587
"Metabolism|Amino acid metabolism|Phenylalanine metabolism"	0.00316490538963213	0.00318455241928238	0.00248331157227403	0.00309098402860234	0.00278147869723823
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine biosynthesis"	0.00276476729479576	0.00274293827401459	0.00254678621981017	0.00276355447885036	0.00247150348971124
"Metabolism|Amino acid metabolism|Tyrosine metabolism"	0.0027937916099046	0.00294281893994015	0.00203431478990716	0.0026332678892174	0.00255611158402498
"Metabolism|Global and overview maps|Degradation of aromatic compounds"	0.00283760193630222	0.00317447631263999	0.0016783880129464	0.00265361043005255	0.00246212005886925
"Metabolism|Metabolism of cofactors and vitamins|Riboflavin metabolism"	0.00246416634210515	0.00258866822956601	0.00244340894915715	0.0023545709969991	0.0026324618224573
"Metabolism|Metabolism of other amino acids|beta-Alanine metabolism"	0.00267595483817889	0.00295611881727923	0.00163184633093329	0.00257427891445191	0.00233549035149084
"Genetic Information Processing|Replication and repair|Base excision repair"	0.00236579523212758	0.0023610859366472	0.00255553959232815	0.00242373212374635	0.00245714018580118
"Metabolism|Xenobiotics biodegradation and metabolism|Benzoate degradation"	0.00287015086683936	0.00271638725086681	0.00172483612136444	0.00277027603143457	0.00205543010415012
"Genetic Information Processing|Folding, sorting and degradation|Sulfur relay system"	0.00211788984856942	0.00228618509189795	0.00262281562088975	0.00222286515494172	0.00284580416658991
"Metabolism|Metabolism of other amino acids|Glutathione metabolism"	0.00211140925806252	0.00261633574000729	0.00224012738185313	0.00210014454292588	0.00289812780492429
"Metabolism|Metabolism of cofactors and vitamins|Ubiquinone and other terpenoid-quinone biosynthesis"	0.00198642055418446	0.00278178752203075	0.00203044217373728	0.0019110981467292	0.00300828899208545
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - other enzymes"	0.00228578469444948	0.00232083888118247	0.00238909640559492	0.00228695961635003	0.00240631336885713
"Metabolism|Amino acid metabolism|Lysine degradation"	0.00251135360704161	0.00302486080236248	0.00127604679996056	0.0022879628005988	0.00249228710034996
"Genetic Information Processing|Replication and repair|Nucleotide excision repair"	0.00212485335080362	0.0019186651052065	0.00263496859258647	0.0022283617986438	0.00218941765598274
"Metabolism|Biosynthesis of other secondary metabolites|Streptomycin biosynthesis"	0.00206431805952008	0.00160736811375159	0.00285116736186798	0.0022693540230406	0.00206006700335107
"Metabolism|Carbohydrate metabolism|Ascorbate and aldarate metabolism"	0.0020832311592674	0.00262758765387835	0.0011558438134424	0.00177368841948195	0.00224115973224517
"Metabolism|Carbohydrate metabolism|C5-Branched dibasic acid metabolism"	0.00199102733173823	0.00200747866113499	0.00177514956876237	0.00196319277103797	0.00181698894159299
"Human Diseases|Drug resistance: Antimicrobial|Vancomycin resistance"	0.00179607290249609	0.00155383989981368	0.0020372823166184	0.0019724994340577	0.00157036057762546
"Metabolism|Biosynthesis of other secondary metabolites|Monobactam biosynthesis"	0.00172639851980606	0.00177554472971555	0.00180923013226861	0.00169514842956574	0.00191374380885193
"Metabolism|Biosynthesis of other secondary metabolites|Prodigiosin biosynthesis"	0.00166227666051881	0.00165619339148029	0.00196322053647514	0.00168383135182296	0.0019195536362508
"Metabolism|Energy metabolism|Photosynthesis"	0.0016773827112438	0.00146473329467535	0.00216111323250516	0.0017383187522003	0.00173955414498603
"Human Diseases|Infectious diseases: Bacterial|Pertussis"	0.00173831440681573	0.00213360639848696	0.00111292326469747	0.00162105623827082	0.00193583010950671
"Metabolism|Lipid metabolism|Biosynthesis of unsaturated fatty acids"	0.00158722961771397	0.00172480095104836	0.00164122352845256	0.00154900474512262	0.00184612832116981
"Metabolism|Metabolism of cofactors and vitamins|Vitamin B6 metabolism"	0.00147802921051329	0.00159056514238576	0.00166415590212299	0.00147132039600226	0.00172065133515952
"Metabolism|Glycan biosynthesis and metabolism|Other glycan degradation"	0.00128999821112301	0.000742885505986917	0.00252122095327077	0.00143929715952105	0.00156724292408516
"Metabolism|Lipid metabolism|Sphingolipid metabolism"	0.00126554229282126	0.000991423198029623	0.00224139644665616	0.00142723623704571	0.00153883477961103
"Metabolism|Amino acid metabolism|Tryptophan metabolism"	0.00163373316658004	0.00177268478156639	0.000864693250231053	0.00152514528541371	0.00143043106549911
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of siderophore group nonribosomal peptides"	0.00129888808928489	0.0018896421529577	0.0007161348872809	0.00111143210312795	0.00183716006762499
"Cellular Processes|Cell growth and death|Necroptosis"	0.00117252432772882	0.00103471510521568	0.00169824920371768	0.00127444608192209	0.00139534795836079
"Metabolism|Xenobiotics biodegradation and metabolism|Chloroalkane and chloroalkene degradation"	0.00140036116648075	0.00133428351122569	0.00117704815691807	0.00134389480363162	0.00127925215269173
"Metabolism|Biosynthesis of other secondary metabolites|Novobiocin biosynthesis"	0.00128023178455926	0.00116112874313338	0.00146274343471489	0.00134536572895193	0.00118403772648017
"Metabolism|Metabolism of other amino acids|Taurine and hypotaurine metabolism"	0.00126573090469199	0.00123422734325092	0.00123145100926531	0.00123054942281528	0.00126918400501611
"Human Diseases|Drug resistance: Antineoplastic|Antifolate resistance"	0.00112243467296043	0.00095860353403176	0.00147391847414695	0.00117176159699138	0.00117103393190153
"Metabolism|Biosynthesis of other secondary metabolites|Tropane, piperidine and pyridine alkaloid biosynthesis"	0.00117488424215249	0.0011481757522752	0.00121149216078516	0.00119740344088951	0.0011339145301215
"Human Diseases|Cardiovascular diseases|Fluid shear stress and atherosclerosis"	0.00103808375484909	0.000976017310827894	0.00142059688173462	0.00108225480036808	0.00127180249943236
"Cellular Processes|Transport and catabolism|Peroxisome"	0.00111046581760964	0.0011270558384635	0.00123136876115573	0.00106789707003415	0.00121346947622477
"Metabolism|Carbohydrate metabolism|Inositol phosphate metabolism"	0.00112220109087596	0.000974151664064477	0.00127655296323998	0.0012213172816452	0.00108748383060503
"Metabolism|Metabolism of terpenoids and polyketides|Polyketide sugar unit biosynthesis"	0.00105738547183615	0.000758123911918203	0.00157747460009214	0.00108089592896624	0.00115506686973127
"Metabolism|Metabolism of other amino acids|Cyanoamino acid metabolism"	0.00110488313572845	0.000955091475376704	0.00137177264907631	0.00113046784988133	0.00102275664432181
"Organismal Systems|Endocrine system|Glucagon signaling pathway"	0.00104781204689862	0.00111648042743021	0.00118261424284694	0.00109651172823512	0.00109362992868783
"Genetic Information Processing|Transcription|RNA polymerase"	0.00109761783245497	0.00104906872228559	0.00118762931173717	0.00112664602956368	0.00102932380194854
"Human Diseases|Infectious diseases: Bacterial|Legionellosis"	0.00101441438531479	0.0010153752025332	0.00118286633052062	0.00104219407465725	0.00109379259397008
"Organismal Systems|Aging|Longevity regulating pathway - worm"	0.000967260474047744	0.00100539378294301	0.0011808660995517	0.000987713293893275	0.00120289899447612
"Human Diseases|Drug resistance: Antineoplastic|Platinum drug resistance"	0.000887860314359134	0.000936848417791917	0.00123848199430375	0.000954893217430073	0.0012048417222035
"Human Diseases|Cancers: Overview|Central carbon metabolism in cancer"	0.00099512071535563	0.00108309317758176	0.000987274498485198	0.00101996188709589	0.001017782380279
"Metabolism|Metabolism of other amino acids|D-Glutamine and D-glutamate metabolism"	0.00100637601132682	0.000921961938656964	0.00112290120214404	0.00102094949889098	0.00100068700895648
"Metabolism|Xenobiotics biodegradation and metabolism|Aminobenzoate degradation"	0.0011286208011733	0.00119833239550482	0.000665902528162163	0.00108122047706236	0.000954551067019666
"Metabolism|Xenobiotics biodegradation and metabolism|Nitrotoluene degradation"	0.000937230850927252	0.00106383012034977	0.000856994035751229	0.00101872992524709	0.00111097447968743
"Human Diseases|Infectious diseases: Bacterial|Salmonella infection"	0.000907272470682475	0.00100042252358731	0.000923185911450753	0.000871940251405911	0.00111000919938812
"Environmental Information Processing|Signal transduction|MAPK signaling pathway - plant"	0.000840943503393292	0.00083902666417066	0.00114252474830683	0.000912687183701159	0.00101261897561041
"Human Diseases|Infectious diseases: Bacterial|Tuberculosis"	0.000844245616484886	0.000827908501376474	0.00112551410077537	0.000880182827340551	0.00105405144641154
"Organismal Systems|Endocrine system|PPAR signaling pathway"	0.000936915733177083	0.000680151453454727	0.00105302441909958	0.00095481916245549	0.000786799433867857
"Organismal Systems|Immune system|NOD-like receptor signaling pathway"	0.000757010955867382	0.000589450798450256	0.00117081097867405	0.000813058620328154	0.000884322857087701
"Organismal Systems|Aging|Longevity regulating pathway - multiple species"	0.000703669002483063	0.000767080256978685	0.000872968436085274	0.000700335072578423	0.000946443399263404
"Metabolism|Xenobiotics biodegradation and metabolism|Naphthalene degradation"	0.000898794790595323	0.000887657475894677	0.000548436400112672	0.000814520521328194	0.000707694222408458
"Human Diseases|Cancers: Overview|Pathways in cancer"	0.000682758744070014	0.000752503551366292	0.000757826223064353	0.000703631291270229	0.000901035606520867
"Metabolism|Metabolism of terpenoids and polyketides|Geraniol degradation"	0.000785708692300744	0.000980489203593172	0.000357554304900482	0.000722627082376331	0.000770269293145116
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - cytochrome P450"	0.000683156518780352	0.000878977407635657	0.000523092622968889	0.000626678807219532	0.000865006862184965
"Organismal Systems|Environmental adaptation|Plant-pathogen interaction"	0.000678558019350633	0.000652892049531385	0.000739261726980647	0.000700690242213284	0.000752319973101631
"Metabolism|Metabolism of other amino acids|D-Alanine metabolism"	0.00070277721417208	0.000701756393419324	0.000666811967165804	0.000700837296717662	0.00064835894478382
"Metabolism|Biosynthesis of other secondary metabolites|Isoquinoline alkaloid biosynthesis"	0.00068873118443719	0.000590884880106717	0.000802365331778408	0.000723576582386538	0.000605784708154417
"Metabolism|Xenobiotics biodegradation and metabolism|Metabolism of xenobiotics by cytochrome P450"	0.0006715685276148	0.000871948847678795	0.000441363835478697	0.000607338478425415	0.000811973574864776
"Genetic Information Processing|Folding, sorting and degradation|Protein processing in endoplasmic reticulum"	0.000684261603850967	0.000612409549853602	0.000751880197362643	0.000736257395357755	0.000553325001143982
"Metabolism|Metabolism of other amino acids|Phosphonate and phosphinate metabolism"	0.000696867178963994	0.000860601149885125	0.000406025070671448	0.000622742792783452	0.000741682176439602
"Metabolism|Lipid metabolism|Synthesis and degradation of ketone bodies"	0.000686423344298729	0.000743014765453992	0.000532093742301124	0.000652377747099295	0.000697570187827666
"Metabolism|Metabolism of terpenoids and polyketides|Limonene and pinene degradation"	0.00075230260535267	0.000956639271600611	0.000251595709173273	0.000687289425386791	0.000648281714335783
"Human Diseases|Endocrine and metabolic diseases|Insulin resistance"	0.000565802664892389	0.000534047010516742	0.000836927693430482	0.000609632304100734	0.000704144882999186
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of ansamycins"	0.000718946238659762	0.000625454457694271	0.000557500661119335	0.000785431237601502	0.000479720476353858
"Environmental Information Processing|Signal transduction|HIF-1 signaling pathway"	0.000632910682204959	0.000623286581350063	0.00063483878013151	0.000651899195994549	0.000610299268996161
"Metabolism|Glycan biosynthesis and metabolism|Glycosphingolipid biosynthesis - globo and isoglobo series"	0.000539335412043839	0.000417599163639494	0.000968852324126798	0.000619904625925443	0.000598503480305152
"Cellular Processes|Transport and catabolism|Lysosome"	0.000496629967222986	0.000208145820422059	0.00116798258224424	0.000575862907312893	0.000668383723767916
"Organismal Systems|Endocrine system|Insulin signaling pathway"	0.000557979224285431	0.000588672321427981	0.000685578564893159	0.000589194256189271	0.000683241259470636
"Metabolism|Glycan biosynthesis and metabolism|Glycosaminoglycan degradation"	0.000534822550216481	0.000393393174876782	0.000926481885540413	0.000557228771938256	0.000653887024067576
"Metabolism|Xenobiotics biodegradation and metabolism|Caprolactam degradation"	0.000758559761141335	0.000800128340169436	0.00030120614954745	0.000690670303377712	0.000509577963960494
"Organismal Systems|Environmental adaptation|Thermogenesis"	0.000473191086061375	0.000399748376807038	0.000924025768551794	0.000512615325912448	0.000707400813843379
"Genetic Information Processing|Translation|RNA transport"	0.000629174700677084	0.0006527564287421	0.000523357281837321	0.000612323283182597	0.000559735253472417
"Metabolism|Biosynthesis of other secondary metabolites|Phenylpropanoid biosynthesis"	0.00056166648880249	0.000510800839480675	0.000716235470112739	0.000570078945574199	0.000514714628598699
"Metabolism|Biosynthesis of other secondary metabolites|Neomycin, kanamycin and gentamicin biosynthesis"	0.000548597706254819	0.00046732648092035	0.000675231456328052	0.000639499241622014	0.000504711376319457
"Cellular Processes|Cell growth and death|Ferroptosis"	0.00049578643354572	0.000389576387804344	0.000808093401785538	0.000504746546971778	0.000590792057003403
"Human Diseases|Infectious diseases: Bacterial|Epithelial cell signaling in Helicobacter pylori infection"	0.000519480662724159	0.000533138872936174	0.00061069253206745	0.00053440631240556	0.000586324523898559
"Metabolism|Metabolism of cofactors and vitamins|Retinol metabolism"	0.000532457440265828	0.000566573190890954	0.000484151893713157	0.000498762335119001	0.000593773487282953
"Metabolism|Biosynthesis of other secondary metabolites|Acarbose and validamycin biosynthesis"	0.00050987548253964	0.000402606085492651	0.000684606178957345	0.000508852826676166	0.000549471466705403
"Organismal Systems|Nervous system|GABAergic synapse"	0.000497253020012309	0.000542258238789027	0.000519770351803997	0.000490893574237039	0.000592448850172335
"Metabolism|Biosynthesis of other secondary metabolites|Phenazine biosynthesis"	0.000502190462633215	0.000530062210913481	0.000454018188586374	0.000490427702757548	0.000507514035074494
"Metabolism|Lipid metabolism|Steroid hormone biosynthesis"	0.000431404044335996	0.000397468662988654	0.000561439955531033	0.000430814941391912	0.000523708307971349
"Environmental Information Processing|Signal transduction|Phosphatidylinositol signaling system"	0.000381703380611885	0.000402061644685708	0.000556534014880872	0.000412934720990816	0.000541587457278589
"Metabolism|Xenobiotics biodegradation and metabolism|Styrene degradation"	0.000596746377803989	0.000516681801566416	0.000244652857545108	0.000563314874120988	0.000322450148773775
"Organismal Systems|Endocrine system|Adipocytokine signaling pathway"	0.000385409812257036	0.00029644321343065	0.000658967264797711	0.000391632555030217	0.000456825102943188
"Organismal Systems|Nervous system|Glutamatergic synapse"	0.000409630008513612	0.000388295344529747	0.000498847222576011	0.000424174509457374	0.000458553602282884
"Human Diseases|Neurodegenerative diseases|Alzheimer's disease"	0.00033017924428031	0.000362900317912972	0.000531230857874082	0.000364851114425898	0.000536418472163706
"Metabolism|Metabolism of terpenoids and polyketides|Nonribosomal peptide structures"	0.000436361260741098	0.000402334318160942	0.000328352403820758	0.000431806559698871	0.000382665892061107
"Environmental Information Processing|Signal transduction|AMPK signaling pathway"	0.000342115678536622	0.000338293921293487	0.000469513112567487	0.000361984247109288	0.000424698624463445
"Metabolism|Xenobiotics biodegradation and metabolism|Chlorocyclohexane and chlorobenzene degradation"	0.00028772127762218	0.000377008879899267	0.000415934788186991	0.000292495581667773	0.000531655500949336
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of vancomycin group antibiotics"	0.000403283506096172	0.00029509536397273	0.000449274258928603	0.000401242717624352	0.000352661188970318
"Human Diseases|Cancers: Overview|MicroRNAs in cancer"	0.000354178993362936	0.00036073628311559	0.000361356049050843	0.000355581467023377	0.000404435316838449
"Metabolism|Biosynthesis of other secondary metabolites|Carbapenem biosynthesis"	0.000384961299291662	0.000367574376137077	0.000364286025078908	0.000386586544201711	0.000317425448960431
"Metabolism|Metabolism of cofactors and vitamins|Lipoic acid metabolism"	0.000282990694472346	0.000322291989099572	0.000432548053623434	0.000280354583965512	0.000449753888452347
"Metabolism|Lipid metabolism|alpha-Linolenic acid metabolism"	0.000324717779195683	0.000416932813680877	0.000220956503659081	0.000312846314231234	0.00038671791507708
"Human Diseases|Endocrine and metabolic diseases|Type II diabetes mellitus"	0.000338857220469866	0.000343634969334656	0.000306483055499006	0.000355894673992841	0.000313741437431007
"Organismal Systems|Endocrine system|Thyroid hormone synthesis"	0.000247460238232193	0.000201077081461681	0.000499373668054458	0.000264871987945404	0.000433030483441888
"Metabolism|Xenobiotics biodegradation and metabolism|Atrazine degradation"	0.000283066124309129	0.00030666530502485	0.000399173615320297	0.000305271596770251	0.000331756177788197
"Cellular Processes|Cell growth and death|Apoptosis - fly"	0.000249446211155105	0.000202423149027254	0.000495113739269258	0.000278969618121095	0.000365146325475369
"Human Diseases|Neurodegenerative diseases|Huntington's disease"	0.000229408659563887	0.00027669070585287	0.000389258516412928	0.000249602694996495	0.000433574898516628
"Human Diseases|Endocrine and metabolic diseases|Type I diabetes mellitus"	0.000291896281222788	0.000340517665827481	0.000284587255484479	0.000280750845740523	0.000354134890748693
"Human Diseases|Cancers: Overview|Chemical carcinogenesis"	0.000254142982965946	0.000411954194925667	0.000176745178432237	0.000228655651352959	0.000432741984182966
