"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"Human Diseases|Drug resistance: Antimicrobial"	0.0156842322178692	0.0128485943932052	0.0116402300182101	0.0115218388851524	0.0115579986263289	0.0117879734231021	0.0107093888096443	0.0115837809823416	0.0129131756578762	0.0133078877731367
"Metabolism|Biosynthesis of other secondary metabolites"	0.0104224267854086	0.0115637274427514	0.011928872075546	0.0124174710818776	0.0122523115207329	0.0126021852257858	0.0124502842249504	0.0122687283701071	0.0128630721258199	0.0135014571616771
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0161500389785973	0.0161517480173732	0.0110506956944817	0.0135669140466137	0.0108079939817398	0.0101446624564118	0.0140955661011015	0.0109804023065567	0.00888732298194902	0.00865860612526104
"Metabolism|Metabolism of terpenoids and polyketides"	0.0114801861933076	0.0106079049968846	0.00947109408339997	0.0100244408280281	0.00941344948138156	0.0093806640358942	0.00978914705772449	0.00935796965315272	0.00981848148214531	0.00997964364274158
"Cellular Processes|Cell growth and death"	0.00428534894836427	0.00578030706686811	0.00721924650845953	0.0079060636834164	0.0079639252605916	0.00940984982187199	0.00706653627433784	0.0081412840879975	0.00979403895099298	0.0114117674540743
"Cellular Processes|Cell motility"	0.0102561196007425	0.00743587336890994	0.00322888991267171	0.0082200030377012	0.00385392085806513	0.00612765410954859	0.00444267551587613	0.00422599650635403	0.00482410658747896	0.00797957492602059
"Human Diseases|Infectious diseases: Bacterial"	0.00715910242698397	0.00563378586321951	0.0048631098420275	0.00499164940825383	0.00484593747793687	0.00489235391509252	0.00448769415141685	0.00469512274926097	0.00482739037750365	0.00521113590507943
"Organismal Systems|Endocrine system"	0.00334926993792595	0.00379498943068024	0.00432065482685731	0.00394303876630375	0.00437904237036007	0.0047175884995094	0.00410472545172231	0.0044501722612783	0.0052450618233871	0.00563422943995254
"Human Diseases|Cancers: Overview"	0.00354883941422301	0.00307564257231483	0.00265849921993803	0.00259004118621941	0.00253890374880168	0.00279522941686099	0.00250634420362457	0.00266819873225537	0.00293688503746195	0.00320139225980327
"Human Diseases|Drug resistance: Antineoplastic"	0.0017413678205608	0.00205003602475978	0.00254648733279222	0.002240353840426	0.00256421605637415	0.00278834381144954	0.00229124911816226	0.00261870958958964	0.00283344447510003	0.00309287603249692
"Organismal Systems|Aging"	0.00229745044293667	0.00193359646881085	0.00169922534477828	0.00178089735613491	0.00171629142479893	0.00197575788934647	0.00156701718354686	0.00177809076809256	0.00218902306336333	0.00254482720171359
"Human Diseases|Endocrine and metabolic diseases"	0.0014853803464718	0.00175057578058698	0.00181830260548063	0.00163340071254308	0.00177226150765626	0.00198375544535032	0.00177990328811141	0.00186995016877454	0.00208427035467741	0.00226804345049416
"Cellular Processes|Transport and catabolism"	0.00129743748359086	0.000972794961918883	0.00171528330470206	0.00159491694371951	0.00195381259341272	0.0019702634681582	0.00125152304613297	0.00173055158447988	0.00264602894131324	0.00293289022066746
"Organismal Systems|Immune system"	0.00106725045022488	0.00130862553624942	0.00160136944894725	0.00154551345683278	0.00169618634208234	0.00190710440347848	0.0015305700978572	0.00171258079212904	0.00224307989966313	0.0023527306128051
"Genetic Information Processing|Transcription"	0.000917806692127411	0.00111137656836396	0.00152939975654757	0.00116512549151422	0.0014709956714764	0.00139254882977546	0.00133425040616332	0.00146841141472554	0.00143355542587771	0.00132481885181087
"Organismal Systems|Environmental adaptation"	0.00109851624695673	0.00105939138125253	0.00101771328738079	0.00129864530522716	0.00110794493858813	0.00134823567593594	0.00104217608818587	0.00112460391375036	0.0014132462146895	0.00174421148677631
"Human Diseases|Cardiovascular diseases"	0.000989899084118671	0.000984878224290382	0.00113552784816691	0.00109422787679226	0.00116856544081493	0.00135739997496549	0.00101076499066302	0.00117937029141202	0.00152738725979236	0.00172034729385284
"Organismal Systems|Nervous system"	0.00101214651735323	0.000787082330782967	0.000960432153566697	0.000893347963120589	0.00100524770584298	0.00102694794781311	0.000749050224249822	0.000943184669337663	0.00119380169117169	0.00135012257311956
"Human Diseases|Neurodegenerative diseases"	0.00104992782855671	0.000988828453090765	0.00059258945132305	0.000936604061973929	0.000549508106074319	0.00106754319209097	0.000662644955072433	0.000757920402200931	0.000834440435175542	0.00132869101023519
"Human Diseases|Cancers: Specific types"	0.00101427424519225	0.000945161921169662	0.000619580494072695	0.000770966946968746	0.000613446108294091	0.000744205022499219	0.000727998607041431	0.000669153251448023	0.000773011909264464	0.000943086411013363
"Organismal Systems|Digestive system"	0.000374692047744692	0.000411943024509429	0.000510834181190016	0.00058133725368414	0.000597393170153956	0.000719555344441024	0.000483092195717664	0.000587392263856001	0.000954425988198568	0.00118189024292572
"Human Diseases|Infectious diseases: Viral"	0.000308441293158011	0.000469714966726853	0.000399314455247701	0.000489365056663731	0.000393000601079192	0.000621439785779988	0.000452980266174644	0.000481433738928181	0.000535916552788567	0.000733868750624512
"Human Diseases|Infectious diseases: Parasitic"	0.000267553792192753	0.000204819603550789	0.000132723999633994	0.000199785929318424	0.00016400794713763	0.000275976801745919	0.000120464249109868	0.000181899651739047	0.00029485688510984	0.000455607809910852
"Human Diseases|Immune diseases"	0.000256324332966435	0.000189511627142779	0.000204318617089172	0.000183304272258168	0.000202605065932298	0.000251178291453879	0.000147874651400654	0.000217738097726364	0.000283365260136083	0.000327224994203295
"Organismal Systems|Excretory system"	0.000212419184843853	0.000104086209815997	0.000215834498676223	0.000190873203300312	0.000268909826031428	0.000182513674193643	0.000130641784001728	0.000192810848904334	0.000247383609269748	0.000266447400023917
"Human Diseases|Substance dependence"	9.47587215288095e-06	8.26293703260392e-05	5.34670943315768e-05	0.000153588475927863	6.41494021399858e-05	0.000165876009243931	9.89419223048253e-05	9.89130379186806e-05	0.000106336255826424	0.000246671284809632
"Organismal Systems|Circulatory system"	1.00176615911024e-05	8.35407970704569e-05	5.50084880420367e-05	0.000108425989455964	4.83841832634092e-05	0.000163123286320753	7.84952548930418e-05	9.63117055026671e-05	0.000103273071502206	0.000218319655799421
"Environmental Information Processing|Signaling molecules and interaction"	4.18110257077136e-06	2.98944279856224e-05	2.50029062262999e-05	5.86951511976616e-05	2.44052870840083e-05	6.14645700305876e-05	3.64230901387886e-05	3.61467922988195e-05	4.27217811741544e-05	7.26875985247332e-05
"Metabolism|Chemical structure transformation maps"	3.21012335613902e-06	2.76441489556342e-05	1.77982805004663e-05	3.58418137902606e-05	1.61488070252011e-05	5.44116906744056e-05	2.59323586686034e-05	3.21127938965518e-05	3.43201672244015e-05	6.71633733366422e-05
"Organismal Systems|Development"	1.96187829252194e-08	0	7.29409523699761e-06	3.64764857741035e-06	2.86602403383279e-06	6.23404908563243e-06	2.67112793319094e-06	3.2036830278366e-06	6.89216472949048e-06	4.59695208461539e-06
"Cellular Processes|Cellular community - eukaryotes"	0	2.00835901533568e-08	0	0	0	0	0	2.42202840592458e-08	0	0
