flow_cell_id,experiment_id,kit,barcode,alias,seqrun
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode27,HER-58-MGE-L180,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode43,KOR-58-MGE-L215,cm001
FAX08980,PL2,SQK-16S024,barcode14,KOR-58-MGE-S14,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode37,KUB-58-DRS-L205,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode38,KUB-58-MGE-L206,cm001
FAX08980,PL2,SQK-16S024,barcode11,KUB-58-MGE-S11,cm002
ARM773,PL3,SQK-16S024,barcode20,GOO-59-MGE-S43,cm003
AVI598,UNO-CM-009,SQK-16S114-24,barcode21,HAM-59-MGE-S182,cm009
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode20,HEN-59-MGE-S135,cm007
AVI598,UNO-CM-009,SQK-16S114-24,barcode06,IRI-59-MGE-S167,cm009
ARM904,16S_UNO-CM-006,SQK-16S024,barcode08,OPH-59-MGE-S100,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode09,IRI-60-MGE-S101,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode10,MAR-60-MGE-S102,cm006
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode21,WOL-60-MGE-S136,cm007
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode22,JOA-62-MGE-S137,cm007
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode16,GIN-66-DRS-L155,cm001
AVI598,UNO-CM-009,SQK-16S114-24,barcode12,HEN-66-MGE-S173,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode39,HAM-67-DRS-L207,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode40,HAM-67-MGE-L208,cm001
FAX08980,PL2,SQK-16S024,barcode12,HAM-67-MGE-S12,cm002
ARL498,PL4,SQK-16S024,barcode02,HER-67-MGE-S48,cm004
ARL498,PL4,SQK-16S024,barcode03,IVY-67-MGE-S49,cm004
ARL498,PL4,SQK-16S024,barcode05,FRA-68-MGE-S51,cm004
ARL498,PL4,SQK-16S024,barcode04,JAR-68-MGE-S50,cm004
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode44,GRO-70-DRS-L217,cm001
FAX08980,PL2,SQK-16S024,barcode15,GRO-70-DRS-S15,cm002
AVI598,UNO-CM-009,SQK-16S114-24,barcode22,IVY-70-MGE-S183,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode10,LAM-70-DRS-L143,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode11,LAM-70-MGE-L144,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode41,MAR-70-DRS-L209,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode17,WOL-70-DRS-L157,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode18,WOL-70-MGE-L158,cm001
FAX08980,PL2,SQK-16S024,barcode02,WOL-70-MGE-S2,cm002
