"Taxa"	"buddy11"	"buddy16"	"buddy44"	"buddy46"	"buddy48"	"buddy50"	"buddy56"	"buddy57"
"Human Diseases|Drug resistance: Antineoplastic"	0.00221292100287884	0.00203451324238663	0.00224309422678505	0.00251895705040354	0.00254868227919679	0.00209928896884395	0.00194774681414535	0.00242290487307049
"Cellular Processes|Transport and catabolism"	0.00158274824981925	0.00281121922959145	0.00210253965943487	0.00256245189726909	0.0015029132602375	0.00154710700635492	0.001450452253935	0.00159549448951504
"Organismal Systems|Aging"	0.00189324409658772	0.00208778412693141	0.00160681175421015	0.00199685543361872	0.00172980847906002	0.00201514293544287	0.00209531185747583	0.00161442168734786
"Human Diseases|Endocrine and metabolic diseases"	0.00166992245158357	0.00161814001229031	0.00161779298319181	0.00185117450620722	0.0017952861720936	0.00159409812258974	0.00155957225856479	0.00170830723431152
"Organismal Systems|Immune system"	0.0015048057755525	0.00185609996678955	0.0016372676700593	0.00199171964152053	0.00157502889710304	0.00122852139382486	0.00122511405864977	0.00153210903545107
"Organismal Systems|Environmental adaptation"	0.0011754169888167	0.0015104201642855	0.00122092519470444	0.00148088378957979	0.00128169453322701	0.00113750663916494	0.00110404141590227	0.00120325879253823
"Human Diseases|Cardiovascular diseases"	0.00110168710379148	0.00153707729149811	0.00119220548948988	0.00146672385055846	0.00114670388305316	0.00107400931784364	0.00106046479400273	0.00110927574246213
"Genetic Information Processing|Transcription"	0.00120786536592951	0.000835088429144767	0.0012877066927664	0.00127172077488152	0.00131136703111699	0.00108316708632387	0.000995710665538515	0.00133672523250837
"Organismal Systems|Nervous system"	0.000949730815932459	0.00130877397679277	0.00103677146173963	0.00116781155999835	0.000897579218018641	0.00111772706195654	0.00109341809175468	0.000906506713783442
"Human Diseases|Neurodegenerative diseases"	0.0008658792394076	0.0010691828951899	0.000560372222044654	0.000868595435683886	0.0010492105401101	0.000959889843360793	0.00105613530971868	0.000796734359909727
"Human Diseases|Cancers: Specific types"	0.000791012102034429	0.000853842193217064	0.000599847110704158	0.000713282372323357	0.000727877762064266	0.000890593346450697	0.000941083639813982	0.000664067639677868
"Organismal Systems|Digestive system"	0.00050950309519966	0.000598198169092298	0.000543214669420643	0.000823916119452188	0.000531930219033993	0.000406874052812291	0.00041444661308534	0.000499403663096962
"Human Diseases|Infectious diseases: Viral"	0.00041549582023679	0.000497400182243855	0.000372443145022777	0.000514439738239639	0.00059131526322879	0.000367511665058409	0.000358096677441123	0.000483175075103344
"Organismal Systems|Excretory system"	0.000199079555113756	0.00025267170248791	0.000258525208435718	0.000233410555881097	0.000178480706630177	0.000260044891160042	0.000209469884937806	0.000214197988082338
"Human Diseases|Immune diseases"	0.000216020950739115	0.000279938832590612	0.000181138403224809	0.00025156727522018	0.000192606037215532	0.000208730604153827	0.000242339659320559	0.000173385643758456
"Human Diseases|Infectious diseases: Parasitic"	0.000201649075270245	0.000317741573577978	0.000122197015257157	0.000236191679664265	0.00021688022411819	0.000192974995573397	0.000211293838721416	0.00015893984468016
"Human Diseases|Substance dependence"	7.3844366163672e-05	0.000107571683608224	6.63983587498571e-05	0.00013463211248137	0.000176016765516111	5.92801100631042e-05	5.60816601643696e-05	0.000121250643488959
"Organismal Systems|Circulatory system"	6.40711382815168e-05	0.000104404549885618	4.54195238163778e-05	0.000111405709926911	0.000158637543012545	4.7141563997228e-05	4.4727319571807e-05	0.000102371102628244
"Environmental Information Processing|Signaling molecules and interaction"	3.00438447978422e-05	5.0410634598481e-05	4.23150650746892e-05	6.09853825654733e-05	6.70294586809246e-05	2.54140143376265e-05	2.25012202658529e-05	5.27489577938991e-05
"Metabolism|Chemical structure transformation maps"	2.12163243198029e-05	3.34863044609198e-05	1.46782607455367e-05	3.56498271766116e-05	5.25547688507818e-05	1.52543963569132e-05	1.4679092257788e-05	3.38182066873967e-05
"Organismal Systems|Development"	3.49202536469908e-06	2.91607243703966e-05	1.9406823540067e-05	1.90428207432932e-05	3.96246273081292e-06	2.88326735830656e-06	3.39061938689505e-06	6.68835884098204e-06
"Cellular Processes|Cellular community - eukaryotes"	0	0	0	0	0	0	2.46443856586795e-08	0
