"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"Human Diseases|Drug resistance: Antineoplastic"	0.00223790776338915	0.00231330144332026	0.0028400086471715	0.00237266586333485	0.00207029981018753	0.00218550628374814	0.00227292004638723	0.0021719027376729	0.0030688827874553
"Human Diseases|Endocrine and metabolic diseases"	0.00155679114866229	0.00162267740294577	0.00211430391477553	0.00181460558020766	0.00161820786378928	0.00165245619654005	0.00167419108467567	0.00158499417062413	0.00224138793549796
"Organismal Systems|Aging"	0.00148599684778369	0.00152974145102192	0.00230116165003857	0.00177801807850001	0.00141704400662507	0.0014588000544142	0.00160650892341559	0.00153624250292725	0.00243228436806911
"Organismal Systems|Immune system"	0.00154958448222657	0.00148883741799541	0.00166596249105364	0.00166250080656599	0.00149622792547504	0.00148908802968823	0.00154920678123004	0.00155400699271995	0.00214204914212688
"Cellular Processes|Transport and catabolism"	0.00126010887438393	0.00147081897608113	0.00237595078472701	0.00157268159057413	0.00106998973295645	0.00120574541410286	0.00141923594568314	0.00143800033869133	0.00259187179505509
"Genetic Information Processing|Transcription"	0.00136769095557491	0.00136492917639675	0.00120108876769055	0.0011580285611098	0.00137259516739849	0.00136892839412193	0.00128440982529037	0.00132291044293974	0.0011606456579961
"Organismal Systems|Environmental adaptation"	0.00098869323647326	0.00104053248738918	0.00177372493601556	0.00134493795646516	0.000832390653305024	0.000917900377290999	0.00110092204456261	0.00103638265665427	0.00189777529561333
"Human Diseases|Cardiovascular diseases"	0.000961261026239458	0.00100664930233027	0.0014652597775535	0.00120728820871783	0.000859464810077593	0.000931209053940825	0.00103027360424905	0.000989598981987266	0.00170371445669455
"Human Diseases|Neurodegenerative diseases"	0.000721654849778353	0.000682146910469595	0.00160399109611841	0.00110509271013995	0.000378778971804416	0.000519655706617294	0.000739555002529347	0.000581808008539612	0.00178741249551582
"Organismal Systems|Nervous system"	0.000723572258697099	0.000813328805911893	0.00126993962311322	0.000886388598562548	0.000624111750577493	0.000716001780385943	0.000798412662156026	0.000785042466525645	0.00126627400150839
"Human Diseases|Cancers: Specific types"	0.000522033368438321	0.000582431159223127	0.000871791772672426	0.000798321382446398	0.000591467354846378	0.000606406413645848	0.000666580217821286	0.00058481244587198	0.000984944508629902
"Organismal Systems|Digestive system"	0.000416559903052632	0.00045461122700246	0.000997515507154873	0.000630956998303148	0.000422974008128864	0.000435580335007867	0.000538580019143355	0.000496364349658314	0.00101027577879363
"Human Diseases|Infectious diseases: Viral"	0.000428405744603677	0.000423864547884182	0.000829469728246608	0.000617621771874225	0.000326222981783588	0.000377181749100438	0.000460063973237756	0.000382916330194085	0.000919148966453393
"Human Diseases|Infectious diseases: Parasitic"	0.000131138058343253	0.000128764033912479	0.00050148293696878	0.000227075116295154	5.19996453448711e-05	8.63530771677029e-05	0.000148046341753205	0.000110570801273594	0.000483431968726272
"Human Diseases|Immune diseases"	0.000218343215310068	0.000183081795348032	0.000287264489254147	0.000191683381992513	0.000153878382680566	0.00016486658680751	0.00017657584570135	0.000184347078055526	0.000292799476623693
"Human Diseases|Substance dependence"	0.000107849507677189	0.000107113819633686	0.000416780756715349	0.00019379177193766	4.0790136575691e-05	6.75558987211179e-05	0.000127043299488473	8.30318055770114e-05	0.000345413329288304
"Organismal Systems|Excretory system"	9.1026724122051e-05	0.00016634529876301	0.000154375074973953	0.000122302692272657	7.88893451478692e-05	0.000121312700446329	0.000147783171661786	0.000138100158792874	0.000183088889682424
"Organismal Systems|Circulatory system"	9.00006410489867e-05	8.01486830101787e-05	0.000310545057589639	0.000170872519060664	2.22084607481259e-05	4.92504293902343e-05	9.30355328949999e-05	5.83602132713232e-05	0.000321072339446822
"Environmental Information Processing|Signaling molecules and interaction"	4.0793426428191e-05	4.13299019506703e-05	9.77938531256126e-05	7.79442289606678e-05	1.63100846139463e-05	2.65875403761816e-05	4.81730424337333e-05	3.57884079601226e-05	0.000116676104440989
"Metabolism|Chemical structure transformation maps"	2.99497931557972e-05	2.65502883677611e-05	9.12147162182235e-05	5.6495228429284e-05	6.98491910626541e-06	1.6039077889917e-05	3.04450481884421e-05	1.88689673810001e-05	0.000104190410443673
"Organismal Systems|Development"	3.32775479508859e-06	3.7016317219874e-06	5.19873615749901e-06	1.2135316878184e-05	2.25666617279344e-06	3.17792909744319e-06	4.88601381261321e-06	6.47293843089049e-06	1.09846091039008e-05
