"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"Metabolism|Lipid metabolism|Glycerophospholipid metabolism"	0.00293596802793264	0.00261944171372196	0.00274807696437432	0.00344211852338233	0.0032089921198514	0.00372273396889353	0.00314528284035308	0.00322697718063315	0.00337057903695546
"Metabolism|Metabolism of cofactors and vitamins|Thiamine metabolism"	0.00305750713363817	0.00319877051504389	0.00313905838498958	0.00316142089727661	0.00309652894742129	0.00271786433999651	0.0029716250285469	0.00322727631241995	0.00320140220776123
"Metabolism|Amino acid metabolism|Phenylalanine metabolism"	0.00298819317618541	0.00298920274588742	0.00311184653946071	0.00288991669141273	0.0030163969261487	0.00341473835649271	0.00324661049624487	0.00297778600554494	0.00270065972730937
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine biosynthesis"	0.00270852718093815	0.00277822202640221	0.00280036433201445	0.00286404696138059	0.00286599183710933	0.00265234682532577	0.00272917821456884	0.00287901094047937	0.00281868168724802
"Metabolism|Global and overview maps|Degradation of aromatic compounds"	0.00263671691893745	0.00249663053327974	0.00258785475617381	0.00249411029026008	0.00257201804314489	0.00385910144761453	0.00323464219793846	0.00245369552870747	0.00218212114773602
"Cellular Processes|Cell motility|Flagellar assembly"	0.001549634589434	0.000979288703962074	0.0015449722734537	0.00344472454128795	0.00327732058571895	0.00429526966342042	0.00264312030620698	0.00305504472715991	0.00289786985061105
"Metabolism|Metabolism of other amino acids|beta-Alanine metabolism"	0.00222983109891587	0.00270836357067808	0.00246468505672497	0.00231510450706588	0.00238979113530706	0.00295828260290896	0.00288592406464353	0.00258881042050229	0.00197001336642261
"Metabolism|Amino acid metabolism|Tyrosine metabolism"	0.0025330783874562	0.00220937823763601	0.00239167500761421	0.00238272643425925	0.00239837445609236	0.00319806142213232	0.00274007387834447	0.00234146135052863	0.00226107336823339
"Metabolism|Xenobiotics biodegradation and metabolism|Benzoate degradation"	0.00238836410783468	0.00235627797659827	0.00271783542773669	0.00222657986880254	0.00267643400064556	0.00273318935780954	0.00264823114787145	0.00257684767177222	0.00192132974138335
"Genetic Information Processing|Replication and repair|Base excision repair"	0.00230941386312798	0.00242645998723148	0.00244881444956462	0.00248986601971138	0.00244898734435267	0.00230088165716603	0.00240455497206294	0.00254022752334428	0.00244553816040592
"Metabolism|Metabolism of cofactors and vitamins|Riboflavin metabolism"	0.00220533989994485	0.0025358410352499	0.00237822183024	0.00226290279203485	0.00229701762317224	0.00246914588461235	0.00251036201458069	0.002336108912154	0.00210297136372969
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - other enzymes"	0.00219971317337182	0.00232516905921996	0.00223403028088888	0.00219659581302364	0.00217690379047548	0.00230476461594873	0.00229656363265033	0.00218311065125914	0.00217348221389643
"Genetic Information Processing|Replication and repair|Nucleotide excision repair"	0.00224605991392412	0.00218059969723195	0.00225471822203048	0.00227281446054178	0.00218661589791698	0.00201355912163372	0.00210462551737265	0.00220553842401885	0.00232368183851759
"Metabolism|Biosynthesis of other secondary metabolites|Streptomycin biosynthesis"	0.00236056775215243	0.00214188074843598	0.00218673939256287	0.00239723624541476	0.00229261486293817	0.00173642598861929	0.00174674093852167	0.00219785493391683	0.00272268490088736
"Genetic Information Processing|Folding, sorting and degradation|Sulfur relay system"	0.00179225527253318	0.0017855739212045	0.00175949703906576	0.00248247077941735	0.00231549508682084	0.00226931423542257	0.00200182215195137	0.00249801854719775	0.00236745078717334
"Human Diseases|Drug resistance: Antimicrobial|Vancomycin resistance"	0.00242581390556949	0.00224050176898208	0.00227211836004232	0.00195734563512082	0.00203195657938658	0.00173979457624465	0.00203500295547633	0.0020103972394849	0.00212700128465491
"Metabolism|Metabolism of other amino acids|Glutathione metabolism"	0.0014166340123286	0.00173977902642399	0.00162249786967897	0.00231644541758164	0.00206138054085823	0.00243976468889055	0.00207935939974429	0.00226123309631979	0.00207939036832399
"Metabolism|Carbohydrate metabolism|C5-Branched dibasic acid metabolism"	0.00186435348603805	0.00193752434512538	0.00196017589086716	0.00194376872443386	0.00197459704275487	0.00188314730797894	0.00193790554214249	0.00198895949763351	0.00187083383805218
"Metabolism|Amino acid metabolism|Lysine degradation"	0.00167119667566015	0.00168062232939321	0.0018342105350113	0.00178971330215598	0.00198466146181018	0.00275528540672795	0.00224848402374395	0.00191465147997463	0.00145285602581022
"Metabolism|Metabolism of cofactors and vitamins|Ubiquinone and other terpenoid-quinone biosynthesis"	0.00127984701633344	0.0018192482135634	0.00142934362323334	0.00216436733151783	0.00187598715772635	0.00257059635995353	0.00216366080527028	0.0021048254071837	0.00183694048046629
"Metabolism|Energy metabolism|Photosynthesis"	0.00174744027859961	0.00181469108782149	0.00183681743220453	0.00183020087434902	0.00178787476815193	0.00149706415566804	0.00167299445145389	0.00184213664620059	0.00187839848418792
"Metabolism|Glycan biosynthesis and metabolism|Other glycan degradation"	0.00241769578390761	0.0020791976053619	0.00142591890314728	0.00179952446930166	0.00157422894335692	0.00120390821971668	0.0010672367270832	0.00119041363337484	0.00259710132268183
"Metabolism|Lipid metabolism|Sphingolipid metabolism"	0.00228426001196528	0.00204233969234969	0.00147415824532334	0.00173984179794815	0.00150175900132466	0.0013177697124214	0.00130015734328449	0.00126305740303084	0.00240021343305798
"Metabolism|Biosynthesis of other secondary metabolites|Prodigiosin biosynthesis"	0.00159309337446488	0.00159651143011817	0.00154154521319611	0.00182767532338034	0.00180279185062823	0.00165375437277991	0.00153165459807548	0.00176550204413868	0.00190375588738788
"Metabolism|Biosynthesis of other secondary metabolites|Monobactam biosynthesis"	0.00145960471347077	0.00153313193044132	0.00151231655970542	0.00172184357654431	0.00166272219384478	0.00167968720231882	0.00152563721478518	0.00164319752798155	0.0017233542227849
"Metabolism|Carbohydrate metabolism|Ascorbate and aldarate metabolism"	0.00140439284279513	0.00126136736398962	0.00138259519719827	0.00145063266179845	0.00148413272466716	0.00249962470642458	0.00188371532706989	0.00130202024563618	0.00120905808526049
"Metabolism|Lipid metabolism|Biosynthesis of unsaturated fatty acids"	0.00138656241409986	0.00134039261288107	0.00133840511136385	0.00166773684839954	0.00163083101330486	0.00171132458122563	0.00145360525873694	0.00157390392725129	0.00167435873589062
"Metabolism|Metabolism of cofactors and vitamins|Vitamin B6 metabolism"	0.00132221160205574	0.00149971733223908	0.00140275762505777	0.00160397315749331	0.00148839075310967	0.00146113434226108	0.00147806772589786	0.00158245059875537	0.00156285500245329
"Metabolism|Biosynthesis of other secondary metabolites|Novobiocin biosynthesis"	0.0014262666541734	0.00158881150097144	0.00148877903793632	0.00146614223608925	0.00139385136626292	0.00116368217558616	0.00141749878305435	0.00153743478429525	0.00146887173807218
"Human Diseases|Infectious diseases: Bacterial|Pertussis"	0.00132428390103528	0.00104653619660992	0.00109397789834026	0.00133542024008013	0.00137161728561463	0.00184978514587521	0.0013020617688361	0.00114282919756224	0.00140706813270137
"Metabolism|Xenobiotics biodegradation and metabolism|Chloroalkane and chloroalkene degradation"	0.00134632297596853	0.000983655588273145	0.00120221122170087	0.00131477329433282	0.00135346737163739	0.00158054037090027	0.00127546712173508	0.00125603407100231	0.00135100340735883
"Organismal Systems|Endocrine system|Glucagon signaling pathway"	0.00121485132158965	0.00145870303425785	0.00131833250121819	0.00132076200105756	0.00122587419161673	0.00108089290642726	0.00130606296097937	0.00134484983512132	0.0013299091738051
"Metabolism|Metabolism of other amino acids|Cyanoamino acid metabolism"	0.00159336027734195	0.00120450376064553	0.0012500140723746	0.0012621760404928	0.00120535862670649	0.00107750945513445	0.00110376323159228	0.00112400263734694	0.00155009034346648
"Metabolism|Amino acid metabolism|Tryptophan metabolism"	0.00116932962320792	0.00105997966453915	0.0012191018892027	0.00116556814102908	0.00130075430506351	0.00172166677768394	0.0014008160402636	0.00126990060942902	0.000984205863027259
"Cellular Processes|Cell growth and death|Necroptosis"	0.00123575644550074	0.00122534106473691	0.00122815736408334	0.00131273812298166	0.00126912432348482	0.00112409964674091	0.00116292176946026	0.0012879113233096	0.00136416855297942
"Metabolism|Biosynthesis of other secondary metabolites|Tropane, piperidine and pyridine alkaloid biosynthesis"	0.00120300984026137	0.00125610159593378	0.00122403864212491	0.00123876901943858	0.00118187576227343	0.00111918266076553	0.00121981688003485	0.0012666362876033	0.0012136311777926
"Genetic Information Processing|Transcription|RNA polymerase"	0.00118739969451463	0.00132048251619172	0.0013008269276364	0.00115608146066625	0.0011493291552136	0.00100630362779304	0.00122820693387801	0.00123353987273613	0.00113004533559759
"Human Diseases|Drug resistance: Antineoplastic|Antifolate resistance"	0.00115781216849139	0.0012148027621295	0.0012166202720335	0.00119196763745021	0.00118916939592941	0.000973442823412952	0.00108443344761891	0.00119365020594929	0.00122237198828321
"Human Diseases|Cancers: Overview|Central carbon metabolism in cancer"	0.00107613897184453	0.00131159608045839	0.00111157372081908	0.00117121904263914	0.00110972420354852	0.00108209718590575	0.00115383584236318	0.00115882669026269	0.00118574517164564
"Metabolism|Metabolism of other amino acids|Taurine and hypotaurine metabolism"	0.00110735393676553	0.000996857520368359	0.00113274996689139	0.00116491152303116	0.00119517679611018	0.00125728741949852	0.00111629916139564	0.00113650339742388	0.00114466732280996
"Human Diseases|Cardiovascular diseases|Fluid shear stress and atherosclerosis"	0.00105044790638348	0.00108898725758001	0.000979442846503078	0.00120202988592438	0.00115399598121066	0.00105479553304802	0.00094633556519457	0.00110994922104975	0.00129511028049521
"Metabolism|Carbohydrate metabolism|Inositol phosphate metabolism"	0.00128076272346918	0.000950145448398385	0.0010770979414789	0.00104524048410093	0.00106630875649436	0.00113017609299784	0.000997047843725788	0.000955827473638011	0.00119966027281879
"Human Diseases|Infectious diseases: Bacterial|Legionellosis"	0.000984344075429325	0.00104727100062856	0.00107522414093588	0.00116100249478558	0.0010801436880657	0.000963624125669309	0.00104135265813615	0.00114000248326804	0.00113240846700238
"Cellular Processes|Transport and catabolism|Peroxisome"	0.00105402825624457	0.000997635438710067	0.000997244947519495	0.00108193054187214	0.00104319788514618	0.00111797637290653	0.00099601820438104	0.000919940108255529	0.00112270547247649
"Environmental Information Processing|Signal transduction|MAPK signaling pathway - plant"	0.000852663816989225	0.000969985957239862	0.000958195159393344	0.00113417024323807	0.00107061415721844	0.000838312834437526	0.000942256095660999	0.00119595017610682	0.00110745086611554
"Metabolism|Metabolism of other amino acids|D-Glutamine and D-glutamate metabolism"	0.000945574467422257	0.00101512549975814	0.00103922644037537	0.000996674253850469	0.00101523023582606	0.000903199896683443	0.000949184253791431	0.00102204699859208	0.000992073583520103
"Human Diseases|Drug resistance: Antineoplastic|Platinum drug resistance"	0.00074426335166365	0.000823055743061776	0.000866368306125079	0.00117481517621598	0.00109254312317286	0.000917219509359826	0.000907779133502199	0.00121780229721004	0.00110829885352557
"Metabolism|Metabolism of terpenoids and polyketides|Polyketide sugar unit biosynthesis"	0.000937645020814624	0.000890246723517118	0.000896008938855341	0.00115877934726164	0.0011223755232086	0.000805531162500825	0.00066425184542665	0.00100530829416605	0.00130107624487315
"Organismal Systems|Aging|Longevity regulating pathway - worm"	0.00082698778609675	0.000802373590248231	0.000844550354182978	0.00108253885363054	0.00100622759561404	0.000985767962163732	0.000879184866290926	0.00104236203248562	0.00106973927167734
"Metabolism|Xenobiotics biodegradation and metabolism|Aminobenzoate degradation"	0.000901569018915201	0.000835007151907955	0.000939292167482765	0.000882342922758929	0.000940412389738017	0.00119059345142484	0.0010445279703724	0.000932194222161612	0.000769733920444316
"Human Diseases|Infectious diseases: Bacterial|Tuberculosis"	0.00076340417380564	0.000786444022396775	0.000800207204584706	0.00101779064868328	0.000947511080538808	0.00084250072195091	0.000795724818837391	0.000989402581486067	0.00101341100399811
"Genetic Information Processing|Folding, sorting and degradation|Protein processing in endoplasmic reticulum"	0.000873168263639583	0.00108745781126937	0.000957575008922541	0.0008517784602353	0.000825374731762638	0.000604621243956444	0.000880502320002397	0.000932821034736717	0.000849240414740767
