"ID"	"Function"
"njc85"	"L-Lysine (Lysine, D-Lysine) -- Consumption"
"njc86"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc87"	"L-Methionine (D-Methionine) -- Consumption"
"njc88"	"L-Ornithine (Ornithine) -- Production"
"njc89"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc90"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc91"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc92"	"L-Sorbose (Sorbose) -- Consumption"
"njc93"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc94"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc95"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc96"	"Lactose -- Consumption"
"njc97"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc98"	"Lipoic acid (Lipoate) -- Consumption"
"njc99"	"Lithocholic acid -- Production"
"njc100"	"Maltose -- Consumption"
"njc101"	"Mannan -- Macromolecule"
"njc102"	"Melibiose -- Consumption"
"njc103"	"Menaquinone (Vitamin K2) -- Production"
"njc104"	"Methanol -- Consumption"
"njc105"	"Methanol -- Production"
"njc106"	"Methylamine (Monomethylamine) -- Consumption"
"njc107"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc108"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc109"	"N-Acetyl-D-mannosamine -- Consumption"
"njc110"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc111"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc112"	"N2 -- Consumption"
"njc113"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc114"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc115"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc116"	"Nitrate (NO3-) -- Consumption"
"njc117"	"Nitrite (NO2-) -- Consumption"
"njc118"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc119"	"Pectin -- Macromolecule"
"njc120"	"Phenylacetate -- Production"
"njc121"	"Phenylethylamine -- Production"
"njc122"	"Polypeptide -- Macromolecule"
"njc123"	"Propanoate (Propionate) -- Consumption"
"njc124"	"Propanoate (Propionate) -- Production"
"njc125"	"Putrescine -- Production"
"njc126"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc127"	"Pyruvate -- Consumption"
"njc128"	"Pyruvate -- Production"
"njc129"	"Raffinose -- Consumption"
"njc130"	"Riboflavin (Vitamin B2) -- Consumption"
"njc131"	"Riboflavin (Vitamin B2) -- Production"
"njc132"	"Spermidine -- Production"
"njc133"	"Stachyose -- Consumption"
"njc134"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc135"	"Succinate -- Consumption"
"njc136"	"Succinate -- Production"
"njc137"	"Sucrose -- Consumption"
"njc138"	"Taurochenodeoxycholate -- Consumption"
"njc139"	"Taurocholate -- Consumption"
"njc140"	"Taurodeoxycholate -- Consumption"
"njc141"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc142"	"Thymidine -- Consumption"
"njc143"	"Trehalose -- Consumption"
"njc144"	"Triglyceride -- Macromolecule"
"njc145"	"Trimethylamine -- Production"
"njc146"	"Tyramine -- Consumption"
"njc147"	"Tyramine -- Production"
"njc148"	"Urea -- Consumption"
"njc149"	"Urea -- Production"
"njc150"	"Uridine -- Consumption"
"njc151"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc152"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc153"	"XOS (Xylooligosaccharide) -- Consumption"
"njc154"	"Xylan -- Macromolecule"
