"ID"	"Function"
"fpt42"	"Formate -- Consumption"
"fpt43"	"Formate -- Production"
"fpt44"	"FOS (Fructooligosaccharide) -- Consumption"
"fpt45"	"Fructan (Inulin, Levan) -- Macromolecule"
"fpt46"	"Galactan -- Macromolecule"
"fpt47"	"Glycerol -- Consumption"
"fpt48"	"H2 (Hydrogen) -- Consumption"
"fpt49"	"H2 (Hydrogen) -- Production"
"fpt50"	"H2O2 -- Production"
"fpt51"	"H2S (HS-) -- Production"
"fpt52"	"Hemicellulose, not specified -- Macromolecule"
"fpt53"	"Hippurate -- Consumption"
"fpt54"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"fpt55"	"Indole -- Production"
"fpt56"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"fpt57"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"fpt58"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"fpt59"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"fpt60"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"fpt61"	"L-Arginine (Arginine) -- Consumption"
"fpt62"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"fpt63"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"fpt64"	"L-Fucose -- Consumption"
"fpt65"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"fpt66"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt67"	"L-Methionine (D-Methionine) -- Consumption"
"fpt68"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt69"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt70"	"Lactose -- Consumption"
"fpt71"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt72"	"Lithocholic acid -- Production"
"fpt73"	"Maltose -- Consumption"
"fpt74"	"Mannan -- Macromolecule"
"fpt75"	"Melibiose -- Consumption"
"fpt76"	"Menaquinone (Vitamin K2) -- Production"
"fpt77"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt78"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt79"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt80"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt81"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt82"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt83"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt84"	"Nitrate (NO3-) -- Consumption"
"fpt85"	"Nitrite (NO2-) -- Consumption"
"fpt86"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt87"	"Pectin -- Macromolecule"
"fpt88"	"Phenylethylamine -- Production"
"fpt89"	"Polypeptide -- Macromolecule"
"fpt90"	"Propanoate (Propionate) -- Consumption"
"fpt91"	"Propanoate (Propionate) -- Production"
"fpt92"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt93"	"Putrescine -- Production"
"fpt94"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt95"	"Pyruvate -- Consumption"
"fpt96"	"Pyruvate -- Production"
"fpt97"	"Raffinose -- Consumption"
"fpt98"	"Stachyose -- Consumption"
"fpt99"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt100"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt101"	"Succinate -- Production"
"fpt102"	"Sucrose -- Consumption"
"fpt103"	"Tauro-b-muricholic acid -- Consumption"
"fpt104"	"Taurocholate -- Consumption"
"fpt105"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt106"	"Trehalose -- Consumption"
"fpt107"	"Trimethylamine -- Production"
"fpt108"	"Tyramine -- Production"
"fpt109"	"Urea -- Consumption"
"fpt110"	"Urea -- Production"
"fpt111"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt112"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt113"	"Xylan -- Macromolecule"
