"Taxa"	"jarjarbinks14"	"jarjarbinks15"	"jarjarbinks21"	"jarjarbinks29"	"jarjarbinks32"	"jarjarbinks44"	"jarjarbinks49"	"jarjarbinks68"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0.00057191878753217	0.00228767515012868	0.0131428571428571	0.0398571428571429	0.0804860614724803	0.0196190748961764	0.024024024024024	0.0313170313170313
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sartorii"	0.0381755790677724	0.0185873605947955	0.0435714285714286	0.0297142857142857	0.0160114367405289	0.0204783044536732	0.0234520234520235	0.0195910195910196
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.00328853302830998	0.00400343151272519	0.0467142857142857	0.0148571428571429	0.0304503216583274	0.0011456394099957	0.0371800371800372	0.0301730301730302
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.00328853302830998	0.00343151272519302	0.0517142857142857	0.0165714285714286	0.0288777698355969	0.00100243448374624	0.0316030316030316	0.0271700271700272
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0.0145839290820703	0.00800686302545039	0.0238571428571429	0.0205714285714286	0.0220157255182273	0.0131748532149506	0.0341770341770342	0.0225940225940226
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter quasiroggenkampii"	0	0	0	0	0	0.142775311470715	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus"	0.0308836145267372	0.0157277666571347	0.0122857142857143	0.00685714285714286	0.0121515368120086	0.0293570098811399	0.00757900757900758	0.0151580151580152
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0.0155847869602516	0.0248784672576494	0.00814285714285714	0.0121428571428571	0.0132952108649035	0.00343691822998711	0.0297440297440297	0.011011011011011
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.0057191878753217	0.00757792393480126	0.0408571428571429	0.0142857142857143	0.0125804145818442	0.00128884433624517	0.0137280137280137	0.0134420134420134
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella seckii"	0.00428939090649128	0.00443237060337432	0.00814285714285714	0.0101428571428571	0.0140100071479628	0.0167549763711872	0.014014014014014	0.0213070213070213
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.000142979696883043	0.000142979696883043	0.00685714285714286	0.0202857142857143	0.0374553252323088	0.00830588572246885	0.00915200915200915	0.00815100815100815
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00142979696883043	0.00257363454389477	0.0282857142857143	0.00871428571428571	0.0110078627591137	0.00128884433624517	0.0132990132990133	0.00900900900900901
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0.0297397769516729	0.0175865027166142	0.005	0.004	0.00357398141529664	0.00257768867249033	0.00815100815100815	0.00371800371800372
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides mediterraneensis"	0.00843580211609951	0.00443237060337432	0.008	0.00557142857142857	0.00629020729092209	0.0214807389374194	0.00786500786500786	0.00829400829400829
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis"	0.00271661424077781	0.00142979696883043	0.00157142857142857	0.00357142857142857	0.00714796283059328	0.0342259773736217	0.00629200629200629	0.00386100386100386
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis"	0.023591649985702	0.0108664569631112	0	0	0	0.0226263783474152	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.00142979696883043	0.00157277666571347	0.00342857142857143	0.00242857142857143	0.00943531093638313	0.000572819704997852	0.0211640211640212	0.00757900757900758
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0.0155847869602516	0.00900772090363168	0.00271428571428571	0.00485714285714286	0.00357398141529664	0.0011456394099957	0.00543400543400543	0.00429000429000429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis"	0.0117243351444095	0.00686302545038605	0.00157142857142857	0.001	0.00200142959256612	0.019475869969927	0.000286000286000286	0.00343200343200343
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus gnavus"	0.0214469545324564	0.0185873605947955	0	0	0	0.00143204926249463	0	0.000143000143000143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas hippei"	0.006720045753503	0.00814984272233343	0.00114285714285714	0.00314285714285714	0.00686204431736955	0.00300730345123872	0.00657800657800658	0.00557700557700558
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii"	0.0162996854446669	0.013297111810123	0.002	0.000428571428571429	0.00114367405289492	0.00171845911499356	0.000715000715000715	0.00157300157300157
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0.0120102945381756	0.0191592793823277	0	0.000142857142857143	0.00486061472480343	0.000572819704997852	0.000143000143000143	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00142979696883043	0.00142979696883043	0.00328571428571429	0.00271428571428571	0.00285918513223731	0.0180438207074323	0.00271700271700272	0.00343200343200343
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.000714898484415213	0.000714898484415213	0.00457142857142857	0.004	0.00357398141529664	0.000143204926249463	0.0101530101530102	0.00929500929500929
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter wuhouensis"	0	0	0	0	0	0.032793928111127	0	0.000143000143000143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis"	0.00757792393480126	0.00543322848155562	0.000285714285714286	0.000428571428571429	0.00243030736240172	0.00988113991121295	0.000286000286000286	0.00357500357500357
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae"	0.0111524163568773	0.00757792393480126	0	0	0.000142959256611866	0.0103107546899613	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0	0	0.00128571428571429	0.003	0.00886347390993567	0.00472576256623228	0.00471900471900472	0.00629200629200629
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.00057191878753217	0.00142979696883043	0.002	0.00585714285714286	0.0111508220157255	0.000143204926249463	0.000572000572000572	0.00657800657800658
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas fragi"	0	0	0	0	0	0	0	0.0281710281710282
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.00800686302545039	0.0171575636259651	0.000428571428571429	0.000285714285714286	0.000285918513223731	0.000572819704997852	0.000143000143000143	0.00128700128700129
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00128681727194738	0.00171575636259651	0.00185714285714286	0.00257142857142857	0.0050035739814153	0.000572819704997852	0.0108680108680109	0.00343200343200343
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.000428939090649128	0	0.00357142857142857	0.000714285714285714	0.00614724803431022	0.000143204926249463	0.00872300872300872	0.00672100672100672
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella baroniae"	0.00400343151272519	0.00228767515012868	0.00257142857142857	0.002	0.00471765546819157	0.00200486896749248	0.00271700271700272	0.00371800371800372
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium"	0.00300257363454389	0.00543322848155562	0	0	0	0.000859229557496778	0.000286000286000286	0.0135850135850136
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.0097226193880469	0.00843580211609951	0.000714285714285714	0.000714285714285714	0.000571837026447462	0.000716024631247315	0.00143000143000143	0.000858000858000858
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00814984272233343	0.0114383757506434	0.000142857142857143	0.000142857142857143	0.000142959256611866	0.000572819704997852	0	0.00228800228800229
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.00142979696883043	0.00114383757506434	0.00157142857142857	0.003	0.00486061472480343	0.00100243448374624	0.00314600314600315	0.00486200486200486
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei"	0.00128681727194738	0.000428939090649128	0	0.001	0.00271622587562545	0.00458255763998282	0.001001001001001	0.00958100958100958
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter mori"	0	0	0	0	0	0.0193326650436775	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum"	0	0	0	0	0	0.019189460117428	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0.00514726908778953	0.00514726908778953	0	0	0.000142959256611866	0.00801947586996993	0.000143000143000143	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0.0122962539319417	0.00529024878467258	0	0	0	0.00100243448374624	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter asburiae"	0	0	0	0	0	0.0168981812974366	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0.00614812696597083	0.00371747211895911	0	0	0.000428877769835597	0.00572819704997852	0.000143000143000143	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.00414641120960824	0.00614812696597083	0.000428571428571429	0.00185714285714286	0.000714796283059328	0.000286409852498926	0.000429000429000429	0.00157300157300157
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.000857878181298256	0.000428939090649128	0.00185714285714286	0.000714285714285714	0.00486061472480343	0.00143204926249463	0.000429000429000429	0.004004004004004
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0.00257363454389477	0.00057191878753217	0.00228571428571429	0.000857142857142857	0.00142959256611866	0.0011456394099957	0.00286000286000286	0.00157300157300157
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0.00057191878753217	0.00343151272519302	0	0	0	0.00902191035371617	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0.00257363454389477	0.000714898484415213	0.000428571428571429	0.000142857142857143	0.000857755539671194	0.00515537734498067	0.000858000858000858	0.00157300157300157
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000142979696883043	0	0.000285714285714286	0.000285714285714286	0.00285918513223731	0.000143204926249463	0.00629200629200629	0.00228800228800229
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0	0	0.000428571428571429	0.000714285714285714	0.00671908506075768	0.00171845911499356	0.00214500214500214	0.000429000429000429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.0010008578781813	0.00057191878753217	0.00128571428571429	0.001	0.00185847033595425	0.00143204926249463	0.00271700271700272	0.00185900185900186
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00443237060337432	0.00328853302830998	0.000285714285714286	0.000142857142857143	0.000285918513223731	0.000859229557496778	0.000858000858000858	0.000572000572000572
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chengduensis"	0	0	0	0	0	0.0104539596162108	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0.00271661424077781	0.00243065484701172	0	0	0.00128663330950679	0.000429614778748389	0.00243100243100243	0.000858000858000858
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0	0	0	0.0100243448374624	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pongonis"	0	0	0	0	0	0.00973793498496348	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.00214469545324564	0.000142979696883043	0.00128571428571429	0.000285714285714286	0.00114367405289492	0.00214807389374194	0.00171600171600172	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.000285959393766085	0.000142979696883043	0.00228571428571429	0.000428571428571429	0.00114367405289492	0.000143204926249463	0.00171600171600172	0.00271700271700272
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium angulatum"	0	0	0	0	0	0.00873550050121724	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00214469545324564	0.00157277666571347	0.000142857142857143	0.000714285714285714	0.000714796283059328	0.00128884433624517	0.000429000429000429	0.00143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00114383757506434	0.000428939090649128	0.000428571428571429	0.000571428571428571	0.00142959256611866	0.000286409852498926	0.00286000286000286	0.00114400114400114
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.00114383757506434	0.00114383757506434	0	0.000714285714285714	0.000571837026447462	0.0011456394099957	0.000429000429000429	0.00286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0.0010008578781813	0.0010008578781813	0.000428571428571429	0.000571428571428571	0.00128663330950679	0.000286409852498926	0.00228800228800229	0.000858000858000858
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.0010008578781813	0.000857878181298256	0.000714285714285714	0.000857142857142857	0.000857755539671194	0.000286409852498926	0.00286000286000286	0.000286000286000286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0.000857878181298256	0.000285959393766085	0.000285714285714286	0.000571428571428571	0.00228734810578985	0.000716024631247315	0.000715000715000715	0.00157300157300157
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.000285959393766085	0.000285959393766085	0.000428571428571429	0.000285714285714286	0.000571837026447462	0.00358012315623657	0.00128700128700129	0.000286000286000286
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0.00687383645997422	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00271661424077781	0.00114383757506434	0.000142857142857143	0	0.000857755539671194	0.000143204926249463	0.00114400114400114	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0.0020017157563626	0.00214469545324564	0	0	0.000428877769835597	0.000143204926249463	0.000572000572000572	0.001001001001001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00171575636259651	0.00214469545324564	0.000285714285714286	0.000285714285714286	0.000428877769835597	0.000286409852498926	0.000858000858000858	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00257363454389477	0.000714898484415213	0.000571428571428571	0.000142857142857143	0.000428877769835597	0.000143204926249463	0.000858000858000858	0.000286000286000286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0.00271661424077781	0.00142979696883043	0.000142857142857143	0	0	0.0011456394099957	0.000143000143000143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.00128681727194738	0.000857878181298256	0.000142857142857143	0.000571428571428571	0.000714796283059328	0.000143204926249463	0.001001001001001	0.000286000286000286
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas bubulae"	0	0	0	0	0	0	0	0.00471900471900472
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.00114383757506434	0.00157277666571347	0	0.000285714285714286	0	0.00128884433624517	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0.00185873605947955	0.00214469545324564	0	0	0	0.000429614778748389	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0	0	0	0.00429614778748389	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0.000857878181298256	0.000857878181298256	0.000142857142857143	0	0.000285918513223731	0.00186166404124302	0.000143000143000143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.000285959393766085	0.000714898484415213	0.000142857142857143	0.000142857142857143	0.000571837026447462	0.000429614778748389	0.00143000143000143	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.00157277666571347	0.000428939090649128	0.000142857142857143	0	0.000285918513223731	0.000286409852498926	0.001001001001001	0.000286000286000286
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0.0038665330087355	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.0020017157563626	0.000428939090649128	0	0	0	0.00143204926249463	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0.00372332808248604	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum"	0	0	0	0	0	0.00372332808248604	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus scindens"	0.000857878181298256	0.00243065484701172	0.000142857142857143	0	0	0.000143204926249463	0	0.000143000143000143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0.00057191878753217	0.000142979696883043	0.000142857142857143	0.000142857142857143	0.000285918513223731	0.000859229557496778	0.000858000858000858	0.000429000429000429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0	0	0	0.00315050837748819	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0.000142979696883043	0	0	0	0.000571837026447462	0.000143204926249463	0.00143000143000143	0.000858000858000858
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0.000285959393766085	0.000142857142857143	0	0.000571837026447462	0.000143204926249463	0.00143000143000143	0.000572000572000572
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.000142979696883043	0	0.000428571428571429	0	0.000571837026447462	0	0.00114400114400114	0.000858000858000858
