"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0.00428755180791768	0.0314465408805031	0.0024327418431597	0	0.00028604118993135	0	0.00100071479628306	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas hippei"	0.00771759325425182	0.00943396226415094	0.00128792215226102	0.00728571428571429	0.00314645308924485	0.00500071438776968	0.00214438884917798	0.00328618374053436
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0.00986136915821066	0.00428816466552316	0.000429307384087006	0.00371428571428571	0.000715102974828375	0.00657236748106872	0.000428877769835597	0.00871553079011287
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0.00800343004144633	0.00443110348770726	0.000286204922724671	0.00814285714285714	0.00128718535469108	0.00585797971138734	0.00114367405289492	0.00528646949564223
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0.0180309101316543	0	0.0045766590389016	0	0.0100071479628306	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0.0168860904407556	0	0.00328947368421053	0	0.0121515368120086	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0.00100042875518079	0.00157232704402516	0.00314825414997138	0.00214285714285714	0.0091533180778032	0.00928704100585798	0.00357398141529664	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.00343004144633414	0.002715837621498	0.000715512306811677	0.00171428571428571	0.0005720823798627	0.00371481640234319	0.000428877769835597	0.01343049007001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii"	0.00500214377590396	0.002715837621498	0	0.00185714285714286	0.00185926773455378	0.0105729389912845	0.000714796283059328	0.00314330618659809
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.00100042875518079	0.000714694110920526	0.00157412707498569	0.00628571428571429	0.00200228832951945	0.0114302043149021	0.000571837026447462	0.0018574082011716
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0.00915855752718947	0	0.0051487414187643	0	0.00857755539671194	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella baroniae"	0.000857510361583536	0.00214408233276158	0.00257584430452204	0.00442857142857143	0.00085812356979405	0.00885840834404915	0.00185847033595425	0.000714387769681383
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0.0121480634557668	0	0	0	0	0	0.009578270192995	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.00514506216950121	0.002715837621498	0	0.00514285714285714	0.000143020594965675	0.00342906129447064	0	0.00371481640234319
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00157210232956982	0.00185820468839337	0.000429307384087006	0.005	0.0005720823798627	0.00528646949564223	0.000428877769835597	0.00300042863266181
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.00200085751036158	0.00171526586620926	0.000143102461362335	0.000428571428571429	0.000143020594965675	0.00285755107872553	0	0.0107158165452207
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0.00185793911676433	0.00128644939965695	0.000429307384087006	0.000285714285714286	0.00429061784897025	0.00785826546649521	0.00171551107934239	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.0035729598399314	0.00371640937678674	0.000429307384087006	0.00128571428571429	0.000429061784897025	0.00442920417202458	0.000428877769835597	0.00328618374053436
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.000857510361583536	0.000714694110920526	0.00357756153405839	0.00114285714285714	0.00314645308924485	0.00442920417202458	0.00285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00443047020151493	0.00185820468839337	0.000715512306811677	0.000714285714285714	0.00128718535469108	0.00228604086298043	0.000857755539671194	0.00371481640234319
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0.00729822552947911	0	0.00557780320366133	0	0.00157255182273052	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0.00385879662712591	0.002715837621498	0	0.000428571428571429	0.0005720823798627	0.00200028575510787	0.000285918513223731	0.00442920417202458
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0.0068689181453921	0	0.0034324942791762	0	0.00171551107934239	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0.00915855752718947	0	0.0017162471395881	0	0.00100071479628306	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0.000428755180791768	0.000857632933104631	0.00286204922724671	0.000714285714285714	0.00085812356979405	0.00485783683383341	0.000857755539671194	0.000285755107872553
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0.00071459196798628	0.00128644939965695	0.000429307384087006	0.000571428571428571	0.0034324942791762	0.00285755107872553	0.00171551107934239	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.000428755180791768	0.000571755288736421	0.00128792215226102	0.00128571428571429	0.0022883295194508	0.000714387769681383	0.00257326661901358	0.000285755107872553
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0	0	0.0044361763022324	0.000285714285714286	0.00200228832951945	0.000285755107872553	0.00228734810578985	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0.000142918393597256	0.000142938822184105	0.00329135661133372	0.00285714285714286	0.00185926773455378	0.000714387769681383	0.000285918513223731	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0.000428755180791768	0.00114351057747284	0.00100171722953635	0.000571428571428571	0.0005720823798627	0.00414344906415202	0.000857755539671194	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00300128626554238	0.00157232704402516	0.000143102461362335	0.000857142857142857	0.000143020594965675	0.00142877553936277	0.000142959256611866	0.00100014287755394
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pongonis"	0	0	0.00343445907269605	0	0.00357551487414188	0	0.00114367405289492	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium angulatum"	0	0	0.00314825414997138	0	0.00328947368421053	0	0.000857755539671194	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum"	0	0	0.00414997137950773	0	0.00243135011441648	0	0.000571837026447462	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium saguinibicoloris"	0	0	0.00386376645678306	0	0.000429061784897025	0	0.00257326661901358	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0	0	0.0024327418431597	0.000571428571428571	0.00128718535469108	0.00085726532361766	0.00100071479628306	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00200085751036158	0.000857632933104631	0	0.000285714285714286	0.00028604118993135	0.00200028575510787	0.000142959256611866	0.000571510215745106
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium cebidarum"	0	0	0.00157412707498569	0	0.00243135011441648	0	0.00185847033595425	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.00214377590395884	0.00185820468839337	0.000143102461362335	0.000285714285714286	0	0.000142877553936277	0.00128663330950679	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0.00400171502072317	0	0	0	0	0.000142877553936277	0.00171551107934239	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.00171502072316707	0.000714694110920526	0.000286204922724671	0.000285714285714286	0.000429061784897025	0.00085726532361766	0.000142959256611866	0.00128589798542649
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea|s__Mediterranea massiliensis"	0	0	0.00343445907269605	0	0.000715102974828375	0	0.00128663330950679	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00214377590395884	0.000571755288736421	0.000143102461362335	0.000285714285714286	0.000143020594965675	0.00085726532361766	0.000142959256611866	0.000714387769681383
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0	0.000142938822184105	0.00143102461362335	0	0.0017162471395881	0.00042863266180883	0.000857755539671194	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella tayi"	0.000285836787194512	0	0.000143102461362335	0	0.00028604118993135	0.00142877553936277	0.000142959256611866	0.00228604086298043
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.000285836787194512	0	0.000715512306811677	0	0.00128718535469108	0.00100014287755394	0.000571837026447462	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.0012862655423753	0.00100057175528874	0.000143102461362335	0.000285714285714286	0.000143020594965675	0.000571510215745106	0	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.0012862655423753	0.000714694110920526	0.000143102461362335	0	0.000143020594965675	0.00085726532361766	0.000142959256611866	0.000714387769681383
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium santillanense"	0	0	0.00271894676588437	0	0.00085812356979405	0	0.000285918513223731	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella provencensis"	0.000142918393597256	0.000142938822184105	0.000286204922724671	0.000285714285714286	0.00085812356979405	0.00171453064723532	0.000142959256611866	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00157210232956982	0.000857632933104631	0.000143102461362335	0.000428571428571429	0.00028604118993135	0.000142877553936277	0	0.00042863266180883
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0	0	0.0020034344590727	0.000142857142857143	0.0005720823798627	0.00042863266180883	0.000571837026447462	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0.000285836787194512	0	0	0.000428571428571429	0.00128718535469108	0.00085726532361766	0.000714796283059328	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0	0.000142938822184105	0.000143102461362335	0.000714285714285714	0.0011441647597254	0.00085726532361766	0.000571837026447462	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0	0.000142938822184105	0.000429307384087006	0.000142857142857143	0.000143020594965675	0.00042863266180883	0.000142959256611866	0.00214316330904415
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0	0	0.000143102461362335	0.000285714285714286	0.000143020594965675	0.0018574082011716	0.000285918513223731	0.00042863266180883
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola coprophilus"	0	0	0.00143102461362335	0	0.0005720823798627	0.000142877553936277	0.000714796283059328	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0	0	0.000572409845449342	0.001	0.0005720823798627	0.000142877553936277	0.000714796283059328	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium miconisargentati"	0	0	0.00171722953634803	0	0.00085812356979405	0	0.000285918513223731	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella bouchesdurhonensis"	0	0	0.00100171722953635	0	0.00128718535469108	0	0.000571837026447462	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia schinkii"	0.000571673574389024	0.00028587764436821	0.000715512306811677	0	0.00085812356979405	0.000142877553936277	0.000285918513223731	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0	0.000142938822184105	0.000286204922724671	0.000142857142857143	0.00100114416475973	0.000571510215745106	0.000142959256611866	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.000857510361583536	0.000142938822184105	0.000286204922724671	0.000428571428571429	0.000429061784897025	0.000285755107872553	0.000285918513223731	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella xylanolytica"	0.000428755180791768	0.000428816466552316	0	0.000142857142857143	0	0.000571510215745106	0	0.00128589798542649
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides|s__Caecibacteroides pullorum"	0	0	0.0020034344590727	0	0.000143020594965675	0	0.000428877769835597	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0.00100042875518079	0.000714694110920526	0	0.000142857142857143	0	0.000571510215745106	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.000285836787194512	0.00028587764436821	0	0.000428571428571429	0	0.00085726532361766	0	0.000714387769681383
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum"	0	0	0.00128792215226102	0	0.00085812356979405	0	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia caecimuris"	0.000428755180791768	0.00028587764436821	0.000143102461362335	0	0.000715102974828375	0	0.000142959256611866	0.000714387769681383
