"Taxa"	"grogu22"	"grogu36"	"grogu37"	"grogu41"	"grogu45"	"grogu50"	"grogu56"	"grogu70"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.000142857142857143	0.00185714285714286	0.000285714285714286	0.00200085751036158	0.0331570673145634	0.000285714285714286	0.003	0.000571510215745106
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.00314285714285714	0.0132857142857143	0.00185714285714286	0.00814634843504359	0.0035729598399314	0.00157142857142857	0.00428571428571429	0.00328618374053436
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.00542857142857143	0.000571428571428571	0.000714285714285714	0.0012862655423753	0.017293125625268	0.00628571428571429	0.001	0.00085726532361766
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.000428571428571429	0.00528571428571429	0.000285714285714286	0.0155781049021009	0.0035729598399314	0.000714285714285714	0.00114285714285714	0.00585797971138734
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.000714285714285714	0.005	0.002	0.00686008289266829	0.00443047020151493	0.000857142857142857	0.000428571428571429	0.0117159594227747
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.00428571428571429	0.00285714285714286	0.00271428571428571	0.00328712305273689	0.00385879662712591	0.004	0.00685714285714286	0.00200028575510787
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0.008	0	0.017864799199657	0.000142918393597256	0.000142857142857143	0	0.00228604086298043
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.00285714285714286	0.00485714285714286	0.00742857142857143	0.00528798056309847	0.00114334714877805	0.00171428571428571	0.000428571428571429	0.00400057151021575
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.000714285714285714	0.00114285714285714	0.00242857142857143	0.00314420465913963	0.00343004144633414	0.00528571428571429	0.003	0.00842977568224032
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.000142857142857143	0	0	0	0.00157210232956982	0	0	0.0120017145306472
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0	0.000571428571428571	0.000857142857142857	0.000857510361583536	0.00385879662712591	0.00185714285714286	0.00185714285714286	0.00085726532361766
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.00157142857142857	0.00228571428571429	0.000142857142857143	0.00242961269115335	0.000142918393597256	0.000285714285714286	0.001	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.000571428571428571	0.000857142857142857	0.000428571428571429	0.00114334714877805	0.000428755180791768	0.000714285714285714	0.00171428571428571	0.0018574082011716
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.001	0.000714285714285714	0.000714285714285714	0.00071459196798628	0.000857510361583536	0.00114285714285714	0.00114285714285714	0.00114302043149021
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000428755180791768	0.00100042875518079	0.002	0.001	0.000285755107872553
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0	0	0	0	0.00200085751036158	0	0	0.00271467352478926
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000428755180791768	0.00157210232956982	0.000428571428571429	0.000428571428571429	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.000571428571428571	0.000428571428571429	0.000142857142857143	0.000571673574389024	0.000571673574389024	0.000428571428571429	0.000571428571428571	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0.000142857142857143	0.001	0.000285714285714286	0.000285836787194512	0	0.000142857142857143	0.000428571428571429	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.000142857142857143	0.000142857142857143	0	0.000285836787194512	0.00100042875518079	0.000428571428571429	0.000142857142857143	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.000142918393597256	0.000857510361583536	0.000428571428571429	0	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0	0	0	0	0.00171502072316707	0	0	0.000285755107872553
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0	0	0	0	0.00185793911676433	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.000142918393597256	0.000285836787194512	0.000285714285714286	0.000285714285714286	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.000142857142857143	0	0.000571428571428571	0	0.00100042875518079	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.000142857142857143	0	0	0.000142918393597256	0.000285836787194512	0.000142857142857143	0.000571428571428571	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000142857142857143	0.000142857142857143	0.000428571428571429	0.000285836787194512	0	0.000285714285714286	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000142857142857143	0	0.000142857142857143	0.000142918393597256	0.000571673574389024	0	0	0.000285755107872553
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0.000142857142857143	0	0.000285836787194512	0.000285836787194512	0	0.000285714285714286	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0	0.000285714285714286	0.000142857142857143	0.000142918393597256	0.000428755180791768	0	0	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0	0.000142857142857143	0	0.000142918393597256	0.000285836787194512	0.000428571428571429	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000285714285714286	0.000142857142857143	0.000142857142857143	0	0.000142918393597256	0	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0	0	0	0	0.00071459196798628	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.000142857142857143	0	0	0.000142918393597256	0.000285836787194512	0	0	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea"	0	0.000285714285714286	0	0.000285836787194512	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000142857142857143	0	0	0.000142918393597256	0.000142918393597256	0.000142857142857143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0	0.000285714285714286	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0	0	0.000428571428571429	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0	0.000142857142857143	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0	0	0.000142857142857143	0	0.000142918393597256	0	0	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.000142857142857143	0.000142857142857143	0	0.000142918393597256	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0	0	0	0.000142857142857143	0.000142857142857143	0.000142877553936277
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella"	0	0	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0	0	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0.000142857142857143	0	0.000142918393597256	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0	0	0	0.000142918393597256	0	0.000142857142857143	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0	0.000142918393597256	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0	0	0	0.000142918393597256	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0	0.000142918393597256	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0	0	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella"	0	0	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor"	0	0	0.000142857142857143	0	0	0	0	0
