"ID"	"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"
"culi_15"	15	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-09	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_21"	21	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-15	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_25"	25	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-19	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_27"	27	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-21	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_28"	28	"culi"	"baseline"	52000	90	29000	10	0	0	0	0	6	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-22	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_29"	29	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-23	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_30"	30	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-24	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_32"	32	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-26	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_36"	36	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-11-30	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_38"	38	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-02	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_39"	39	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-03	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_42"	42	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-06	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_43"	43	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-07	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_46"	46	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-10	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_48"	48	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-12	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_50"	50	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-14	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_51"	51	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	5.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-15	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_52"	52	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-16	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_54"	54	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-18	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_55"	55	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-19	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_58"	58	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-22	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_59"	59	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"no"	"M"	10	2023-12-23	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_61"	61	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-25	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_62"	62	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-26	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_64"	64	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-28	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_65"	65	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	10	2023-12-29	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_68"	68	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-01	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_74"	74	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-07	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_75"	75	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-08	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_77"	77	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-10	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_81"	81	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-14	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_82"	82	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-15	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_83"	83	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	0	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-16	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_84"	84	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-17	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_85"	85	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-18	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_86"	86	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-19	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_87"	87	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-01-20	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_88"	88	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"health: coprophagy observed"	"yes"	"M"	11	2024-01-21	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"culi_89"	89	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"food: removing cauliflower and broccoli from diet rotation"	"yes"	"M"	11	2024-01-22	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
