"ID"	"Function"
"njc85"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc86"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc87"	"L-Leucine (Leucine) -- Consumption"
"njc88"	"L-Lysine (Lysine, D-Lysine) -- Consumption"
"njc89"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc90"	"L-Methionine (D-Methionine) -- Consumption"
"njc91"	"L-Ornithine (Ornithine) -- Production"
"njc92"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc93"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc94"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc95"	"L-Sorbose (Sorbose) -- Consumption"
"njc96"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc97"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc98"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc99"	"Lactose -- Consumption"
"njc100"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"njc101"	"Lipoic acid (Lipoate) -- Consumption"
"njc102"	"Lithocholic acid -- Production"
"njc103"	"Maltose -- Consumption"
"njc104"	"Mannan -- Macromolecule"
"njc105"	"Melibiose -- Consumption"
"njc106"	"Menaquinone (Vitamin K2) -- Production"
"njc107"	"Methanol -- Consumption"
"njc108"	"Methanol -- Production"
"njc109"	"Methylamine (Monomethylamine) -- Consumption"
"njc110"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"njc111"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc112"	"N-Acetyl-D-mannosamine -- Consumption"
"njc113"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc114"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc115"	"N2 -- Consumption"
"njc116"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc117"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc118"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc119"	"Nitrate (NO3-) -- Consumption"
"njc120"	"Nitrite (NO2-) -- Consumption"
"njc121"	"Nitrite (NO2-) -- Production"
"njc122"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc123"	"Pectin -- Macromolecule"
"njc124"	"Phenylacetate -- Production"
"njc125"	"Phenylethylamine -- Production"
"njc126"	"Polypeptide -- Macromolecule"
"njc127"	"Propanoate (Propionate) -- Consumption"
"njc128"	"Propanoate (Propionate) -- Production"
"njc129"	"Putrescine -- Production"
"njc130"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc131"	"Pyruvate -- Consumption"
"njc132"	"Pyruvate -- Production"
"njc133"	"Raffinose -- Consumption"
"njc134"	"Riboflavin (Vitamin B2) -- Consumption"
"njc135"	"Riboflavin (Vitamin B2) -- Production"
"njc136"	"Spermidine -- Production"
"njc137"	"Stachyose -- Consumption"
"njc138"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc139"	"Succinate -- Consumption"
"njc140"	"Succinate -- Production"
"njc141"	"Sucrose -- Consumption"
"njc142"	"Taurochenodeoxycholate -- Consumption"
"njc143"	"Taurocholate -- Consumption"
"njc144"	"Taurodeoxycholate -- Consumption"
"njc145"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc146"	"Thymidine -- Consumption"
"njc147"	"Trehalose -- Consumption"
"njc148"	"Triglyceride -- Macromolecule"
"njc149"	"Trimethylamine -- Production"
"njc150"	"Tyramine -- Consumption"
"njc151"	"Tyramine -- Production"
"njc152"	"Urea -- Consumption"
"njc153"	"Urea -- Production"
"njc154"	"Uridine -- Consumption"
"njc155"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc156"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc157"	"XOS (Xylooligosaccharide) -- Consumption"
"njc158"	"Xylan -- Macromolecule"
