"ID"	"study_day"	"subj_day"	"CollectionDate"	"Subject"	"Subj_Certainty"	"probiotic"	"oatgel"	"steroid"	"cauliflower"	"tomatoes"	"broccoli"	"med_type"	"med_name"	"med_dose"	"dose_units"	"enclosure"	"access"	"estrus"	"pregnant"	"bristol_mean"	"bristol_min"	"bristol_max"	"health_note"	"repro_note"	"SampleNotes"
"hdz-192"	74	"C74"	2024-01-07	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-264"	75	"C75"	2024-01-08	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-258"	77	"C77"	2024-01-10	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-274"	82	"C82"	2024-01-15	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-249"	86	"C86"	2024-01-19	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	1	1	1	NA	NA	""
"hdz-240"	87	"C87"	2024-01-20	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-272"	88	"C88"	2024-01-21	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	6	6	6	NA	NA	""
"hdz-250"	88	"C88"	2024-01-21	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	6	6	6	NA	NA	""
"hdz-270"	89	"C89"	2024-01-22	"culi"	"yes"	"no"	"no"	0.2	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	6	6	6	NA	NA	""
"hdz-273"	90	"C90"	2024-01-23	"culi"	"yes"	"no"	"no"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-262"	91	"C91"	2024-01-24	"culi"	"yes"	"no"	"no"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-271"	92	"C92"	2024-01-25	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	6	5	6	NA	NA	""
"hdz-266"	95	"C95"	2024-01-28	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-394"	99	"C99"	2024-02-01	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-196"	103	"C103"	2024-02-05	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-235"	105	"C105"	2024-02-07	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-198"	106	"C106"	2024-02-08	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-326"	107	"C107"	2024-02-09	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-330"	108	"C108"	2024-02-10	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	6	6	6	"left biscuit/gum behind"	NA	""
"hdz-317"	111	"C111"	2024-02-13	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-308"	113	"C113"	2024-02-15	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-314"	114	"C114"	2024-02-16	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-324"	116	"C116"	2024-02-18	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-305"	117	"C117"	2024-02-19	"culi"	"yes"	"yes"	"yes"	0.2	"no"	"yes"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-310"	118	"C118"	2024-02-20	"culi"	"yes"	"no"	"yes"	0.2	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-320"	119	"C119"	2024-02-21	"culi"	"yes"	"no"	"yes"	0.2	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-301"	120	"C120"	2024-02-22	"culi"	"yes"	"no"	"yes"	0.2	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-241"	121	"C121"	2024-02-23	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-327"	123	"C123"	2024-02-25	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-236"	125	"C125"	2024-02-27	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"old"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-230"	128	"C128"	2024-03-01	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-222"	129	"C129"	2024-03-02	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	2	2	2	NA	NA	""
"hdz-339"	135	"C135"	2024-03-08	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-321"	137	"C137"	2024-03-10	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-221"	141	"C141"	2024-03-14	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-408"	142	"C142"	2024-03-15	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-219"	143	"C143"	2024-03-16	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	6	5	6	NA	NA	""
"hdz-220"	144	"C144"	2024-03-17	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-350"	151	"C151"	2024-03-24	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-224"	152	"C152"	2024-03-25	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	5	5	5	NA	NA	""
"hdz-215"	154	"C154"	2024-03-27	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-227"	156	"C156"	2024-03-29	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-226"	157	"C157"	2024-03-30	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	3	3	3	NA	NA	""
"hdz-388"	159	"C159"	2024-04-01	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	"Warble vulva swollen"
"hdz-352"	174	"C174"	2024-04-16	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	4	NA	NA	""
"hdz-354"	177	"C177"	2024-04-19	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-361"	178	"C178"	2024-04-20	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	6	NA	NA	""
"hdz-442"	200	"C200"	2024-05-12	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	6	6	6	NA	NA	""
"hdz-445"	201	"C201"	2024-05-13	"culi"	"yes"	"yes"	"yes"	0.1	"no"	"no"	"no"	"none"	"none"	0	"mg/day"	"new"	"no"	NA	NA	4	3	5	NA	NA	""
"hdz-311"	NA	"CNA"	2024-12-14	"culi"	"yes"	"unknown"	"unknown"	NA	"unknown"	"unknown"	"unknown"	NA	NA	NA	NA	NA	"unknown"	NA	NA	NA	NA	NA	NA	NA	""
"hdz-029"	NA	"UNA"	2023-11-02	"unknown"	"no"	"unknown"	"unknown"	NA	"unknown"	"unknown"	"unknown"	NA	NA	NA	NA	NA	"unknown"	NA	NA	NA	NA	NA	NA	NA	""
"hdz-206"	NA	"UNA"	2024-01-30	"unknown"	"no"	"unknown"	"unknown"	NA	"unknown"	"unknown"	"unknown"	NA	NA	NA	NA	NA	"unknown"	NA	NA	NA	NA	NA	NA	NA	""
"hdz-397"	NA	"UNA"	2024-03-07	"unknown"	"no"	"unknown"	"unknown"	NA	"unknown"	"unknown"	"unknown"	NA	NA	NA	NA	NA	"unknown"	NA	NA	NA	NA	NA	NA	NA	""
"hdz-095"	1	"W1"	2023-10-26	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"yes"	"yes"	"no"	NA	NA	NA	NA	NA	""
"hdz-005"	2	"W2"	2023-10-27	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"yes"	"yes"	"no"	NA	NA	NA	NA	NA	"Suspected date of conception"
"hdz-019"	4	"W4"	2023-10-29	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"yes"	"yes"	"no"	NA	NA	NA	NA	NA	"Complete vaginal closure"
"hdz-025"	6	"W6"	2023-10-31	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-002"	7	"W7"	2023-11-01	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-023"	9	"W9"	2023-11-03	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-001"	10	"W10"	2023-11-04	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-067"	33	"W33"	2023-11-27	"warble"	"no"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-186"	42	"W42"	2023-12-06	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-183"	43	"W43"	2023-12-07	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-161"	52	"W52"	2023-12-16	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-170"	54	"W54"	2023-12-18	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-099"	57	"W57"	2023-12-21	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-101"	60	"W60"	2023-12-24	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	"Very little stabilizer in the tube"
"hdz-096"	63	"W63"	2023-12-27	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-106"	68	"W68"	2024-01-01	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-193"	73	"W73"	2024-01-06	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-251"	83	"W83"	2024-01-16	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-323"	84	"W84"	2024-01-17	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-246"	85	"W85"	2024-01-18	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-247"	87	"W87"	2024-01-20	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-209"	93	"W93"	2024-01-26	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-207"	94	"W94"	2024-01-27	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-260"	95	"W95"	2024-01-28	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-205"	96	"W96"	2024-01-29	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-208"	97	"W97"	2024-01-30	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-194"	100	"W100"	2024-02-02	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-200"	101	"W101"	2024-02-03	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-199"	104	"W104"	2024-02-06	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-307"	107	"W107"	2024-02-09	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-315"	108	"W108"	2024-02-10	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-306"	109	"W109"	2024-02-11	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-303"	111	"W111"	2024-02-13	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-312"	112	"W112"	2024-02-14	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-313"	114	"W114"	2024-02-16	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-325"	120	"W120"	2024-02-22	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-242"	121	"W121"	2024-02-23	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-334"	122	"W122"	2024-02-24	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-302"	123	"W123"	2024-02-25	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-232"	126	"W126"	2024-02-28	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"old"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-309"	127	"W127"	2024-02-29	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-344"	136	"W136"	2024-03-09	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-409"	139	"W139"	2024-03-12	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-346"	140	"W140"	2024-03-13	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-210"	141	"W141"	2024-03-14	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-393"	144	"W144"	2024-03-17	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"no"	NA	NA	NA	NA	NA	""
"hdz-391"	150	"W150"	2024-03-23	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"yes"	"no"	NA	NA	NA	NA	NA	""
