"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.0151259495645231	0.0139910458824901	0.0122240341550025	0.0136807029287731	0.011531847346555	0.0110461990315022
"Genetic Information Processing|Translation|Ribosome"	0.0121007906087515	0.0118657328655687	0.0125847595961847	0.0119598520985251	0.0133720980960665	0.0124650241999411
"Metabolism|Carbohydrate metabolism|Starch and sucrose metabolism"	0.0120654130114288	0.0120236759106447	0.0114455727824998	0.0118439453706602	0.0107532616722996	0.0116846241807016
"Metabolism|Carbohydrate metabolism|Glycolysis / Gluconeogenesis"	0.0116643817641843	0.01171716074592	0.0113917691889203	0.0119030835890971	0.0109522545638	0.011690399722525
"Metabolism|Nucleotide metabolism|Pyrimidine metabolism"	0.0113954545045334	0.0112324321036457	0.0112973951739421	0.0110797221632474	0.0119334046309882	0.0112950104900912
"Metabolism|Carbohydrate metabolism|Pyruvate metabolism"	0.0106177322274198	0.0110024941996809	0.0109920369918435	0.0117512064149456	0.011444030022127	0.0107829097073166
"Metabolism|Carbohydrate metabolism|Fructose and mannose metabolism"	0.010078494619077	0.00937758450333051	0.00871248680729183	0.00884146153753369	0.00832701834858998	0.00865990369172684
"Metabolism|Amino acid metabolism|Cysteine and methionine metabolism"	0.00852104479726348	0.00890194919875293	0.00885495249866755	0.00890964053477555	0.00935077914556269	0.00847285405424565
"Metabolism|Carbohydrate metabolism|Glyoxylate and dicarboxylate metabolism"	0.00877453848051365	0.0085603777899309	0.00886220306308367	0.00865932618855468	0.00922039651206182	0.00848055111382098
"Metabolism|Energy metabolism|Carbon fixation pathways in prokaryotes"	0.00818906722343284	0.00825618325112451	0.00842464387977145	0.00856708304326756	0.00875496319553868	0.00811283270780941
"Metabolism|Amino acid metabolism|Glycine, serine and threonine metabolism"	0.0078277625246633	0.00790607024150145	0.00797560883358073	0.00763020935625218	0.00816979139415315	0.00782232681828878
"Metabolism|Carbohydrate metabolism|Propanoate metabolism"	0.00760867838668836	0.00772904591862445	0.00776586719233032	0.00823964081955163	0.00815509021782923	0.00751979983355685
"Metabolism|Energy metabolism|Methane metabolism"	0.0072147462699936	0.0075418212413493	0.00724795848200858	0.00828762783936177	0.0073669972850735	0.00715988909709069
"Metabolism|Energy metabolism|Oxidative phosphorylation"	0.00707238583805429	0.00660856379638781	0.00727519443536394	0.00591880100449243	0.0069064826417866	0.00764931371520786
"Metabolism|Carbohydrate metabolism|Galactose metabolism"	0.00702439935610343	0.00701618005439941	0.00621289859752534	0.00706479119986596	0.00579989994317639	0.00755389595347452
"Metabolism|Amino acid metabolism|Alanine, aspartate and glutamate metabolism"	0.00668584645007292	0.00658284159527107	0.00667416369625949	0.00680424478438085	0.00681242223657259	0.00706473698476012
"Metabolism|Metabolism of cofactors and vitamins|Porphyrin and chlorophyll metabolism"	0.0066938824715915	0.00624482363317748	0.00723853362295467	0.00715603775102023	0.00722153196003924	0.00579831445897078
"Genetic Information Processing|Translation|Aminoacyl-tRNA biosynthesis"	0.00644256353367447	0.00654140319115578	0.00675885099892493	0.00673102371140073	0.00722628304436595	0.00655320073949389
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Escherichia coli"	0.00724952080390641	0.00679984133894984	0.00673943918013779	0.00554617573472455	0.00639308943074986	0.00712405701852679
"Metabolism|Global and overview maps|Fatty acid metabolism"	0.00640233155033597	0.0064413440231067	0.00672003380877871	0.00618141334793951	0.00704854544184419	0.00690285184093778
"Metabolism|Carbohydrate metabolism|Butanoate metabolism"	0.00628604053687343	0.00675367759420202	0.00638758934375332	0.00703853408520939	0.00722176623169315	0.00582225373394091
"Metabolism|Global and overview maps|2-Oxocarboxylic acid metabolism"	0.0062682731113334	0.00667298908736981	0.00642488405428632	0.00677607310265569	0.00692389092407641	0.00566101733742087
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Pseudomonas aeruginosa"	0.00641214790389588	0.00582838795738664	0.00727946322416026	0.00467529713262175	0.00604373603522566	0.00786171508537646
"Metabolism|Carbohydrate metabolism|Pentose phosphate pathway"	0.00614684030351333	0.00616688295761411	0.00598999616802939	0.0064021595517653	0.00560617312129987	0.00607701704563113
"Metabolism|Carbohydrate metabolism|Citrate cycle (TCA cycle)"	0.00609065669857861	0.00586750918160641	0.00627836239695406	0.00567086199912151	0.00645967374531008	0.00600849978178398
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Vibrio cholerae"	0.00626154771156119	0.00581873221976624	0.00646943741047201	0.00518245436209072	0.00607227530170815	0.00650322320844556
"Metabolism|Amino acid metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis"	0.00579371015230278	0.00584964837592138	0.00613856915120024	0.00623389883369989	0.00658913454269902	0.00542737351415775
"Metabolism|Glycan biosynthesis and metabolism|Peptidoglycan biosynthesis"	0.00565363257017351	0.00588119999640173	0.00598096307739652	0.00625268826807118	0.00625225172279976	0.00584801609152221
"Cellular Processes|Cell growth and death|Cell cycle - Caulobacter"	0.0055174232831511	0.0053872761057898	0.00621256322573708	0.00527602738053264	0.00555592120673412	0.0064704220880931
"Environmental Information Processing|Membrane transport|Bacterial secretion system"	0.00595787918784199	0.00521855813099696	0.00596592647643091	0.00496407148786397	0.00605203702534523	0.00547926058140439
"Genetic Information Processing|Replication and repair|Homologous recombination"	0.00541926256711064	0.00527152134822179	0.00567556953350108	0.00526845940152389	0.00591822602346036	0.00577516051810481
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine degradation"	0.00491830050571213	0.00545819236748112	0.00549569285622497	0.00570065054792573	0.00630936968028684	0.0050111649850368
"Human Diseases|Drug resistance: Antimicrobial|beta-Lactam resistance"	0.0057230754576264	0.00545990155294874	0.00526918912090786	0.00517072413184079	0.005178381108301	0.00559241204689003
"Metabolism|Amino acid metabolism|Lysine biosynthesis"	0.00468355677744686	0.00513116729673434	0.00487342169996403	0.00510306995482587	0.00507951324422757	0.00501375582745279
"Metabolism|Lipid metabolism|Fatty acid biosynthesis"	0.00494178126298235	0.00470200462655787	0.00502098863970627	0.00439956248201619	0.00488433607990251	0.005648634846579
"Genetic Information Processing|Replication and repair|Mismatch repair"	0.00460720055726219	0.00461488701602866	0.00480004594915706	0.0045550901787346	0.00494659683395121	0.00487586424081619
"Metabolism|Energy metabolism|Sulfur metabolism"	0.00477228098019998	0.00455528775815028	0.00459619390029279	0.00461237274606882	0.00451759908936621	0.00438548251414603
"Genetic Information Processing|Folding, sorting and degradation|RNA degradation"	0.00431791120058463	0.0041804123210184	0.004537843725921	0.00389400919479475	0.00466587010108839	0.00481615608946353
"Metabolism|Metabolism of cofactors and vitamins|Folate biosynthesis"	0.00434847133173237	0.00400444168103741	0.004590550706126	0.00440220542146771	0.00487823127958787	0.00408779800694245
"Metabolism|Glycan biosynthesis and metabolism|Lipopolysaccharide biosynthesis"	0.00452925954269652	0.00424699138507528	0.00453371495610495	0.00364903182354062	0.00512822403886269	0.00406513313159327
"Metabolism|Energy metabolism|Carbon fixation in photosynthetic organisms"	0.00423721829863984	0.00415076348410709	0.00424354604598154	0.00436288040067701	0.00413084058227387	0.00421600727827889
"Metabolism|Amino acid metabolism|Arginine and proline metabolism"	0.00425258694533543	0.00424151701778855	0.00413997175847809	0.00414769271492602	0.00435212747670869	0.00382941252942696
"Genetic Information Processing|Folding, sorting and degradation|Protein export"	0.0039396732172821	0.0038350854886414	0.00407581701469765	0.00400441193490721	0.00425929716683387	0.00384021359484342
"Metabolism|Energy metabolism|Nitrogen metabolism"	0.00404023198305133	0.00398383975339198	0.00401710169424403	0.00385294277929776	0.00384780054820706	0.00400987977684289
"Metabolism|Metabolism of cofactors and vitamins|Pantothenate and CoA biosynthesis"	0.00391036842418729	0.00395878346371365	0.0039401792379477	0.00415157046094263	0.00422329470237916	0.00356543226300005
"Genetic Information Processing|Replication and repair|DNA replication"	0.0038387089473363	0.00378055813830952	0.00403875557732036	0.00372568217478374	0.00412021608110129	0.00420454479326949
"Metabolism|Metabolism of cofactors and vitamins|Biotin metabolism"	0.00402346587611766	0.00375856956677928	0.00398582425160446	0.00327580500424715	0.00397351278533215	0.00439044368716826
"Metabolism|Metabolism of cofactors and vitamins|Nicotinate and nicotinamide metabolism"	0.00398689509955657	0.00382432033961108	0.0038464770182172	0.00388271995085031	0.00399720424721847	0.00384497042629975
"Metabolism|Amino acid metabolism|Arginine biosynthesis"	0.00385124829528662	0.00384036690515822	0.00380162011309242	0.00399537229416593	0.00385028944821287	0.00380096171875105
"Metabolism|Amino acid metabolism|Histidine metabolism"	0.00370715850091451	0.00385834931055137	0.00382292589848831	0.00403380440274338	0.00399936502179708	0.00359329768384404
"Metabolism|Lipid metabolism|Fatty acid degradation"	0.003464501307109	0.00394249824379969	0.00373490285901153	0.00402712987994894	0.00422474853616927	0.0034658240148763
"Human Diseases|Drug resistance: Antimicrobial|Cationic antimicrobial peptide (CAMP) resistance"	0.004171579855818	0.0035319252158027	0.00377908443807433	0.00358854735897162	0.00364533570306776	0.00408336545574323
"Metabolism|Metabolism of terpenoids and polyketides|Terpenoid backbone biosynthesis"	0.0037319062848597	0.00375568400197257	0.003891007844939	0.00366792154151377	0.00417795462772658	0.00356096775114974
"Metabolism|Metabolism of other amino acids|Selenocompound metabolism"	0.00373781106259903	0.00369986043058553	0.00374479143627498	0.00365380135744759	0.00377594471451436	0.00370718045735709
"Cellular Processes|Cell motility|Bacterial chemotaxis"	0.00409647522355056	0.003804439186192	0.00416170758733762	0.00271850635900238	0.00307166845452431	0.00442156803756191
"Metabolism|Carbohydrate metabolism|Pentose and glucuronate interconversions"	0.00372298488630706	0.00415389242428413	0.00326967725142563	0.00418544945822017	0.00313946325273903	0.00379287783863213
"Metabolism|Metabolism of cofactors and vitamins|One carbon pool by folate"	0.00330291263907594	0.00337988756853892	0.0033410889646769	0.00323306320801982	0.00355475984431415	0.00358911607704877
"Metabolism|Metabolism of cofactors and vitamins|Thiamine metabolism"	0.00314144788608532	0.0031421752307309	0.00325885086463873	0.00315855651000692	0.0033908712254369	0.00316542648341283
"Metabolism|Lipid metabolism|Glycerophospholipid metabolism"	0.00339498480387596	0.00297134707516299	0.00322586286758858	0.00288396481439348	0.00304418158647669	0.003410920920247
"Metabolism|Lipid metabolism|Glycerolipid metabolism"	0.00310292636842057	0.0029978593132493	0.00304617940465569	0.0032975464239749	0.00295584969658003	0.00277998275811097
"Metabolism|Amino acid metabolism|Phenylalanine metabolism"	0.00289875395862005	0.00312547193793933	0.00292467107283354	0.00325265645920711	0.00324733481320661	0.00269457464097451
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine biosynthesis"	0.00275418983753371	0.0029558254482206	0.00283498407534594	0.0029854915573541	0.00305685307588668	0.00245106931022248
"Metabolism|Xenobiotics biodegradation and metabolism|Benzoate degradation"	0.00238102544939892	0.00294731419373473	0.00262737615057141	0.00311509799964787	0.00340614765326427	0.00199952740824645
"Metabolism|Biosynthesis of other secondary metabolites|Streptomycin biosynthesis"	0.00236953900754466	0.00246914511571828	0.00241113620989856	0.00264482986975744	0.00221971708778974	0.00296012886301672
"Genetic Information Processing|Replication and repair|Base excision repair"	0.00246914947551558	0.00241026909991271	0.0025091677729864	0.00242504245678993	0.00258549100278669	0.00236581336117086
"Metabolism|Metabolism of other amino acids|beta-Alanine metabolism"	0.00236330481901409	0.00234465463954625	0.00246447425668377	0.00260766262374702	0.00281938935673217	0.0019535503311843
"Metabolism|Amino acid metabolism|Tyrosine metabolism"	0.00236695303017956	0.00245114749507669	0.0023103721705514	0.0026985449288322	0.00243414769644617	0.00223300675886236
"Metabolism|Global and overview maps|Degradation of aromatic compounds"	0.0024341222810456	0.00247017586684707	0.00225612142924638	0.00271610547038136	0.00230981607780886	0.00210249025807326
"Metabolism|Metabolism of cofactors and vitamins|Riboflavin metabolism"	0.00241552920893763	0.00237460676015558	0.00228117780423689	0.0020756377260511	0.00251177641023957	0.00242588991085372
"Cellular Processes|Cell motility|Flagellar assembly"	0.00302495278272847	0.00217374583453992	0.00282612119463131	0.00118494106619194	0.00216133137758314	0.0025949189196693
"Genetic Information Processing|Replication and repair|Nucleotide excision repair"	0.00221769989116816	0.00224216323693485	0.00227231564379585	0.00235094810249067	0.00235877177803458	0.0023098935262212
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - other enzymes"	0.00225866558671848	0.00219871773656549	0.00219304277745613	0.00217880498557515	0.00223615197310379	0.00233364334149313
"Genetic Information Processing|Folding, sorting and degradation|Sulfur relay system"	0.00228573832154229	0.00189697991870195	0.00245696399678499	0.00190205884433155	0.00226536657749066	0.00215098704133202
"Metabolism|Glycan biosynthesis and metabolism|Other glycan degradation"	0.00182183100607895	0.00217633493251994	0.00154850804199333	0.00168416090876577	0.00147332748797483	0.00353418423052699
"Human Diseases|Drug resistance: Antimicrobial|Vancomycin resistance"	0.00196236581889091	0.00200845520961073	0.00204366328006596	0.00233387993942634	0.00194641934133031	0.00193468790248193
"Metabolism|Carbohydrate metabolism|C5-Branched dibasic acid metabolism"	0.00191964204232047	0.00206325582669741	0.00195400624936847	0.00207141774272069	0.00216243233642132	0.00167968790584967
"Metabolism|Metabolism of other amino acids|Glutathione metabolism"	0.00208702572026618	0.00168574302487106	0.00206255848607116	0.00156315284427945	0.002119304760823	0.00181039256252294
"Metabolism|Amino acid metabolism|Lysine degradation"	0.00188841318843079	0.00190907074539725	0.0018251789319645	0.00196431879709063	0.00216574742042359	0.00151325933823202
"Metabolism|Energy metabolism|Photosynthesis"	0.0018060085716678	0.00181167280688274	0.00189202608692624	0.00179226843377601	0.0019385148159274	0.00191880475763055
"Metabolism|Lipid metabolism|Sphingolipid metabolism"	0.00176389983879606	0.00194511504048637	0.00154493153185335	0.00150360041555067	0.00138978121055794	0.00299507076102993
"Metabolism|Biosynthesis of other secondary metabolites|Prodigiosin biosynthesis"	0.00174033414312037	0.00160328484994778	0.00173895217101443	0.00146902134400169	0.00159160250415085	0.00193841491933286
"Metabolism|Biosynthesis of other secondary metabolites|Monobactam biosynthesis"	0.00166511102625078	0.00161836239648966	0.00165337986162086	0.0015260712743726	0.0016908026944563	0.00179071949809108
"Metabolism|Metabolism of cofactors and vitamins|Ubiquinone and other terpenoid-quinone biosynthesis"	0.00198487599682103	0.00132286014814864	0.00180999456984248	0.00104984297270289	0.00174662870564559	0.00164733204047762
"Metabolism|Metabolism of cofactors and vitamins|Vitamin B6 metabolism"	0.00152931153484379	0.00139709945672847	0.00153676620896269	0.00128675671826868	0.00160959987008602	0.00149994520163821
"Metabolism|Biosynthesis of other secondary metabolites|Novobiocin biosynthesis"	0.00139299250580422	0.00139881785045916	0.0015291320168407	0.00151043904694362	0.00166885619301753	0.00131940706606676
"Metabolism|Lipid metabolism|Biosynthesis of unsaturated fatty acids"	0.00155549121989516	0.001419909192129	0.00151642448290866	0.00128974928569478	0.00137755103726231	0.00164441126952283
"Human Diseases|Infectious diseases: Bacterial|Pertussis"	0.00158442880921194	0.00159777979071111	0.00126870640442093	0.00125090178842622	0.00120908328094909	0.00175784994064339
"Metabolism|Amino acid metabolism|Tryptophan metabolism"	0.00127241450438814	0.00142630517442585	0.00130072832781354	0.00154782543652785	0.00155380407980593	0.00115052242238621
"Metabolism|Metabolism of other amino acids|Cyanoamino acid metabolism"	0.00128959305577781	0.00150053341476192	0.00119832702718715	0.00122618439610845	0.00115720898077631	0.00169200930373885
"Cellular Processes|Cell growth and death|Necroptosis"	0.00131023783273193	0.00124379579778537	0.00137485997123561	0.00125959639020219	0.00130882910102191	0.00146496950549604
"Metabolism|Carbohydrate metabolism|Ascorbate and aldarate metabolism"	0.00159469935756873	0.00150474356344022	0.00118211663767757	0.00124585528861321	0.0010673731688321	0.00135322381152806
"Metabolism|Xenobiotics biodegradation and metabolism|Chloroalkane and chloroalkene degradation"	0.0012512858971705	0.00129711241610183	0.00129200598962035	0.00142348496231969	0.00112750984682378	0.00133329514863685
"Human Diseases|Drug resistance: Antineoplastic|Antifolate resistance"	0.00119867118647122	0.00123391651020305	0.0012485592903103	0.00122381607257823	0.00132335374786822	0.00129915767668469
"Metabolism|Biosynthesis of other secondary metabolites|Tropane, piperidine and pyridine alkaloid biosynthesis"	0.00119124904516933	0.00119861853613366	0.00125472529743318	0.00128806100595455	0.00138061396115975	0.00108995076100536
"Metabolism|Metabolism of terpenoids and polyketides|Polyketide sugar unit biosynthesis"	0.0011022544328488	0.00119406517895138	0.00112721359922416	0.00109037125366046	0.00118381452780594	0.00153548900020244
"Metabolism|Metabolism of other amino acids|Taurine and hypotaurine metabolism"	0.00115551545873786	0.00120373419850467	0.00117935936726668	0.00121618622358932	0.00122208604290752	0.00123374824105495
"Genetic Information Processing|Transcription|RNA polymerase"	0.00117194564478761	0.00117281983989517	0.0011936834312565	0.00121655659864619	0.00128785040633843	0.00105044996970321
"Metabolism|Carbohydrate metabolism|Inositol phosphate metabolism"	0.001163659178959	0.0012019727627591	0.00109068598362539	0.00142220227444431	0.000831304185909218	0.0013463246968815
"Organismal Systems|Endocrine system|Glucagon signaling pathway"	0.0012085003469997	0.00108254559756554	0.00123914289276482	0.00112331976659487	0.00125769703747886	0.00111736460321309
"Human Diseases|Cardiovascular diseases|Fluid shear stress and atherosclerosis"	0.00114563801261644	0.00110344241116092	0.00114386225487948	0.000945765826626538	0.00113580030878638	0.00147917407410717
"Metabolism|Metabolism of other amino acids|D-Glutamine and D-glutamate metabolism"	0.00102301851667633	0.00105604922245498	0.00104831608582765	0.00107021811688461	0.00113297858099806	0.00107195757617039
"Human Diseases|Cancers: Overview|Central carbon metabolism in cancer"	0.0010812998711778	0.00101189684311115	0.00108611759040707	0.00100735403960404	0.00112152580589261	0.00108998630421764
"Human Diseases|Infectious diseases: Bacterial|Legionellosis"	0.00106434005007807	0.00102935184591693	0.00110642017619893	0.00103560262287824	0.00115992242145712	0.000986475072848343
"Cellular Processes|Transport and catabolism|Peroxisome"	0.00106349121062147	0.00112592648787439	0.000969765748310831	0.000934858100451219	0.000989174847336751	0.00124211589931264
"Organismal Systems|Endocrine system|PPAR signaling pathway"	0.000850423240195745	0.00105075050562233	0.000973141559186706	0.00107140167613277	0.00105961484786046	0.00110726174468549
"Environmental Information Processing|Signal transduction|MAPK signaling pathway - plant"	0.00105288150222504	0.000938311712597394	0.00113523707652064	0.000869928172794641	0.00111863333190208	0.000987038373285928
"Human Diseases|Drug resistance: Antineoplastic|Platinum drug resistance"	0.00106273200310074	0.000900107785769873	0.00114932635816599	0.000821286614172065	0.00111760315637317	0.000956983117014121
"Organismal Systems|Aging|Longevity regulating pathway - worm"	0.00101877328439748	0.00090764988603865	0.00103662011896597	0.000878125063982544	0.00101177331766911	0.0010640741131972
"Metabolism|Xenobiotics biodegradation and metabolism|Aminobenzoate degradation"	0.00089768638543551	0.000985436988881942	0.000939485718774567	0.00117971115473931	0.00108081938009333	0.000736652458135679
"Human Diseases|Infectious diseases: Bacterial|Tuberculosis"	0.000934332748029305	0.000842297807178322	0.000989761497426235	0.000806528361071976	0.000994849221189968	0.000983563713429762
"Metabolism|Xenobiotics biodegradation and metabolism|Nitrotoluene degradation"	0.000907099731145301	0.000816182531004184	0.00101463641895324	0.00106115537997481	0.000944150728197771	0.000792086542124512
"Organismal Systems|Immune system|NOD-like receptor signaling pathway"	0.000861806907025921	0.000882397961694404	0.000895110474013577	0.000735069820845103	0.000869394986610393	0.0012375145279858
"Cellular Processes|Transport and catabolism|Lysosome"	0.000796694146444202	0.000964531355065066	0.000686977558842344	0.000621226397072124	0.000639292062694237	0.0017436933756172
"Genetic Information Processing|Folding, sorting and degradation|Protein processing in endoplasmic reticulum"	0.000804279381939317	0.000807835554835748	0.000888316999428063	0.000857405247503048	0.000969785648393273	0.000719761004749385
"Human Diseases|Infectious diseases: Bacterial|Salmonella infection"	0.000847694369755701	0.000858474032513201	0.00081292807579394	0.000612100249592612	0.000826890781310461	0.000924438883774575
"Metabolism|Biosynthesis of other secondary metabolites|Isoquinoline alkaloid biosynthesis"	0.000733706493744075	0.000767549900355895	0.000816692952079387	0.000832393583959736	0.000913561256066625	0.000705670059347561
"Metabolism|Glycan biosynthesis and metabolism|Glycosaminoglycan degradation"	0.000732917464689477	0.000827336804647313	0.00067364995257703	0.000512119003800901	0.000702040282286075	0.00126578280417177
"Metabolism|Glycan biosynthesis and metabolism|Glycosphingolipid biosynthesis - globo and isoglobo series"	0.000750327033912436	0.000797353616808283	0.00068708269407547	0.000696724363373498	0.000653632447738252	0.00111602135440192
"Metabolism|Xenobiotics biodegradation and metabolism|Naphthalene degradation"	0.000713304738553882	0.000799282633343301	0.000650343282775404	0.000917504370275337	0.000574993453819778	0.000777988875673649
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of ansamycins"	0.000664209710669848	0.00070072397547425	0.00070050448006748	0.000997207529750473	0.000629212029939454	0.00063438097995636
"Metabolism|Biosynthesis of other secondary metabolites|Phenylpropanoid biosynthesis"	0.000721574400627856	0.000830525870189779	0.000561678374262019	0.000614161826095764	0.000442160920136751	0.00104614365409996
"Organismal Systems|Environmental adaptation|Plant-pathogen interaction"	0.000678960153624794	0.000646384543521906	0.000736016720700153	0.000652285771565694	0.000654958002851664	0.000784354725160422
"Metabolism|Metabolism of other amino acids|D-Alanine metabolism"	0.000691852963368089	0.000692056265428985	0.000693489792511037	0.000717987721240294	0.000692111753296516	0.0006239390326033
"Metabolism|Biosynthesis of other secondary metabolites|Neomycin, kanamycin and gentamicin biosynthesis"	0.000642477858235931	0.000634652394722323	0.000667379489945017	0.000825693526241706	0.000531461102944973	0.000746214685234978
"Metabolism|Xenobiotics biodegradation and metabolism|Caprolactam degradation"	0.000585213014282654	0.000727525022397119	0.000608000101697258	0.000767959672244928	0.000814421564338	0.000441238622466752
"Human Diseases|Endocrine and metabolic diseases|Insulin resistance"	0.000661462805290258	0.000601870460182906	0.000696574781707826	0.000580080593267715	0.000692375873329704	0.000693144869107771
"Environmental Information Processing|Signal transduction|HIF-1 signaling pathway"	0.000642402634137802	0.000616086962744742	0.000639444637820208	0.000667789645589532	0.000667935581642845	0.00067169042183325
"Organismal Systems|Aging|Longevity regulating pathway - multiple species"	0.000682489532447855	0.000578337036575303	0.000642204991985088	0.000530998945793211	0.000611521387536023	0.000782735100490315
"Human Diseases|Cancers: Overview|Pathways in cancer"	0.000644752010783769	0.000561698909661034	0.000647045600226886	0.000571449448440917	0.000647806375138943	0.000660591157031809
"Genetic Information Processing|Translation|RNA transport"	0.000625866558646902	0.000633130799885218	0.000606993644418734	0.000627518107671351	0.00062657285398213	0.000572391684882074
"Organismal Systems|Endocrine system|Insulin signaling pathway"	0.000631478903822198	0.000550836466772377	0.000664893888248658	0.000524959495491347	0.000658878760404454	0.0006403435063582
"Metabolism|Metabolism of terpenoids and polyketides|Geraniol degradation"	0.000606839302091359	0.000606488082332643	0.000619385217782473	0.000619245753845319	0.000787726016118144	0.000412485759515676
"Metabolism|Lipid metabolism|Synthesis and degradation of ketone bodies"	0.000567372870862967	0.000562040201043187	0.000592170183806286	0.00054145693561276	0.000673005499828686	0.000526507950152657
"Organismal Systems|Environmental adaptation|Thermogenesis"	0.00057697966271162	0.000554180531137573	0.000594937277468018	0.000372409557774816	0.000549839759658892	0.000757976426073728
"Metabolism|Metabolism of terpenoids and polyketides|Limonene and pinene degradation"	0.000588624009280812	0.000555257381706586	0.000553787026499786	0.000675026041035032	0.000648869537784152	0.000373846353646019
"Metabolism|Biosynthesis of other secondary metabolites|Acarbose and validamycin biosynthesis"	0.000521217556507162	0.000571441948265459	0.000512100811449497	0.000508101246204047	0.000560609047946838	0.000719624944144259
"Human Diseases|Infectious diseases: Bacterial|Epithelial cell signaling in Helicobacter pylori infection"	0.000565450050041824	0.000519109514607217	0.000582216506310161	0.000503316792562811	0.000602486189057975	0.000535462866853223
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of siderophore group nonribosomal peptides"	0.00086224611339881	0.000591186296920267	0.000488148522899851	0.000334828788841829	0.000336259508732859	0.000598245778535013
"Cellular Processes|Cell growth and death|Ferroptosis"	0.000511374228060064	0.000568306189992216	0.00047241450115816	0.000435635601192579	0.00044209588887487	0.000742701365188245
"Metabolism|Xenobiotics biodegradation and metabolism|Styrene degradation"	0.000402076925559493	0.000553987215530115	0.00046897066711142	0.000697142196953185	0.000588937140156321	0.000362268052470835
"Metabolism|Lipid metabolism|Steroid hormone biosynthesis"	0.000465429623391602	0.000534177105633671	0.00044152854423976	0.000287695863116684	0.000420973632601474	0.000922846612436004
"Metabolism|Xenobiotics biodegradation and metabolism|Drug metabolism - cytochrome P450"	0.000576070900982201	0.000479095947595503	0.000513865953498983	0.000495331771382652	0.000486992704555044	0.000511253164448206
"Metabolism|Metabolism of other amino acids|Phosphonate and phosphinate metabolism"	0.000505187279914057	0.00051095618005237	0.000418571541506622	0.00052783793838719	0.000454767604079716	0.000493310640056528
"Metabolism|Xenobiotics biodegradation and metabolism|Metabolism of xenobiotics by cytochrome P450"	0.000542966691791427	0.000458543364991727	0.000466395420240889	0.000486857152435233	0.00044382799628204	0.000480823927156551
"Metabolism|Biosynthesis of other secondary metabolites|Phenazine biosynthesis"	0.000473126182295971	0.0004779436929135	0.000478866806129636	0.000474776303814624	0.000523927968968821	0.000442178805619294
"Organismal Systems|Nervous system|GABAergic synapse"	0.000482167089421894	0.000463734034771829	0.000413317766238232	0.000459392989976766	0.000402721448769719	0.000600538953503882
"Metabolism|Metabolism of terpenoids and polyketides|Biosynthesis of vancomycin group antibiotics"	0.000391443661100361	0.000476938123050293	0.000407643486571674	0.00044799089711383	0.000491266851653192	0.000510160398271589
"Metabolism|Metabolism of cofactors and vitamins|Retinol metabolism"	0.000444351165418263	0.000433253817079702	0.000406407984751665	0.000480951835283436	0.000418958026290104	0.000488353762466024
