"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"Trehalose -- Consumption"	0.0463803961507285	0.0485666853475167	0.0343740618432903	0.0461976202793585	0.0301128754543715	0.0360299308202739	0.0300772754615705	0.0504240096916501
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0492694282210629	0.048640703809836	0.0273941759231462	0.0441541645111226	0.0322173330782476	0.0414795990399548	0.0215630928693721	0.0513840316350088
"Propanoate (Propionate) -- Production"	0.0460582378982811	0.0485349631493798	0.0217652356649655	0.0438696326952923	0.0387985460110962	0.0404348439926585	0.0189255471750497	0.0502640060344236
"Succinate -- Production"	0.0404464489846819	0.0401920250393884	0.0340738516961873	0.0405069839627522	0.0404438492443084	0.0351828321332769	0.0394706399518764	0.0288349447987383
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0438135223328414	0.0456799653170634	0.0296457520264185	0.0393429901707191	0.0220394107518653	0.0227022448115205	0.0347970940724631	0.0302406912157992
"Nitrate (NO3-) -- Consumption"	0.0454762746035375	0.0481120005075552	0.0174872410687481	0.042395240558717	0.0205854218480964	0.029140194832698	0.00939336449030586	0.0498525680586985
"D-Mannitol (Mannitol) -- Consumption"	0.0398229168831709	0.0419261718708695	0.0274692284599219	0.0392136575271599	0.0217715706906447	0.0224198785825215	0.026190366017306	0.0302292623831402
"Glycerol -- Consumption"	0.0398021324797872	0.0419155978048239	0.0274692284599219	0.0391619244697362	0.0217333078247561	0.022278695468022	0.026190366017306	0.0302064047178221
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0104129860952341	0.00823719744953527	0.0293455418793155	0.0134505949301604	0.0203558446527645	0.0204150783566285	0.0250798204618019	0.0218176415460925
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.00402178205474612	0.00169185056729864	0.0229660762533774	0.00757889291257113	0.0171417639181175	0.0115487787660596	0.0269307297209754	0.00178289789480902
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00353334857522915	0.00329910860623235	0.0228910237166016	0.00501810657009829	0.0180983355653338	0.0115770153889595	0.026329184211744	0.00218290703787515
"Melibiose -- Consumption"	0.00661983247770873	0.00669338380687526	0.0150105073551486	0.00812209001551992	0.01109623110771	0.014852463645348	0.0096710008791819	0.0204461816270086
"Fructan (Inulin, Levan) -- Macromolecule"	0.00411531186997277	0.00181873935984604	0.0228910237166016	0.00721676151060528	0.0160321408073465	0.0111817026683609	0.0258201841654713	0.00181718439278612
"H2 (Hydrogen) -- Production"	0.00439590131565273	0.00172357276543549	0.00945661963374362	0.00517330574236937	0.021962885020088	0.0198503458986305	0.0117070010642728	0.00285720816475805
"Mannan -- Macromolecule"	0.000592355496435475	0.000528703302280826	0.016661663164215	0.00372478013450595	0.0188253300172183	0.0118876182408584	0.0219795474526861	0.00046858213902032
"Formate -- Production"	0.0113898530542681	0.00527645895676264	0.0112578805163615	0.0041386445938955	0.00776736177539698	0.0106169702103628	0.0179075470825043	0.0026629180095545
"D-Galactose -- Consumption"	0.000623532101511026	0.000465258906007127	0.0142599819873912	0.00351784790481117	0.0118232255595944	0.0112099392912608	0.0162880014807274	0.00148574824567419
"CO2 -- Production"	0.00396982104628687	0.000782480887375623	0.00420294205944161	0.00152612519399897	0.0184427013583317	0.0127911901736552	0.0138355467123224	0.00030857848179387
"Urea -- Production"	0.000322158252447363	0.000391240443687811	0.0165115580906635	0.00351784790481117	0.00853261909317008	0.00547790484258083	0.0192031835639258	0.000411437975725159
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.00376197701244986	0.00069788835901069	0.0117081957370159	0.00266425245732023	0.00799693897072891	0.00412254694338557	0.0215630928693721	8.00018286132254e-05
"Hemicellulose, not specified -- Macromolecule"	0.000405295865982167	0.000433536707870277	0.0114830381266887	0.00302638385928608	0.0113258083030419	0.007143865593675	0.018277728934339	0.000182861322544515
"CO2 -- Consumption"	0.000633924303202877	0.00045468483996151	0.00420294205944161	0.00144852560786342	0.0180218098335565	0.0113793590286602	0.00906945536995049	0.000182861322544515
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.000581963294743624	0.000433536707870277	0.00397778444911438	0.00137092602172788	0.0177922326382246	0.0111817026683609	0.00888436444403313	0.000160003657226451
"Arabinogalactan -- Macromolecule"	0.000280589445679962	0.000222055386957947	0.0119333533473431	0.00181065700982928	0.00826477903194949	0.00553437808838063	0.0107352737032067	0.000422866808384192
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.000405295865982167	0.000592147698554525	0.00840588411888322	0.00256078634247284	0.0071551559211785	0.0047719892700833	0.0144370922215538	0.000160003657226451
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.000218236235528859	0.000306647915322879	0.0080306214350045	0.00235385411277806	0.00581595561507557	0.00355781448538755	0.013372819397529	8.00018286132254e-05
"L-Methionine (D-Methionine) -- Consumption"	0.000218236235528859	0.000306647915322879	0.0080306214350045	0.00235385411277806	0.00581595561507557	0.00355781448538755	0.013372819397529	8.00018286132254e-05
"Ethanol -- Production"	0.0035021719701536	0.000306647915322879	0.00630441308916241	0.00100879461976203	0.00558637841974364	0.00844275024707045	0.00703345518485956	0.00140574641706096
"Butyrate -- Production"	0.00578845634236069	0.0027492571718603	0.000300210147102972	0.000543197102948784	0.00409412665008609	0.00355781448538755	0.00171209106473555	0.000377151477748063
"FOS (Fructooligosaccharide) -- Consumption"	0.000270197243988111	0.00024320351904918	0.00345241669168418	0.000672529746508019	0.00550985268796633	0.00384018071438656	0.0049511822682893	0.000148574824567419
"D-Psicose -- Consumption"	0.00339824995323509	0.000993962208287953	0.0059291504052837	0.00284531815830316	0.00218098335565334	0.00096004517859664	0.00124936374994216	0.00124574275983451
"D-Ribose (Ribose) -- Consumption"	0.00024941284060441	6.34443962736991e-05	0.00270189132392675	0.000957061562338334	0.00405586378419744	0.00705915572497529	0.00198972745361159	0.00133717342110677
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0.00108078897595245	0.0035211639931903	0.00525367757430201	7.75995861355406e-05	0.00168356609910082	8.47098686997035e-05	0.00296145481467771	0
"L-Fucose -- Consumption"	0.00339824995323509	0.00101511034037919	0.00255178625037526	0.00284531815830316	0.000803520183661756	0.00112946491599605	0.000786636435148767	0.00124574275983451
"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"	0.00338785775154324	0.000993962208287953	0.00255178625037526	0.00284531815830316	0.000612205854218481	0.00096004517859664	0.000740363703669428	0.00124574275983451
"Nitrite (NO2-) -- Consumption"	0.00283707106187517	0.00252720178490235	0.00225157610327229	0.000362131401965856	0.00164530323321217	0.000818862064097134	0.00060154550923141	0.00158860773960548
"Xylan -- Macromolecule"	0.00024941284060441	0.000285499783231646	0.00127589312518763	0.000336264873254009	0.00256361201453989	0.00169419737399407	0.00166581833325621	8.00018286132254e-05
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	0	0	0.00330231161813269	0	0.00156877750143486	0	0.00111054555550414	0
"Urea -- Consumption"	1.03922016918504e-05	3.17221981368496e-05	0.00330231161813269	7.75995861355406e-05	0.00156877750143486	0.000254129606099111	0.00060154550923141	1.14288326590322e-05
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	4.15688067674017e-05	4.22962641824661e-05	0.00330231161813269	0	0.00156877750143486	0.000112946491599605	0.000509000046272731	4.57153306361288e-05
"Folic acid (Folate, Vitamin B9) -- Consumption"	0	0	0.00330231161813269	0	0.00156877750143486	0	0.000509000046272731	0
"Polypeptide -- Macromolecule"	0.000103922016918504	0.000200907254866714	0.00075052536775743	0.000155199172271081	0.00022957719533193	0.00144006776789496	0.000462727314793392	0.00010285949393129
"Menaquinone (Vitamin K2) -- Production"	4.15688067674017e-05	0.000116314726501782	0.00075052536775743	0.000155199172271081	0.000420891524775206	0.00132712127629535	0.000462727314793392	4.57153306361288e-05
"Pectin -- Macromolecule"	0.000103922016918504	0.000137462858593015	0.000975682978084659	0	0.000612205854218481	0.000451785966398419	0.000416454583314053	6.85729959541932e-05
"D-Glucosamine (Glucosamine) -- Consumption"	1.03922016918504e-05	0	0.000975682978084659	7.75995861355406e-05	0.000726994451884446	0.000310602851898913	0.000323909120355375	0
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"	6.23532101511026e-05	1.05740660456165e-05	7.5052536775743e-05	0.000181065700982928	0.000803520183661756	0.000564732457998023	0.000509000046272731	3.42864979770966e-05
"Isovalerate (3-Methylbutanoic acid) -- Production"	3.11766050755513e-05	1.05740660456165e-05	7.5052536775743e-05	7.75995861355406e-05	0.000726994451884446	0.00048002258929832	0.000185090925917357	0
"D-Galactosamine (Galactosamine) -- Consumption"	0	0	0.000975682978084659	0	0.000344365792997895	0	0.000138818194438018	0
"Folic acid (Folate, Vitamin B9) -- Production"	0	0	0.000975682978084659	0	0.000344365792997895	0	0.000138818194438018	0
"D-Glucuronic acid (D-Glucuronate) -- Consumption"	3.11766050755513e-05	3.17221981368496e-05	0	7.75995861355406e-05	0.000382628658886551	0.00048002258929832	0.000277636388876035	0
"D-Galacturonate -- Consumption"	3.11766050755513e-05	3.17221981368496e-05	0	7.75995861355406e-05	0.000382628658886551	0.000451785966398419	0.000277636388876035	0
"NH3 (Ammonia, NH4+, Ammonium) -- Production"	9.35298152266539e-05	7.40184623193157e-05	0	0.000103466114847387	0.000267840061220585	0.000451785966398419	0.000138818194438018	8.00018286132254e-05
"Isobutyrate (2-Methylpropanoic acid) -- Production"	3.11766050755513e-05	0	7.5052536775743e-05	7.75995861355406e-05	0.000497417256552516	0.000197656360299308	0.000138818194438018	0
"Formate -- Consumption"	6.23532101511026e-05	1.05740660456165e-05	0.000225157610327229	7.75995861355406e-05	0.00022957719533193	0.000197656360299308	0.000185090925917357	1.14288326590322e-05
"Cellulose (Beta-D-glucan) -- Macromolecule"	9.35298152266539e-05	6.34443962736991e-05	7.5052536775743e-05	7.75995861355406e-05	0.000114788597665965	0.000310602851898913	0.000138818194438018	6.85729959541932e-05
"Acetate -- Consumption"	0.000135098621994056	0.000169185056729864	0	0	3.82628658886551e-05	0.000282366228999012	0.000185090925917357	6.85729959541932e-05
"Isobutyrate (2-Methylpropanoic acid) -- Consumption"	0.000103922016918504	0.000137462858593015	0	0	3.82628658886551e-05	0.000282366228999012	0.000185090925917357	6.85729959541932e-05
"Isovalerate (3-Methylbutanoic acid) -- Consumption"	0.000103922016918504	0.000137462858593015	0	0	3.82628658886551e-05	0.000282366228999012	0.000185090925917357	6.85729959541932e-05
"Propanoate (Propionate) -- Consumption"	0.000103922016918504	0.000137462858593015	0	0	3.82628658886551e-05	0.000282366228999012	0.000185090925917357	6.85729959541932e-05
"Valerate (Pentanoic acid, Pentanoate) -- Consumption"	0.000103922016918504	0.000137462858593015	0	0	3.82628658886551e-05	0.000282366228999012	0.000185090925917357	6.85729959541932e-05
"L-Arginine (Arginine) -- Consumption"	0	3.17221981368496e-05	0.000225157610327229	0	0.000114788597665965	0.000112946491599605	0.000323909120355375	0
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"	1.03922016918504e-05	1.05740660456165e-05	0.000300210147102972	2.58665287118469e-05	3.82628658886551e-05	0.000112946491599605	4.62727314793392e-05	0.000240005485839676
"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"	0	1.05740660456165e-05	0.000225157610327229	0	0.000114788597665965	0	0.000323909120355375	0
"Stachyose -- Consumption"	3.11766050755513e-05	1.05740660456165e-05	7.5052536775743e-05	7.75995861355406e-05	0.000114788597665965	0.000169419737399407	0.000138818194438018	1.14288326590322e-05
"Propanol (n-propanol, 1-Propanol) -- Production"	1.03922016918504e-05	1.05740660456165e-05	0	0	0	0	0.00060154550923141	0
"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Consumption"	0	0	0	0	0	0	0.00060154550923141	0
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"	0	0	0	0	0	0	0.00060154550923141	0
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	7.27454118429531e-05	9.51665944105487e-05	0	0	0	0.000254129606099111	4.62727314793392e-05	4.57153306361288e-05
"Butylamine -- Production"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Dimethylamine -- Production"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Galactan -- Macromolecule"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Phenylethylamine -- Production"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Putrescine -- Production"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Tyramine -- Production"	0	0	0	0	0.00022957719533193	0.000169419737399407	4.62727314793392e-05	0
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	0	1.05740660456165e-05	0	7.75995861355406e-05	3.82628658886551e-05	0.000169419737399407	4.62727314793392e-05	3.42864979770966e-05
"H2 (Hydrogen) -- Consumption"	3.11766050755513e-05	0	7.5052536775743e-05	0	0.000114788597665965	2.82366228999012e-05	4.62727314793392e-05	0
"Pyruvate -- Consumption"	3.11766050755513e-05	0	7.5052536775743e-05	0	0.000114788597665965	2.82366228999012e-05	4.62727314793392e-05	0
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	4.15688067674017e-05	4.22962641824661e-05	0	0	0	0.000112946491599605	0	4.57153306361288e-05
"Acetone -- Production"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"Cholic acid (Cholate) -- Consumption"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"Deoxycholic acid -- Production"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"L-Serine (Serine, D-Serine) -- Consumption"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"Lithocholic acid -- Production"	0	1.05740660456165e-05	0	2.58665287118469e-05	0	0.000112946491599605	4.62727314793392e-05	1.14288326590322e-05
"Stearic acid (Stearate, Octadecanoate) -- Production"	1.03922016918504e-05	3.17221981368496e-05	0	0	0	0.000112946491599605	4.62727314793392e-05	0
"H2S (HS-) -- Production"	0	1.05740660456165e-05	0	0	0	0.000112946491599605	0	0
"Cholic acid (Cholate) -- Production"	1.03922016918504e-05	3.17221981368496e-05	0	0	0	2.82366228999012e-05	4.62727314793392e-05	0
"Tauro-b-muricholic acid -- Consumption"	1.03922016918504e-05	3.17221981368496e-05	0	0	0	2.82366228999012e-05	4.62727314793392e-05	0
"Taurocholate -- Consumption"	1.03922016918504e-05	3.17221981368496e-05	0	0	0	2.82366228999012e-05	4.62727314793392e-05	0
"beta-Muricholic acid -- Production"	1.03922016918504e-05	3.17221981368496e-05	0	0	0	2.82366228999012e-05	4.62727314793392e-05	0
"H2O2 -- Production"	0	0	0	2.58665287118469e-05	3.82628658886551e-05	2.82366228999012e-05	0	1.14288326590322e-05
"Choline -- Consumption"	0	0	0	0	3.82628658886551e-05	2.82366228999012e-05	0	1.14288326590322e-05
"Trimethylamine -- Production"	0	0	0	0	3.82628658886551e-05	2.82366228999012e-05	0	1.14288326590322e-05
"Hippurate -- Consumption"	0	0	0	2.58665287118469e-05	0	0	0	0
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	0	0	0	2.58665287118469e-05	0	0	0	0
"XOS (Xylooligosaccharide) -- Consumption"	1.03922016918504e-05	1.05740660456165e-05	0	0	0	0	0	0
"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"	1.03922016918504e-05	0	0	0	0	0	0	0
"Pyruvate -- Production"	1.03922016918504e-05	0	0	0	0	0	0	0
