"ID"	"Function"
"fpt68"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt69"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"fpt70"	"L-Methionine (D-Methionine) -- Consumption"
"fpt71"	"L-Ornithine (Ornithine) -- Production"
"fpt72"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt73"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt74"	"Lactose -- Consumption"
"fpt75"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt76"	"Lipoic acid (Lipoate) -- Consumption"
"fpt77"	"Lithocholic acid -- Production"
"fpt78"	"Maltose -- Consumption"
"fpt79"	"Mannan -- Macromolecule"
"fpt80"	"Melibiose -- Consumption"
"fpt81"	"Menaquinone (Vitamin K2) -- Production"
"fpt82"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt83"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt84"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt85"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt86"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt87"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt88"	"Nitrate (NO3-) -- Consumption"
"fpt89"	"Nitrite (NO2-) -- Consumption"
"fpt90"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt91"	"Pectin -- Macromolecule"
"fpt92"	"Phenylethylamine -- Production"
"fpt93"	"Polypeptide -- Macromolecule"
"fpt94"	"Propanoate (Propionate) -- Consumption"
"fpt95"	"Propanoate (Propionate) -- Production"
"fpt96"	"Putrescine -- Production"
"fpt97"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt98"	"Pyruvate -- Consumption"
"fpt99"	"Pyruvate -- Production"
"fpt100"	"Raffinose -- Consumption"
"fpt101"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt102"	"Stachyose -- Consumption"
"fpt103"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt104"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt105"	"Succinate -- Production"
"fpt106"	"Sucrose -- Consumption"
"fpt107"	"Tauro-b-muricholic acid -- Consumption"
"fpt108"	"Taurocholate -- Consumption"
"fpt109"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt110"	"Trehalose -- Consumption"
"fpt111"	"Triglyceride -- Macromolecule"
"fpt112"	"Trimethylamine -- Production"
"fpt113"	"Tyramine -- Production"
"fpt114"	"Urea -- Consumption"
"fpt115"	"Urea -- Production"
"fpt116"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt117"	"Xylan -- Macromolecule"
